Index,Name,PUBCHEM_COMPOUND_CID,ACTIVITY,ALogP98,ES_Sum_dO,ES_Sum_dssC,ES_Sum_sOH,ES_Sum_ssCH2,ES_Sum_ssO,ES_Sum_sssCH,ES_Count_dssC,ES_Count_sCH3,Molecular_Solubility,Num_DoubleBonds,Num_H_Acceptors,Molecular_FractionalPolarSurfaceArea,CIC,IAC_Mean,IC,JX,Wiener,SC_3_P
417,6008212,"6,008,212",Non-Bitter,4.709,11.485,0.532,0,5.477,5.391,0.096,2,4,-3.993,2,2,0.104,0.26666,1.17912,3.64022,3.8059,432,17
418,62572,"62,572",Non-Bitter,0.323,10.471,-0.341,8.648,0.471,4.553,-0.594,1,2,-0.606,1,3,0.306,0.22222,1.37878,2.9477,3.06683,102,7
419,62752,"62,752",Non-Bitter,1.199,10.635,0.851,8.987,2.077,0,0,3,1,-0.798,2,2,0.278,0.22222,1.35999,2.9477,2.72219,84,15
420,528698,"528,698",Non-Bitter,1.451,10.845,0.851,9.157,1.285,0,0.261,3,2,-1.084,2,2,0.246,-1.00E-05,1.32217,3.32192,2.83139,110,18
421,65427,"65,427",Non-Bitter,1.662,11.038,0.781,9.097,1.584,0,0.055,3,2,-1.154,2,2,0.246,0.19999,1.32217,3.12192,2.70192,111,18
422,33931,"33,931",Non-Bitter,0.637,10.913,-0.164,8.972,0.611,5.015,-0.445,3,2,-0.734,2,3,0.315,0.19999,1.44064,3.12192,2.63008,111,18
423,61199,"61,199",Non-Bitter,0.494,10.623,-0.164,8.972,0.723,4.771,-0.202,3,2,-0.85,2,3,0.326,0.19999,1.46183,3.12192,2.69623,111,18
424,61293,"61,293",Non-Bitter,1.303,10.746,-0.312,9.145,2.068,4.659,-0.529,1,2,-1.316,1,3,0.253,0.36363,1.31952,3.09579,3.23093,184,10
425,7342,"7,342",Non-Bitter,1.499,10.52,-0.118,0,0.483,4.664,0.009,1,3,-1.007,1,2,0.187,0.25,1.29546,2.75,3.13881,70,7
426,62907,"62,907",Non-Bitter,3.06,11.947,0.28,0,4.349,0,2.193,1,4,-3.277,1,1,0.122,0.45032,1.21687,3.45656,2.60548,360,24
427,7945,"7,945",Non-Bitter,1.744,10.631,-0.091,0,1.027,4.713,0.406,1,3,-1.325,1,2,0.168,0.22222,1.26467,2.9477,3.10978,102,7
428,7800,"7,800",Non-Bitter,5.142,11.027,-0.037,0,12.699,4.874,0,1,2,-5.19,1,2,0.098,1.875,1.14332,2.125,2.93931,647,14
429,10883,"10,883",Non-Bitter,0.315,20.917,-0.273,0,0.887,4.601,0,2,2,-1.066,2,3,0.264,0.67548,1.39461,2.64643,3.12331,143,8
430,9833996,"9,833,996",Non-Bitter,1.294,10.582,-0.167,0,0.857,4.664,0.1,1,2,-0.264,1,3,0.388,0.22222,1.50996,2.9477,3.07454,102,7
431,519709,"519,709",Non-Bitter,1.153,10.444,-0.254,0,0.434,4.587,-0.297,1,2,-0.06,1,3,0.429,0.25,1.56831,2.75,3.0956,70,7
432,21625,"21,625",Non-Bitter,0.917,10.371,-0.165,0,1.446,4.594,0,1,1,0.045,1,3,0.432,0.75,1.56831,2.25,2.84521,75,6
433,24020,"24,020",Non-Bitter,1.955,10.751,-0.084,0,1.349,4.755,0.06,1,3,-1.392,1,2,0.168,0.22222,1.26467,2.9477,3.28786,98,9
434,123388,"123,388",Non-Bitter,1.734,0,0,0,1.223,0,0,0,2,-1.324,0,2,0.423,0.8,1.33467,1.52192,1.96346,20,2
435,90972,"90,972",Non-Bitter,1.925,10.876,-0.124,0,0.47,4.783,-0.047,1,3,-1.786,1,4,0.403,0.4,1.61718,2.92192,3.19442,135,10
436,62166,"62,166",Non-Bitter,1.86,10.811,-0.224,0,0.424,4.718,-0.225,1,2,-1.322,3,2,0.161,0.19999,1.32217,3.12192,3.65135,135,10
437,560255,"560,255",Non-Bitter,2.2,10.79,-0.073,0,2.095,4.775,0.457,1,3,-1.765,1,2,0.152,0.19999,1.2389,3.12192,3.22553,138,9
438,62902,"62,902",Non-Bitter,2.411,10.91,-0.066,0,2.463,4.817,0.073,1,3,-1.846,1,2,0.152,0.39999,1.2389,2.92192,3.33418,135,10
439,5463855,"5,463,855",Non-Bitter,1.967,10.859,-0.153,0,0.459,4.766,-0.107,1,3,-1.908,2,2,0.156,0.19999,1.28067,3.12192,3.54309,135,10
440,62024,"62,024",Non-Bitter,2.021,10.862,-0.137,0,1.151,4.769,-0.045,1,2,-1.791,2,2,0.157,-1.00E-05,1.28067,3.32192,3.42753,135,10
441,6501,"6,501",Non-Bitter,1.877,11.447,-0.275,0,0.392,10.349,-0.445,1,2,-2.658,4,3,0.187,0.45032,1.37255,3.45656,2.02207,378,29
442,25915,"25,915",Non-Bitter,0.76,0,0,0,0.965,0,0,0,2,-1.719,3,2,0.182,0.88888,1.35999,2.28103,2.78879,90,12
443,26332,"26,332",Non-Bitter,0.76,0,0,0,0.966,0,0,0,2,-1.722,3,2,0.182,0.22222,1.35999,2.9477,2.8436,88,12
444,27457,"27,457",Non-Bitter,0.76,0,0,0,0.971,0,0,0,2,-1.728,3,2,0.182,0.44444,1.35999,2.72548,2.91301,86,13
445,7728,"7,728",Non-Bitter,1.904,0,0,0,1.076,0,0,0,2,-2.275,3,1,0.091,0.88888,1.21924,2.28103,2.83636,90,12
446,27440,"27,440",Non-Bitter,1.404,0,0,0,1.067,0,0,0,2,-2.312,2,1,0.299,0.25,1.49692,2.75,2.70735,63,11
447,78199,"78,199",Non-Bitter,0.851,10.399,-0.125,0,0.951,4.622,0,1,2,-1.016,1,3,0.348,0.75,1.56831,2.25,2.80241,75,6
448,57376045,"57,376,045",Non-Bitter,3.304,0,0.774,0,5.346,5.119,0,1,2,-3.88,1,2,0.225,0.79999,1.31582,2.52192,2.92819,150,8
449,5463935,"5,463,935",Non-Bitter,1.42,10.686,-0.073,0,3.033,4.74,0,1,2,-1.933,1,3,0.286,0.79999,1.46186,2.52192,2.8659,150,8
450,61592,"61,592",Non-Bitter,1.099,10.566,-0.091,0,1.889,4.691,0,1,2,-1.454,1,3,0.314,0.66666,1.50996,2.50325,2.84556,108,7
451,5362581,"5,362,581",Non-Bitter,2.363,11.513,-0.273,0,0.391,10.412,-0.45,1,3,-3.176,4,3,0.171,0.625,1.3481,3.375,2.04372,458,31
452,31283,"31,283",Non-Bitter,6.054,11.081,-0.034,0,15.604,4.894,0,1,2,-6.286,1,2,0.088,2.17884,1.12385,1.99107,2.94751,930,16
453,8026,"8,026",Non-Bitter,-0.71,8.932,0,0,0.364,3.902,0,0,1,-0.108,1,3,0.461,0,1.76096,2.32192,2.09882,20,2
454,31251,"31,251",Non-Bitter,3.773,10.909,-0.044,0,8.416,4.83,0,1,2,-3.568,1,2,0.12,1.35458,1.18181,2.34585,2.92949,340,11
455,61451,"61,451",Non-Bitter,3.873,10.736,-0.405,0,5.974,4.657,0,1,2,-3.891,1,2,0.124,0.82729,1.24089,2.87314,3.23121,340,11
456,8122,"8,122",Non-Bitter,7.879,11.154,-0.031,0,21.476,4.922,0,1,2,-8.499,1,2,0.072,2.69558,1.09426,1.76384,2.96479,"1,720",20
457,21159448,"21,159,448",Non-Bitter,2.482,10.799,-0.125,0,2.561,4.755,0,1,1,-2.775,3,2,0.136,0.33333,1.2638,3.25162,3.18292,265,10
458,7799,"7,799",Non-Bitter,3.317,10.853,-0.048,0,7.022,4.809,0,1,2,-3.038,1,2,0.129,1.16666,1.19819,2.41829,2.92703,265,10
459,61840,"61,840",Non-Bitter,1.977,10.293,-0.663,8.483,5.947,0,0.625,1,2,-3.033,1,2,0.195,0.33333,1.21452,3.25162,3.38958,237,11
460,61934,"61,934",Non-Bitter,2.873,10.819,-0.099,0,4.058,4.775,0,1,2,-2.909,2,2,0.132,0.83333,1.23095,2.75162,3.1294,265,10
461,5363269,"5,363,269",Non-Bitter,7.435,11.145,-0.042,0,17.81,4.912,0,1,2,-8.237,2,2,0.073,1.96451,1.10922,2.49491,3.07857,"1,720",20
462,5364399,"5,364,399",Non-Bitter,3.294,10.766,-0.228,0,5.039,4.722,0,1,2,-3.129,2,2,0.132,0.5,1.23095,3.08496,3.17398,265,10
463,238498,"238,498",Non-Bitter,1.892,20.29,-0.531,0,1.606,4.376,0,2,2,-1.352,2,3,0.34,0.90909,1.38243,2.55034,3.31257,184,10
464,12366,"12,366",Non-Bitter,6.967,11.122,-0.032,0,18.532,4.909,0,1,2,-7.39,1,2,0.079,2.45097,1.10778,1.87095,2.95617,"1,285",18
465,31242,"31,242",Non-Bitter,2.53,0,0,8.852,1.028,0,0,0,1,-1.877,3,1,0.152,0.88888,1.23638,2.28103,2.84952,90,12
466,61452,"61,452",Non-Bitter,2.981,11.011,-0.094,0,2.8,4.84,0,1,1,-3.269,4,2,0.128,0.82212,1.2729,2.98522,2.13601,372,17
467,8469,"8,469",Non-Bitter,1.672,11.241,-0.263,0,0.402,10.096,-0.494,1,1,-2.174,4,3,0.206,0.62534,1.39935,3.182,1.88337,330,24
468,16237,"16,237",Non-Bitter,2.525,10.994,-0.12,0,1.699,4.824,0,1,1,-2.79,4,2,0.139,0.88536,1.29723,2.81507,2.24883,290,16
469,7749,"7,749",Non-Bitter,1.036,10.189,-0.123,0,0.972,4.552,0,1,2,-0.65,1,2,0.214,0.28571,1.33282,2.52164,2.79915,50,5
470,35349,"35,349",Non-Bitter,2.607,0,0,0,3.848,0,0,0,2,-2.425,0,2,0.335,1.25069,1.26744,1.55665,2.26628,56,4
471,53425122,"53,425,122",Non-Bitter,3.197,0,0,0,3.806,0,0,0,2,-2.886,0,3,0.43,1.5,1.35272,1.5,2.29177,84,5
472,10823,"10,823",Non-Bitter,1.621,0,0,0,1.077,0,0,0,1,-1.774,3,1,0.106,0.84436,1.25329,2.15563,2.78599,64,10
473,12041,"12,041",Non-Bitter,0.246,20.23,-1.307,0,0.262,4.314,0,2,2,-0.822,2,3,0.328,0.25,1.47721,2.75,3.23342,70,7
474,8365,"8,365",Non-Bitter,1.792,11.083,-0.491,9.206,0.312,4.709,0,1,1,-1.584,4,3,0.273,0.33333,1.43654,3.25162,2.75889,201,18
475,15540144,"15,540,144",Non-Bitter,2.336,10.837,-0.256,0,0.954,4.722,0,1,1,-2.104,3,3,0.35,0.72957,1.64242,2.85538,2.06474,232,15
476,16970,"16,970",Non-Bitter,1.937,10.574,-0.292,0,0.429,4.628,0,1,2,-2.127,3,2,0.161,0.19999,1.32217,3.12192,3.4047,150,8
477,61171,"61,171",Non-Bitter,0.928,10.006,0.206,0,0.898,0,0,1,2,-0.894,1,2,0.359,-1.00E-05,1.52164,2.58496,2.63285,32,3
478,3734338,"3,734,338",Non-Bitter,3.132,0,0,0,1.069,0,0,0,1,-1.634,3,1,0.26,0.44444,1.23638,2.72548,2.97525,86,13
479,4047281,"4,047,281",Non-Bitter,2.355,10.936,-0.34,0,0.354,9.924,0,1,2,-2.524,4,3,0.173,0.91106,1.37479,2.89629,2.27266,358,18
480,106997,"106,997",Non-Bitter,2.838,0,0,10.777,4.702,0,0.752,0,4,-3.254,0,1,0.098,0.61538,1.09708,3.08505,2.43002,195,38
481,12327,"12,327",Non-Bitter,4.686,10.994,-0.039,0,11.259,4.862,0,1,2,-4.645,1,2,0.105,1.71009,1.15469,2.19679,2.93561,530,13
482,12729,"12,729",Non-Bitter,4.295,10.983,-0.052,0,9.371,4.851,0,1,1,-4.427,2,2,0.107,1.16731,1.17912,2.73957,2.96414,530,13
483,10882,"10,882",Non-Bitter,1.949,10.579,-0.07,0,3.073,4.704,0,1,2,-1.516,1,2,0.17,0.66666,1.26467,2.50325,2.90844,108,7
484,8467,"8,467",Non-Bitter,0.976,10.337,0,9.22,0.468,5.07,0,0,1,-1.594,4,3,0.282,0.16666,1.44881,3.41829,2.87745,202,18
485,11163251,"11,163,251",Non-Bitter,-0.25,10.827,0,38.612,-0.222,16.148,-6.892,0,1,-1.571,4,8,0.398,0.76129,1.49505,3.76226,2.09008,"1,198",44
486,673160,"673,160",Non-Bitter,2.818,22.117,-0.329,0,0.439,10.503,-0.213,1,3,-3.029,5,4,0.213,0.35294,1.40482,3.73452,2.84046,542,26
487,2758,"2,758",Non-Bitter,2.147,0,0,0,5.314,6.06,0.823,0,3,-2.668,0,1,0.055,0.79589,1.12425,2.66353,2.17389,128,24
488,3314,"3,314",Non-Bitter,2.579,0,0,9.252,0.788,4.947,0,0,1,-2.354,4,2,0.167,0.16666,1.32501,3.41829,2.87974,204,18
489,7136,"7,136",Non-Bitter,2.589,10.797,-0.357,0,0.76,10.101,0,1,2,-3.175,5,3,0.163,0.26666,1.37255,3.64022,2.85682,388,22
490,62362,"62,362",Non-Bitter,4.253,11.998,-0.403,0,0.739,10.623,0,1,1,-4.794,8,3,0.132,0.73774,1.32987,3.58418,2.13419,876,34
491,24835,"24,835",Non-Bitter,2.51,10.159,0,0,0.761,9.796,0,0,1,-2.825,5,3,0.178,0.71428,1.39935,3.09306,2.85644,321,21
492,5281516,"5,281,516",Non-Bitter,5.46,0,4.133,0,3.36,0,0,3,4,-4.953,4,0,0,0.85032,0.96123,3.05656,3.89474,484,14
493,1549107,"1,549,107",Non-Bitter,4.76,0,4.138,8.715,4.613,0,0,3,4,-4.444,3,1,0.074,1.17218,1.0872,2.82781,3.76604,586,15
494,107217,"107,217",Non-Bitter,2.489,11.083,-0.128,0,3.762,5.524,0.877,1,4,-3.115,1,2,0.122,0.71428,1.22104,3.09306,2.19831,265,33
495,284,284,Non-Bitter,-0.284,8.361,0,6.888,0,0,0,0,0,0.564,1,2,0.689,-1.00E-05,1.52192,1.58496,1.92048,4,0
496,61341,"61,341",Non-Bitter,2.184,10.282,0,0,0,0,0,0,0,-2.572,5,1,0.217,0.72727,1.37928,2.73215,2.69522,147,21
497,61130,"61,130",Non-Bitter,2.038,10.614,1.053,0,2.37,0,1.411,1,2,-2.239,2,1,0.108,0.36363,1.18296,3.09579,2.2781,138,27
498,62144,"62,144",Non-Bitter,1.265,9.821,0,0,0.635,0,0,0,0,-1.681,3,2,0.402,0.44444,1.70558,2.72548,2.23851,99,11
499,444972,"444,972",Non-Bitter,-2.909,19.107,-2.514,15.624,0,0,0,2,0,-0.812,3,4,0.632,1,1.52192,2,3.4414,74,5
500,7362,"7,362",Non-Bitter,0.984,9.773,0,0,0,0,0,0,0,-0.943,3,1,0.308,0.57142,1.49491,2.23592,2.81179,43,9
501,12170,"12,170",Non-Bitter,0.786,10.275,-0.295,0,0.224,4.653,0,1,1,-1.428,3,2,0.27,0.59999,1.48068,2.72192,2.20197,133,12
502,6435826,"6,435,826",Non-Bitter,2.247,10.352,0.75,0,0.74,0,0,1,1,-2.413,4,1,0.187,0.36363,1.35666,3.09579,2.70009,167,15
503,61282,"61,282",Non-Bitter,2.286,0,0,0,0.99,0,0.685,0,2,-2.745,2,1,0.232,0.59999,1.41308,2.72192,2.1723,133,12
504,61658,"61,658",Non-Bitter,2.161,11.084,-0.175,0,0.693,4.964,0.337,1,2,-2.367,3,2,0.202,0.61538,1.37425,3.08505,2.11532,289,16
505,7363,"7,363",Non-Bitter,1.378,0,0,0,0.687,0,0,0,0,-0.398,2,1,0.435,0.57142,1.61433,2.23592,2.63044,43,9
506,61661,"61,661",Non-Bitter,0.815,0,0,0,0.562,4.792,0,0,1,-1.169,2,1,0.182,0.5,1.40563,2.5,2.35674,67,10
507,518937,"518,937",Non-Bitter,1.56,0,0,0,0.979,0,0,0,1,-1.985,2,1,0.289,0.5,1.53063,2.5,2.36774,67,10
508,61985,"61,985",Non-Bitter,3.734,11.307,-0.132,0,6.498,5.06,0,1,1,-4.027,3,2,0.163,1.04718,1.3005,2.95281,1.90296,582,19
509,61955,"61,955",Non-Bitter,2.365,11.033,-0.155,0,2.638,4.955,0,1,1,-2.53,3,2,0.203,0.67345,1.37425,3.02698,2.04216,299,16
510,61166,"61,166",Non-Bitter,1.453,10.643,-0.207,0,0.639,4.802,0,1,1,-1.692,3,2,0.244,0.54545,1.44116,2.91397,2.1532,177,14
511,15743318,"15,743,318",Non-Bitter,3.023,0,0,0,3.457,0,0,0,1,-3.496,2,2,0.336,0.79589,1.52271,2.66353,1.91747,191,13
512,15037,"15,037",Non-Bitter,1.894,0,0,0,0.569,0,0,0,0,-2.397,4,0,0.122,1.63636,1.46899,1.82306,2.05331,162,18
513,61660,"61,660",Non-Bitter,1.344,10.46,0.121,0,0.641,0,0,1,1,-1.975,3,2,0.354,0.59999,1.63373,2.72192,2.21302,133,12
514,62143,"62,143",Non-Bitter,2.011,10.828,0.209,0,1.241,0,0,1,1,-2.307,3,2,0.322,0.54545,1.57235,2.91397,2.16371,177,14
515,1549521,"1,549,521",Non-Bitter,1.344,9.771,0,0,0,0,0,0,0,-1.854,4,1,0.239,0.44444,1.42947,2.72548,2.56883,99,11
516,212930,"212,930",Non-Bitter,1.423,10.41,0.024,0,0,0,0,1,1,-2.166,4,1,0.208,0.59999,1.39214,2.72192,2.54451,133,12
517,228583,"228,583",Non-Bitter,0.99,10.451,0.129,0,0.409,0,0,1,1,-1.556,3,1,0.227,0.44444,1.40208,2.72548,2.47386,93,11
518,637566,"637,566",Non-Bitter,2.934,0,2.631,8.553,2.316,0,0,2,3,-2.442,2,1,0.105,0.61408,1.12425,2.84535,3.51203,194,9
519,5353011,"5,353,011",Non-Bitter,4.977,11.668,2.315,0,2.388,5.195,0,3,3,-4.908,6,2,0.092,0.92156,1.2211,3.32635,2.27396,906,24
520,7796,"7,796",Non-Bitter,4.436,11.066,2.527,0,3.885,5.049,0,3,4,-3.944,3,2,0.098,0.84436,1.18837,3.15563,3.60576,586,15
521,5365992,"5,365,992",Non-Bitter,5.348,11.341,2.565,0,6.263,5.155,0,3,4,-4.887,3,2,0.088,0.86165,1.16256,3.30827,3.57215,839,17
522,16864,"16,864",Non-Bitter,4.442,11.166,2.487,0,2.49,5.07,-0.043,3,5,-3.916,3,2,0.098,0.79718,1.18837,3.20281,3.69294,573,16
523,19802,"19,802",Non-Bitter,4.688,11.277,2.522,0,3.008,5.12,0.365,3,5,-4.225,3,2,0.092,0.75028,1.17475,3.33717,3.66833,690,16
524,61000,"61,000",Non-Bitter,5.012,11.636,2.423,0,2.765,5.213,0,3,3,-5.245,6,2,0.087,0.87548,1.20721,3.44643,2.20301,"1,072",24
525,33032,"33,032",Non-Bitter,-4.933,19.962,-2.046,16.362,-0.051,0,-0.81,2,0,-0.197,2,4,0.65,0.4,1.74716,2.92192,3.29987,136,9
526,5961,"5,961",Non-Bitter,-4.087,20.225,-1.49,8.28,0.296,0,-0.73,2,0,-0.207,2,3,0.66,0.4,1.74273,2.92192,3.31716,136,9
527,753,753,Non-Bitter,-1.409,0,0,24.016,-0.73,0,-0.954,0,0,0.907,0,3,0.574,0.66666,1.41379,1.91829,2.57178,31,4
528,175553,"175,553",Non-Bitter,2.506,11.28,-0.396,27.32,7.53,4.771,-1.348,1,1,-3.328,1,5,0.271,1.21822,1.29546,3.1037,3.28116,"1,149",20
529,5283468,"5,283,468",Non-Bitter,6.036,11.373,-0.287,17.696,15.922,4.855,-0.961,1,1,-7.401,2,4,0.167,1.75896,1.2052,2.88488,3.14969,"2,456",24
530,24699,"24,699",Non-Bitter,6.48,11.382,-0.276,17.706,19.51,4.864,-0.954,1,1,-7.646,1,4,0.165,2.29211,1.18973,2.35173,3.05206,"2,456",24
531,61156,"61,156",Non-Bitter,4.722,36.769,-1.733,0,-0.512,15.93,-0.961,3,0,-5.95,12,6,0.206,2.07679,1.4041,2.83009,1.56726,"2,743",50
532,750,750,Non-Bitter,-3.645,9.305,-0.857,7.659,-0.028,0,0,1,0,0.624,1,2,0.721,0,1.76096,2.32192,2.63024,18,2
533,44630310,"44,630,310",Non-Bitter,-2.005,51.302,-2.897,82.997,6.101,23.377,-20.698,5,7,-8.469,5,16,0.341,1.68876,1.42119,4.16921,1.13246,"13,899",156
534,61155,"61,155",Non-Bitter,1.581,10.603,-0.348,0,0,9.841,0,1,2,-1.875,4,3,0.206,0.49999,1.43654,3.08496,2.74856,201,17
535,61331,"61,331",Non-Bitter,3.28,11.772,-0.301,0,0.248,10.395,0,1,1,-3.814,7,3,0.149,1.31164,1.35433,2.85827,1.96197,666,29
536,6949,"6,949",Non-Bitter,5.134,0,6.908,0,6.802,0,1.705,4,4,-3.575,2,0,0,0.8,0.96123,3.10689,2.31849,331,30
537,61079,"61,079",Non-Bitter,4.284,11.31,3.236,0,6.136,5.59,1.912,3,5,-4.328,2,2,0.091,0.8163,1.16963,3.43162,2.15677,655,37
538,20307,"20,307",Non-Bitter,1.841,9.647,0,0,1.017,0,0,0,1,-2.109,3,1,0.129,0.59436,1.23266,2.40563,3.2182,84,5
539,8130,"8,130",Non-Bitter,2.309,9.768,0,0,5.568,0,0,0,1,-2.183,1,1,0.122,0.59436,1.14332,2.40563,2.57906,84,5
540,61453,"61,453",Non-Bitter,2.557,0,0,0,6.122,10.114,0.006,0,3,-2.583,0,2,0.094,1.04634,1.18103,2.41308,2.93045,196,10
541,8094,"8,094",Non-Bitter,0.813,9.962,-0.675,8.212,4.554,0,0,1,1,-1.855,1,2,0.257,0.52832,1.28864,2.6416,2.75059,114,6
542,8051,"8,051",Non-Bitter,1.931,10.318,0.318,0,4.242,0,0,1,2,-1.907,1,1,0.12,0.25,1.14332,2.75,2.77471,79,5
543,7802,"7,802",Non-Bitter,2.142,10.57,0.395,0,3.685,0,0,1,2,-1.755,1,1,0.12,0.25,1.14332,2.75,2.93134,76,6
544,31246,"31,246",Non-Bitter,2.142,10.643,0.412,0,3.54,0,0,1,2,-1.715,1,1,0.12,0.75,1.14332,2.25,2.99378,75,6
545,529496,"529,496",Non-Bitter,3.762,11.063,-0.05,0,6.045,5.198,0.102,1,3,-3.273,1,2,0.119,0.46153,1.18181,3.2389,3.25733,310,12
546,5283316,"5,283,316",Non-Bitter,2.286,9.681,0,0,3.419,0,0,0,1,-2.173,2,1,0.126,0,1.18837,3,2.86426,84,5
547,5283318,"5,283,318",Non-Bitter,1.864,9.734,0,0,2.631,0,0,0,1,-2.033,2,1,0.125,0.5,1.18837,2.5,2.86442,84,5
548,87677,"87,677",Non-Bitter,2.81,0,0,0,4.55,10.812,-0.018,0,3,-3.159,1,2,0.083,1.28883,1.18181,2.4116,3.33666,310,12
549,5282709,"5,282,709",Non-Bitter,0.79,9.875,-0.856,8.125,3.066,0,0,1,1,-2.025,2,2,0.264,0,1.33666,3.16992,3.05869,114,6
550,80326,"80,326",Non-Bitter,1.894,0,0,8.331,3.333,0,0,0,1,-1.806,1,1,0.143,0.5,1.14332,2.5,2.76307,84,5
551,20756,"20,756",Non-Bitter,2.118,10.556,0.231,0,1.632,0,0,1,2,-1.787,2,1,0.123,0,1.18837,3,3.26747,75,6
552,14243,"14,243",Non-Bitter,1.908,10.231,0.137,0,2.128,0,0,1,2,-1.951,2,1,0.123,0,1.18837,3,3.14789,79,5
553,74094,"74,094",Non-Bitter,2.273,10.286,-0.201,0,3.624,4.731,0,1,2,-2.645,2,2,0.143,0.36363,1.2538,3.09579,2.95666,212,8
554,8159,"8,159",Non-Bitter,2.718,10.31,-0.167,0,6.602,4.783,0,1,2,-2.78,1,2,0.14,1.05542,1.21701,2.404,2.74461,212,8
555,8129,"8,129",Non-Bitter,2.339,0,0,8.365,6.441,0,0,0,1,-1.983,0,1,0.139,1.5,1.09948,1.5,2.49563,84,5
556,62592,"62,592",Non-Bitter,3.841,10.909,-0.044,0,8.092,5.023,0,1,2,-3.476,1,2,0.12,1.35458,1.18181,2.34585,2.91533,340,11
557,61454,"61,454",Non-Bitter,4.85,11.396,-0.256,0,6.366,5.118,0,1,1,-5.385,5,2,0.099,1.13136,1.21924,3.03856,2.06985,825,21
558,61990,"61,990",Non-Bitter,3.853,11.282,0.035,0,8.347,5.113,0.356,1,2,-3.571,1,2,0.121,0.57142,1.19417,3.23592,1.98599,370,19
559,8169,"8,169",Non-Bitter,2.639,9.671,0,0,6.599,4.533,0,0,1,-2.465,1,2,0.156,1.16096,1.2389,2.16096,2.60364,165,7
560,19603,"19,603",Non-Bitter,4.027,0,0,0,7.786,0,0,0,1,-4.213,2,0,0.07,1,1.13647,2.58496,1.92239,253,14
561,61304,"61,304",Non-Bitter,3.847,11.009,-0.074,0,6.595,5.044,0.009,1,3,-3.421,1,2,0.119,1.04689,1.18181,2.65354,3.00798,330,12
562,61342,"61,342",Non-Bitter,5.666,11.342,-0.003,0,13.229,5.189,0,1,2,-5.462,1,2,0.093,2.03113,1.13309,2.05632,3.03298,760,15
563,2682,"2,682",Non-Bitter,6.445,0,0,8.643,19.578,0,0,0,1,-6.94,0,1,0.07,3.06504,1.02588,1.02242,2.83103,816,14
564,5869600,"5,869,600",Non-Bitter,5.306,11.39,-0.011,0,14.507,5.21,0,1,0,-5.749,2,2,0.096,2.17884,1.16256,1.99107,2.1298,701,19
565,637564,"637,564",Non-Bitter,1.385,9.558,0,0,0,0,0,0,1,-1.632,3,1,0.147,0.67926,1.2729,2.12808,3.2117,56,4
566,643460,"643,460",Non-Bitter,-0.111,9.753,-0.914,8.019,0,0,0,1,1,-1.581,3,2,0.304,0.25,1.42947,2.75,3.3902,79,5
567,8104,"8,104",Non-Bitter,1.128,0,0,8.172,0.129,0,0,0,1,-1.314,2,1,0.167,0.28571,1.22104,2.52164,3.04153,56,4
568,12756,"12,756",Non-Bitter,1.177,10.39,-0.031,0,2.513,4.871,0.224,1,1,-0.756,1,2,0.221,0,1.35164,3,2.21007,63,11
569,13204,"13,204",Non-Bitter,1.11,10.451,-0.039,0,2.648,4.847,0.163,1,1,-0.778,1,2,0.221,0,1.35164,3,2.22315,61,10
570,6184,"6,184",Non-Bitter,1.853,9.679,0,0,4.208,0,0,0,1,-1.658,1,1,0.138,0.28571,1.16743,2.52164,2.51493,56,4
571,62539,"62,539",Non-Bitter,1.106,20.786,-0.514,0,0.679,0,0,2,2,-1.064,2,2,0.252,1,1.35164,2,3.50551,68,8
572,14491,"14,491",Non-Bitter,2.599,0,0,0,7.237,0,0,0,0,-0.667,0,2,0.451,1.5,1.24067,1.5,2.47356,84,5
573,8106,"8,106",Non-Bitter,2.854,0,0,0,6.408,0,0,0,1,-1.374,0,1,0.268,1.25069,1.11552,1.55665,2.41468,56,4
574,8892,"8,892",Non-Bitter,0.356,9.874,-0.682,8.14,3.277,0,0,1,1,-1.361,1,2,0.286,0.25,1.32353,2.75,2.73037,79,5
575,12178,"12,178",Non-Bitter,1.871,0,0,8.857,2.943,0,-0.051,0,2,-1.209,0,1,0.156,0.28571,1.11552,2.52164,2.77202,50,5
576,11509,"11,509",Non-Bitter,1.685,10.411,0.377,0,2.455,0,0,1,2,-1.268,1,1,0.135,0.28571,1.16743,2.52164,2.93399,50,5
577,5281168,"5,281,168",Non-Bitter,1.829,9.592,0,0,2.128,0,0,0,1,-1.658,2,1,0.143,-1.00E-05,1.22104,2.80735,2.87136,56,4
578,23234,"23,234",Non-Bitter,1.408,9.628,0,0,1.585,0,0,0,1,-1.561,2,1,0.142,0.28571,1.22104,2.52164,2.87131,56,4
579,643941,"643,941",Non-Bitter,1.408,9.628,0,0,1.585,0,0,0,1,-1.561,2,1,0.142,0.28571,1.22104,2.52164,2.87131,56,4
580,164930,"164,930",Non-Bitter,1.408,9.645,0,0,1.545,0,0,0,1,-1.546,2,1,0.142,0.28571,1.22104,2.52164,2.77513,56,4
581,5283308,"5,283,308",Non-Bitter,1.408,9.645,0,0,1.545,0,0,0,1,-1.546,2,1,0.142,0.28571,1.22104,2.52164,2.77513,56,4
582,93366,"93,366",Non-Bitter,2.748,0,0,0,3.653,10.639,-0.147,0,3,-2.757,1,2,0.089,1.18872,1.19819,2.39624,3.42828,241,11
