0.15075,0.01260,0.00000,26.86132,0.06454,0
0.40692,0.01610,0.00000,35.77706,0.06602,0
0.00614,0.01740,0.00000,1.96837,0.06924,0
0.43232,0.01860,0.00000,34.42006,0.07354,0
0.43691,0.01860,0.00000,33.54036,0.07332,0
0.42582,0.01820,0.00000,32.54797,0.07301,0
0.41675,0.01744,0.00000,34.15821,0.07117,0
0.38844,0.01640,0.00000,33.80409,0.07022,0
0.33047,0.01490,0.00000,32.36442,0.06833,0
0.24232,0.01447,0.00000,31.74584,0.07243,0
0.05980,0.01280,0.00000,24.48588,0.07055,0
0.13179,0.00991,0.00000,25.71961,0.05300,0
0.28032,0.01270,0.00000,29.14448,0.06085,0
0.37212,0.01500,0.00000,31.90412,0.06645,0
0.41575,0.01610,0.00000,32.79223,0.06740,0
0.44030,0.01700,0.00000,32.61848,0.06924,0
0.45276,0.01740,0.00000,32.36289,0.06981,0
0.45794,0.01790,0.00000,32.19501,0.07186,0
0.44284,0.01740,0.00000,31.79319,0.07082,0
0.37313,0.01760,0.00000,33.05340,0.07330,0
0.37844,0.01620,0.00000,31.15739,0.07113,0
0.31829,0.01410,0.00000,30.59266,0.06657,0
0.23021,0.01263,0.00000,29.84431,0.06533,0
0.07130,0.01010,0.00000,24.34804,0.05775,0
0.07950,0.00572,0.00000,24.22736,0.03248,0
0.17627,0.00873,0.00000,25.29547,0.04421,0
0.29905,0.01310,0.00000,27.19254,0.06119,0
0.38444,0.01570,0.00000,28.49299,0.06821,0
0.42279,0.01690,0.00000,29.04422,0.07105,0
0.43603,0.01690,0.00000,29.14075,0.07012,0
0.44290,0.01730,0.00000,29.42476,0.07175,0
0.42291,0.01749,0.00000,29.17709,0.07355,0
0.39309,0.01669,0.00000,28.76928,0.07252,0
0.32571,0.01390,0.00000,28.18108,0.06411,0
0.26286,0.01170,0.00000,27.80206,0.05802,0
0.19092,0.01030,0.00000,27.45554,0.05585,0
0.09600,0.00653,0.00000,25.28329,0.03947,0
0.05354,0.00386,0.00000,23.61729,0.02379,0
0.10133,0.00581,0.00000,24.06175,0.03172,0
0.18816,0.00889,0.00000,24.47778,0.04424,0
0.28560,0.01310,0.00000,25.28107,0.06102,0
0.33993,0.01490,0.00000,25.69127,0.06648,0
0.36534,0.01540,0.00000,25.77075,0.06798,0
0.36713,0.01520,0.00000,26.04139,0.06679,0
0.36258,0.01590,0.00000,26.46217,0.07088,0
0.30253,0.01321,0.00000,25.87331,0.06120,0
0.18104,0.00801,0.00000,25.73478,0.04259,0
0.14208,0.00709,0.00000,25.47720,0.04101,0
0.06250,0.00415,0.00000,24.81648,0.02690,0
0.02770,0.00231,0.00000,22.68506,0.01588,0
0.05620,0.00362,0.00000,23.85921,0.02188,0
0.10690,0.00595,0.00000,23.95390,0.03252,0
0.17021,0.00873,0.00000,24.03110,0.04443,0
0.22479,0.01060,0.00000,24.05649,0.05174,0
0.24793,0.01090,0.00000,24.27221,0.05215,0
0.25621,0.01140,0.00000,24.34517,0.05416,0
0.25228,0.01160,0.00000,24.62327,0.05632,0
0.21335,0.01000,0.00000,24.73389,0.05045,0
0.13814,0.00702,0.00000,24.68785,0.03764,0
0.11517,0.00582,0.00000,24.52550,0.03344,0
0.10465,0.00524,0.00000,24.55332,0.03295,0
0.03250,0.00223,0.00000,22.82023,0.01510,0
0.06080,0.00384,0.00000,24.19347,0.02363,0
0.09970,0.00556,0.00000,24.06229,0.03170,0
0.13576,0.00741,0.00000,23.86136,0.04042,0
0.16190,0.00828,0.00000,23.85107,0.04413,0
0.15491,0.00846,0.00000,24.03085,0.04496,0
0.16203,0.00837,0.00000,24.21268,0.04570,0
0.13428,0.00735,0.00000,24.38628,0.04151,0
0.09980,0.00560,0.00000,24.45680,0.03343,0
0.07467,0.00442,0.00000,24.20823,0.02823,0
0.00076,0.00520,0.00000,13.94218,0.03659,0
0.06980,0.00377,0.00000,24.11244,0.02989,0
0.04006,0.00289,0.00000,24.38993,0.02014,0
0.06450,0.00432,0.00000,24.22437,0.02810,0
0.07840,0.00545,0.00000,24.17010,0.03387,0
0.08760,0.00587,0.00000,24.06626,0.03542,0
0.09340,0.00633,0.00000,24.07580,0.03821,0
0.10421,0.00648,0.00000,24.27369,0.03978,0
0.08410,0.00542,0.00000,24.39722,0.03453,0
0.05990,0.00422,0.00000,24.47733,0.02829,0
0.00045,0.00373,0.00000,20.38816,0.02666,0
0.05950,0.00319,0.00000,24.15971,0.02503,0
0.05310,0.00313,0.00000,24.01772,0.02762,0
0.03140,0.00260,0.00000,22.49728,0.02056,0
0.04070,0.00317,0.00000,24.53842,0.02361,0
0.05540,0.00442,0.00000,24.24405,0.03150,0
0.00034,0.00467,0.00000,23.42837,0.03244,0
0.05540,0.00415,0.00000,24.26689,0.02876,0
0.05950,0.00458,0.00000,24.50766,0.03222,0
0.05601,0.00429,0.00000,24.40608,0.03122,0
0.00030,0.00391,0.00000,24.57888,0.02965,0
0.03880,0.00292,0.00000,24.45699,0.02357,0
0.04190,0.00258,0.00000,24.25845,0.02277,0
0.03430,0.00257,0.00000,23.68868,0.02540,0
0.02360,0.00215,0.00000,24.12200,0.01927,0
0.02865,0.00277,0.00000,22.60976,0.02339,0
0.03450,0.00327,0.00000,23.87699,0.02670,0
0.03440,0.00319,0.00000,23.88087,0.02547,0
0.03890,0.00345,0.00000,24.58802,0.02731,0
0.03910,0.00372,0.00000,24.64853,0.02979,0
0.03860,0.00349,0.00000,24.63633,0.02859,0
0.02980,0.00280,0.00000,22.20863,0.02382,0
0.02460,0.00225,0.00000,23.93811,0.02046,0
0.00050,0.00218,0.00000,19.05271,0.02165,0
0.02030,0.00181,0.00000,24.65353,0.01996,0
0.02240,0.00264,0.00000,24.50284,0.02439,0
0.02280,0.00257,0.00000,24.46743,0.02305,0
0.02430,0.00277,0.00000,24.12457,0.02504,0
0.02210,0.00261,0.00000,24.58843,0.02405,0
0.34286,0.01190,0.00000,40.42329,0.06116,1
0.37224,0.01210,0.00000,39.02672,0.05597,1
0.44361,0.01400,0.00000,36.07665,0.05721,1
0.44631,0.01800,0.00000,32.76179,0.07170,1
0.46656,0.01950,0.00000,32.40203,0.07714,1
0.47622,0.01840,0.00000,31.81113,0.07269,1
0.45215,0.01660,0.00000,32.25917,0.06658,1
0.44435,0.01520,0.00000,34.67390,0.06210,1
0.42438,0.01360,0.00000,36.69877,0.05825,1
0.36812,0.01235,0.00000,35.33860,0.05654,1
0.25981,0.01290,0.00000,36.00970,0.06480,1
0.11422,0.01482,0.00000,33.04900,0.08186,1
0.39918,0.01150,0.00000,41.17690,0.06173,1
0.42308,0.01170,0.00000,38.42694,0.05618,1
0.45407,0.01230,0.00000,36.05328,0.05433,1
0.47148,0.01290,0.00000,33.74249,0.05379,1
0.48113,0.01380,0.00000,31.96434,0.05607,1
0.50081,0.01461,0.00000,31.32941,0.05850,1
0.51285,0.01470,0.00000,31.29863,0.05904,1
0.49984,0.01460,0.00000,31.79585,0.05941,1
0.29896,0.01380,0.00000,33.93857,0.05764,1
0.46407,0.01380,0.00000,34.40812,0.06075,1
0.44610,0.01280,0.00000,35.68202,0.06031,1
0.39854,0.01230,0.00000,37.64990,0.06347,1
0.23971,0.01260,0.00000,37.38727,0.07230,1
0.42742,0.01150,0.00000,38.53259,0.06543,1
0.43833,0.01190,0.00000,35.59536,0.06050,1
0.47063,0.01300,0.00000,32.39836,0.06057,1
0.50446,0.01370,0.00000,30.63816,0.05959,1
0.51999,0.01450,0.00000,30.19337,0.06090,1
0.52389,0.01445,0.00000,29.42816,0.05984,1
0.53475,0.01520,0.00000,29.28446,0.06275,1
0.53478,0.01530,0.00000,29.69731,0.06451,1
0.51454,0.01520,0.00000,30.99397,0.06623,1
0.51485,0.01420,0.00000,31.26580,0.06571,1
0.49193,0.01350,0.00000,32.81539,0.06692,1
0.44090,0.01290,0.00000,36.43676,0.06989,1
0.38632,0.01090,0.00000,35.49486,0.06583,1
0.43313,0.01250,0.00000,35.05921,0.07691,1
0.45726,0.01300,0.00000,32.22632,0.07069,1
0.48305,0.01310,0.00000,29.37480,0.06516,1
0.51524,0.01460,0.00000,28.94847,0.06803,1
0.53066,0.01530,0.00000,28.22834,0.06829,1
0.54721,0.01553,0.00000,27.67336,0.06846,1
0.55296,0.01570,0.00000,27.91259,0.06913,1
0.56294,0.01680,0.00000,28.59472,0.07473,1
0.56075,0.01640,0.00000,28.72074,0.07578,1
0.52792,0.01460,0.00000,28.99491,0.07359,1
0.52720,0.01380,0.00000,31.01893,0.07312,1
0.52792,0.01380,0.00000,32.83711,0.07951,1
0.17968,0.01035,0.00000,36.51061,0.06706,1
0.43214,0.01390,0.00000,34.16496,0.09568,1
0.48234,0.01430,0.00000,30.73610,0.08668,1
0.50128,0.01430,0.00000,28.82288,0.07800,1
0.51681,0.01470,0.00000,27.91229,0.07467,1
0.54237,0.01560,0.00000,27.16873,0.07572,1
0.54297,0.01520,0.00000,26.87749,0.07277,1
0.56334,0.01650,0.00000,27.27010,0.07865,1
0.58357,0.01770,0.00000,27.84035,0.08548,1
0.57472,0.01710,0.00000,27.88227,0.08574,1
0.45715,0.01570,0.00000,31.09859,0.08419,1
0.56291,0.01590,0.00000,29.92613,0.09118,1
0.55097,0.01490,0.00000,31.44646,0.09371,1
0.43896,0.01310,0.00000,33.86462,0.09258,1
0.40281,0.01480,0.00000,31.97181,0.11468,1
0.49613,0.01520,0.00000,29.61507,0.10268,1
0.48868,0.01470,0.00000,27.79183,0.09012,1
0.53470,0.01540,0.00000,27.22183,0.08784,1
0.54410,0.01635,0.00000,26.91500,0.08919,1
0.55534,0.01664,0.00000,26.69623,0.08874,1
0.56024,0.01790,0.00000,27.10827,0.09495,1
0.59730,0.01850,0.00000,27.32767,0.10116,1
0.59836,0.01850,0.00000,27.70881,0.10430,1
0.59048,0.01750,0.00000,28.33386,0.10468,1
0.58150,0.01730,0.00000,29.27244,0.11072,1
0.23693,0.01450,0.00000,31.23963,0.10190,1
0.46897,0.01360,0.00000,32.17073,0.10810,1
0.46099,0.01720,0.00000,32.55093,0.14906,1
0.50708,0.01720,0.00000,29.75636,0.13235,1
0.50945,0.01563,0.00000,27.82376,0.10898,1
0.53869,0.01690,0.00000,26.83357,0.10971,1
0.53291,0.01740,0.00000,26.79792,0.10813,1
0.53920,0.01743,0.00000,26.59725,0.10527,1
0.47156,0.01840,0.00000,27.71789,0.11115,1
0.59795,0.01970,0.00000,27.10460,0.12109,1
0.60806,0.01940,0.00000,27.63135,0.12370,1
0.59624,0.01910,0.00000,28.23704,0.12807,1
0.45617,0.01920,0.00000,31.50167,0.13705,1
0.59630,0.01820,0.00000,29.64354,0.14310,1
0.18090,0.01500,0.00000,25.47747,0.13269,1
0.38744,0.02030,0.00000,31.77189,0.19805,1
0.28295,0.02000,0.00000,27.31461,0.17290,1
0.36059,0.01690,0.00000,27.87180,0.13361,1
0.55935,0.01820,0.00000,26.95917,0.13525,1
0.56497,0.01880,0.00000,26.63945,0.13377,1
0.50768,0.01812,0.00000,27.06042,0.12594,1
0.56016,0.01860,0.00000,26.53920,0.12874,1
0.59835,0.02050,0.00000,26.96250,0.14419,1
0.61539,0.02070,0.00000,27.49748,0.15047,1
0.60762,0.01990,0.00000,28.39273,0.15087,1
0.61362,0.02110,0.00000,29.11174,0.17074,1
0.59906,0.02100,0.00000,29.91874,0.18609,1
0.16360,0.01370,0.00000,27.11002,0.13558,1
0.17993,0.01650,0.00000,27.25126,0.18230,1
0.46783,0.02050,0.00000,29.88912,0.20124,1
0.55195,0.02030,0.00000,27.40120,0.18257,1
0.56320,0.01910,0.00000,26.88516,0.16161,1
0.58200,0.01860,0.00000,26.79979,0.15174,1
0.39299,0.01940,0.00000,27.36034,0.15495,1
0.56808,0.01990,0.00000,26.89488,0.15755,1
0.61278,0.02240,0.00000,27.24601,0.17945,1
0.62079,0.02240,0.00000,27.77306,0.18373,1
0.56561,0.02170,0.00000,28.70318,0.18480,1
0.60573,0.02310,0.00000,29.29354,0.21015,1
0.46164,0.02160,0.00000,30.72604,0.21431,1
0.23534,0.01520,0.00000,28.13794,0.16782,1
0.09800,0.01530,0.00000,24.66714,0.18821,1
0.32502,0.02060,0.00000,29.79354,0.22884,1
0.46207,0.02200,0.00000,28.95452,0.22291,1
0.56884,0.02230,0.00000,27.21523,0.21389,1
0.14022,0.02110,0.00000,23.82317,0.19473,1
0.49509,0.02230,0.00000,28.76399,0.20146,1
0.33474,0.02220,0.00000,27.02801,0.19938,1
0.60411,0.02380,0.00000,27.45762,0.21543,1
0.61706,0.02410,0.00000,27.79417,0.22215,1
0.60902,0.02380,0.00000,28.63431,0.22916,1
0.51782,0.02390,0.00000,30.16718,0.24418,1
0.30251,0.02030,0.00000,29.41146,0.22625,1
0.02480,0.01210,0.00000,23.63372,0.14893,1
0.26374,0.02015,0.00000,29.99751,0.25249,1
0.21174,0.02270,0.00000,25.96461,0.26224,1
