3.13,10.90,-0.11,0.00,5.36,4.81,0.00,1.00,1.00,-2.89,2.00,2.00,0.13,0.56,1.23,3.02,3.02,262.00,10.00,0
2.67,10.81,-0.11,0.00,4.05,4.78,0.00,1.00,1.00,-2.39,2.00,2.00,0.15,0.36,1.25,3.10,3.02,200.00,9.00,0
4.35,11.61,1.60,0.00,3.70,0.00,0.41,2.00,3.00,-5.11,4.00,1.00,0.06,0.51,1.11,3.57,2.66,566.00,26.00,0
2.01,10.74,-0.14,0.00,0.82,4.74,0.37,1.00,2.00,-1.72,2.00,2.00,0.16,0.20,1.28,3.12,3.18,142.00,8.00,0
1.23,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.32,1.00,1.00,0.43,0.00,1.30,2.00,2.23,10.00,1.00,0
2.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,1.00,-1.70,1.00,2.00,0.39,0.00,1.38,2.58,2.29,35.00,3.00,0
2.59,0.00,0.00,0.00,1.05,0.00,0.00,0.00,1.00,-2.15,1.00,3.00,0.49,0.29,1.46,2.52,2.30,56.00,4.00,0
4.04,11.02,-0.10,0.00,8.10,4.86,0.00,1.00,1.00,-3.94,2.00,2.00,0.11,0.97,1.19,2.84,3.01,423.00,12.00,0
3.59,10.96,-0.10,0.00,6.71,4.84,0.00,1.00,1.00,-3.41,2.00,2.00,0.12,0.77,1.21,2.93,3.01,336.00,11.00,0
2.14,10.98,-0.40,0.00,0.15,9.89,0.00,1.00,0.00,-2.41,5.00,3.00,0.18,0.82,1.40,2.99,2.16,367.00,17.00,0
2.34,11.10,-0.22,0.00,0.61,4.84,0.00,1.00,0.00,-2.75,5.00,2.00,0.14,0.52,1.32,3.18,2.34,286.00,16.00,0
1.30,10.30,-0.18,0.00,0.76,4.58,0.00,1.00,1.00,-1.05,2.00,2.00,0.20,0.00,1.35,3.00,2.92,76.00,6.00,0
2.21,10.69,-0.35,0.00,0.26,4.66,0.00,1.00,1.00,-2.53,4.00,2.00,0.15,0.18,1.33,3.28,3.44,200.00,9.00,0
2.03,0.00,0.00,0.00,2.07,0.00,0.00,0.00,0.00,-2.14,2.00,1.00,0.19,0.86,1.22,1.95,2.57,56.00,4.00,0
2.20,0.00,0.66,0.00,1.34,4.95,0.00,1.00,1.00,-2.73,2.00,2.00,0.28,0.00,1.46,3.00,2.93,76.00,6.00,0
2.18,10.79,0.35,0.00,0.28,4.72,0.00,2.00,2.00,-1.79,3.00,2.00,0.16,0.00,1.32,3.32,3.56,137.00,10.00,0
4.56,11.09,-0.11,0.00,9.04,4.88,0.00,1.00,0.00,-4.80,3.00,2.00,0.10,1.47,1.19,2.53,3.03,640.00,14.00,0
-3.32,10.09,-0.81,8.30,1.57,0.00,-0.43,1.00,2.00,-0.75,1.00,2.00,0.41,0.68,1.63,2.65,3.19,136.00,9.00,0
-1.82,0.00,0.00,8.30,0.61,0.00,-0.23,0.00,1.00,0.54,0.00,1.00,0.48,0.40,1.38,1.92,2.43,18.00,2.00,0
-0.30,9.81,-0.71,8.08,0.28,0.00,0.28,1.00,2.00,-0.75,1.00,2.00,0.32,0.29,1.37,2.52,3.01,48.00,4.00,0
1.43,0.00,0.00,8.20,3.68,0.00,0.00,0.00,1.00,-0.93,0.00,1.00,0.18,1.00,1.13,1.58,2.29,35.00,3.00,0
2.93,10.78,-0.05,0.00,5.38,4.95,0.00,1.00,2.00,-2.44,1.00,2.00,0.14,0.98,1.22,2.48,2.91,202.00,9.00,0
4.22,10.84,0.90,0.00,4.39,0.00,0.00,1.00,1.00,-4.56,5.00,1.00,0.08,0.58,1.15,3.32,2.56,428.00,19.00,0
4.44,0.00,1.21,0.00,4.67,10.75,-0.24,1.00,3.00,-4.92,4.00,2.00,0.07,0.86,1.20,3.31,2.71,662.00,25.00,0
3.96,0.00,1.13,9.22,4.84,0.00,0.00,1.00,1.00,-4.24,4.00,1.00,0.09,0.72,1.14,3.19,2.52,428.00,19.00,0
4.26,10.24,1.18,0.00,4.97,4.85,0.00,1.00,1.00,-4.71,5.00,2.00,0.11,0.63,1.24,3.45,2.55,602.00,21.00,0
5.72,11.69,1.10,0.00,5.48,5.41,0.35,2.00,3.00,-5.99,5.00,2.00,0.08,0.74,1.18,3.65,2.55,1084.00,26.00,0
1.73,9.55,0.00,0.00,3.89,4.46,0.00,0.00,1.00,-1.43,1.00,2.00,0.19,0.59,1.30,2.41,2.48,84.00,5.00,0
4.30,11.15,-0.02,0.00,9.14,5.09,0.00,1.00,2.00,-3.90,1.00,2.00,0.11,1.54,1.17,2.27,3.01,419.00,12.00,0
3.84,11.06,-0.02,0.00,7.81,5.05,0.00,1.00,2.00,-3.39,1.00,2.00,0.12,1.35,1.18,2.35,2.99,334.00,11.00,0
1.85,10.59,-0.24,0.00,5.21,10.12,0.15,1.00,1.00,-1.79,1.00,3.00,0.20,0.73,1.33,2.86,1.94,232.00,15.00,0
3.17,0.00,0.00,0.00,5.46,0.00,0.00,0.00,2.00,-3.00,0.00,2.00,0.30,1.50,1.24,1.50,2.39,84.00,5.00,0
4.75,11.22,-0.01,0.00,10.50,5.11,0.00,1.00,2.00,-4.42,1.00,2.00,0.11,1.71,1.15,2.20,3.02,518.00,13.00,0
2.77,0.00,0.00,0.00,0.00,5.02,0.00,0.00,2.00,-2.93,4.00,1.00,0.06,0.73,1.21,2.73,2.77,170.00,15.00,0
0.40,10.18,0.59,0.00,0.45,4.58,0.00,2.00,1.00,-0.33,2.00,2.00,0.26,0.00,1.46,2.81,2.45,41.00,9.00,0
1.81,0.00,0.00,0.00,0.00,4.91,0.00,0.00,1.00,-1.45,3.00,1.00,0.08,0.84,1.27,2.16,2.76,64.00,10.00,0
1.59,10.49,-0.27,0.00,0.32,9.81,0.00,1.00,2.00,-2.25,4.00,3.00,0.19,0.92,1.40,2.78,2.44,284.00,17.00,0
1.21,0.00,0.00,8.66,0.09,4.93,0.00,0.00,1.00,-1.41,3.00,2.00,0.20,1.40,1.36,1.92,2.72,125.00,14.00,0
1.51,9.85,0.00,0.00,0.31,9.53,0.00,0.00,1.00,-1.92,4.00,3.00,0.21,0.83,1.44,2.75,2.47,226.00,16.00,0
3.29,11.66,-0.22,0.00,0.59,10.29,0.00,1.00,1.00,-4.21,7.00,3.00,0.14,1.42,1.34,2.83,1.77,854.00,29.00,0
2.26,10.86,-0.18,0.00,0.74,9.98,0.00,1.00,2.00,-2.52,4.00,3.00,0.17,1.14,1.37,2.66,2.38,355.00,19.00,0
-2.28,9.76,0.00,34.06,-0.69,0.00,-4.72,0.00,0.00,0.26,1.00,5.00,0.62,0.68,1.50,2.65,3.56,125.00,12.00,0
-2.41,10.53,-2.78,35.05,-0.67,4.32,-2.78,3.00,0.00,-0.09,2.00,6.00,0.65,0.17,1.58,3.42,2.61,188.00,22.00,0
-5.25,19.72,-2.33,16.13,-0.42,0.00,-1.04,2.00,0.00,-0.09,2.00,4.00,0.72,0.44,1.81,2.73,3.40,96.00,8.00,0
1.57,0.00,0.00,8.99,0.00,4.79,0.00,0.00,1.00,-1.04,3.00,2.00,0.23,0.44,1.40,2.73,2.90,86.00,13.00,0
1.70,0.00,0.00,0.00,0.00,10.13,-0.24,0.00,2.00,-1.93,3.00,2.00,0.11,0.98,1.33,2.48,2.63,158.00,16.00,0
0.64,0.00,-0.23,26.77,-0.48,0.00,-1.20,1.00,0.00,-1.70,4.00,3.00,0.33,0.52,1.40,3.18,2.70,268.00,18.00,0
1.90,0.00,0.00,0.00,0.69,10.95,0.07,0.00,1.00,-1.84,3.00,2.00,0.11,0.73,1.33,2.86,2.03,197.00,21.00,0
1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,3.00,1.00,0.21,0.96,1.33,1.84,2.98,42.00,8.00,0
3.23,11.85,0.08,0.00,0.00,0.00,0.00,1.00,0.00,-3.58,7.00,1.00,0.10,1.82,1.20,1.99,2.33,307.00,24.00,0
2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.62,4.00,1.00,0.33,1.64,1.57,1.53,2.86,79.00,17.00,0
2.00,20.33,-0.73,0.00,0.23,4.66,0.00,2.00,1.00,-2.39,5.00,3.00,0.31,0.77,1.41,3.04,2.26,356.00,17.00,0
1.23,0.00,0.00,8.54,0.14,0.00,0.00,0.00,0.00,-1.24,3.00,1.00,0.18,0.84,1.27,2.16,2.80,64.00,10.00,0
3.27,11.60,-0.29,0.00,0.31,5.18,0.00,1.00,0.00,-3.73,7.00,2.00,0.13,1.59,1.30,2.41,1.90,496.00,25.00,0
2.96,0.00,0.00,0.00,3.99,5.46,0.00,0.00,1.00,-3.26,3.00,1.00,0.05,0.96,1.16,2.63,2.11,242.00,14.00,0
2.73,10.99,-0.12,0.00,1.74,5.03,0.00,1.00,1.00,-2.76,4.00,2.00,0.14,0.89,1.30,2.82,2.24,290.00,16.00,0
3.74,11.48,-0.33,0.00,0.30,5.12,0.00,1.00,0.00,-4.72,8.00,2.00,0.11,1.53,1.27,2.64,1.80,745.00,26.00,0
3.60,11.48,1.44,0.00,0.34,5.15,0.00,3.00,3.00,-3.22,5.00,2.00,0.12,0.90,1.27,3.01,2.45,416.00,21.00,0
4.55,0.00,0.00,0.00,2.16,0.00,0.00,0.00,0.00,-5.61,6.00,2.00,0.21,1.84,1.29,2.16,1.65,544.00,23.00,0
1.98,0.00,0.00,0.00,1.52,5.22,0.00,0.00,1.00,-2.27,3.00,1.00,0.06,0.68,1.21,2.65,2.37,133.00,12.00,0
1.53,9.76,0.00,0.00,0.37,4.54,0.00,0.00,0.00,-1.75,4.00,2.00,0.19,0.68,1.39,2.65,2.42,133.00,12.00,0
4.09,11.78,0.42,0.00,3.54,0.00,0.22,1.00,2.00,-4.22,4.00,1.00,0.08,0.58,1.14,3.32,2.55,398.00,21.00,0
3.64,11.27,-0.09,0.00,4.10,5.14,0.00,1.00,1.00,-3.70,4.00,2.00,0.12,0.90,1.25,3.01,2.11,458.00,18.00,0
2.73,11.09,-0.15,0.00,0.37,5.05,-0.05,1.00,2.00,-2.74,4.00,2.00,0.14,0.83,1.30,2.87,2.32,280.00,17.00,0
2.98,11.20,-0.12,0.00,0.87,5.10,0.36,1.00,2.00,-3.04,4.00,2.00,0.13,0.77,1.27,3.04,2.24,356.00,17.00,0
2.20,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,-1.09,3.00,1.00,0.30,0.84,1.27,2.16,2.81,64.00,10.00,0
1.53,0.00,0.00,0.00,1.74,15.73,-0.20,0.00,2.00,-2.69,3.00,3.00,0.12,0.72,1.32,3.19,2.03,458.00,18.00,0
2.38,0.00,0.00,0.00,1.13,0.00,0.00,0.00,1.00,-2.74,3.00,1.00,0.17,0.75,1.24,2.42,2.57,94.00,11.00,0
3.30,11.56,-0.20,0.00,0.67,5.19,0.00,1.00,0.00,-4.06,7.00,2.00,0.12,1.62,1.28,2.47,1.78,612.00,25.00,0
2.27,10.76,-0.15,0.00,0.82,4.94,0.00,1.00,1.00,-2.36,4.00,2.00,0.15,0.73,1.33,2.86,2.31,226.00,15.00,0
3.03,11.66,-0.52,9.48,0.20,5.10,0.00,1.00,0.00,-3.25,7.00,3.00,0.21,1.27,1.37,2.82,1.95,572.00,28.00,0
1.92,10.68,0.44,0.00,0.45,4.69,0.00,2.00,3.00,-1.38,2.00,2.00,0.17,0.00,1.31,3.17,3.56,98.00,9.00,0
3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.68,6.00,0.00,0.00,2.13,0.99,1.46,2.46,198.00,20.00,0
1.98,0.00,0.00,9.81,3.61,0.00,0.75,0.00,3.00,-2.36,0.00,1.00,0.12,0.43,1.12,3.03,2.38,123.00,31.00,0
2.35,11.01,-0.13,0.00,3.59,5.44,0.91,1.00,4.00,-3.12,1.00,2.00,0.12,0.71,1.22,3.09,2.18,269.00,35.00,0
2.28,10.37,0.00,0.00,3.59,5.19,0.92,0.00,3.00,-2.81,1.00,2.00,0.14,0.67,1.24,3.03,2.22,215.00,34.00,0
3.73,11.82,-0.01,0.00,4.15,5.76,1.29,1.00,5.00,-4.09,1.00,2.00,0.10,0.63,1.17,3.45,1.99,505.00,39.00,0
1.95,0.00,0.00,0.00,2.01,0.00,0.49,0.00,1.00,0.67,0.00,2.00,0.55,0.67,1.30,1.92,2.65,31.00,4.00,0
1.49,0.00,0.00,0.00,2.05,0.00,0.52,0.00,1.00,0.66,0.00,2.00,0.55,0.33,1.30,2.25,2.53,32.00,3.00,0
1.80,0.00,0.00,0.00,0.00,0.00,0.82,0.00,2.00,0.85,0.00,2.00,0.54,1.67,1.30,0.92,2.88,29.00,4.00,0
1.94,0.00,0.00,0.00,3.56,0.00,0.00,0.00,1.00,-0.29,0.00,1.00,0.35,0.80,1.16,1.52,2.14,20.00,2.00,0
0.56,9.81,0.25,0.00,0.67,0.00,0.00,1.00,2.00,-0.47,1.00,1.00,0.18,0.00,1.24,2.32,2.75,18.00,2.00,0
1.35,10.10,-0.18,0.00,2.62,4.64,0.00,1.00,2.00,-1.25,1.00,2.00,0.19,0.25,1.30,2.75,2.66,79.00,5.00,0
1.75,19.85,-0.64,0.00,2.29,4.51,0.00,2.00,2.00,-1.54,2.00,3.00,0.34,0.36,1.38,3.10,3.12,192.00,9.00,0
0.97,0.00,0.00,8.07,2.38,0.00,0.00,0.00,1.00,-0.42,0.00,1.00,0.21,0.80,1.16,1.52,2.13,20.00,2.00,0
-0.32,0.00,0.00,0.00,3.65,0.00,0.00,0.00,1.00,-0.49,0.00,0.00,0.27,0.80,1.09,1.52,2.16,20.00,2.00,0
2.27,11.44,-0.34,0.00,2.36,5.03,0.00,1.00,1.00,-2.65,4.00,3.00,0.25,0.43,1.46,3.38,2.48,336.00,20.00,0
2.97,0.00,0.00,9.61,0.00,5.09,0.00,0.00,4.00,-2.82,3.00,2.00,0.14,0.77,1.27,2.93,3.12,234.00,21.00,0
2.73,10.17,0.93,0.00,3.22,0.00,0.00,1.00,2.00,-2.25,2.00,1.00,0.11,0.00,1.16,3.17,3.40,104.00,8.00,0
2.47,10.70,-0.06,0.00,4.10,4.88,0.00,1.00,2.00,-1.94,1.00,2.00,0.15,0.80,1.24,2.52,2.91,150.00,8.00,0
2.66,22.32,-0.82,0.00,3.26,9.78,-0.79,2.00,3.00,-2.60,2.00,4.00,0.22,0.67,1.34,3.24,3.51,448.00,16.00,0
3.76,10.75,0.89,0.00,3.09,0.00,0.00,1.00,1.00,-4.05,5.00,1.00,0.08,0.48,1.17,3.32,2.66,343.00,18.00,0
3.48,11.18,-0.27,0.00,2.47,4.98,0.00,1.00,1.00,-3.87,5.00,2.00,0.12,0.72,1.27,3.19,2.28,458.00,18.00,0
2.94,11.39,0.52,0.00,5.53,0.00,1.01,1.00,2.00,-2.57,1.00,1.00,0.10,0.18,1.12,3.28,2.44,152.00,17.00,0
5.19,11.14,-0.19,0.00,9.92,5.00,0.00,1.00,2.00,-5.07,2.00,2.00,0.10,1.22,1.17,2.78,3.19,635.00,14.00,0
2.42,0.00,0.82,0.00,1.11,0.00,0.98,1.00,4.00,-1.50,1.00,1.00,0.21,0.18,1.29,3.28,2.44,154.00,18.00,0
3.06,0.00,0.00,0.00,5.28,0.00,0.00,0.00,2.00,-2.98,0.00,2.00,0.30,1.50,1.24,1.50,2.37,84.00,5.00,0
1.65,0.00,0.00,0.00,1.96,5.19,0.45,0.00,3.00,-1.23,0.00,1.00,0.07,0.29,1.12,2.52,2.70,50.00,5.00,0
2.22,20.42,-1.12,0.00,2.47,8.89,0.00,2.00,2.00,-1.74,2.00,4.00,0.34,0.92,1.41,2.78,3.22,310.00,12.00,0
1.27,9.46,0.00,0.00,2.62,4.39,0.00,0.00,1.00,-0.93,1.00,2.00,0.22,0.29,1.33,2.52,2.40,56.00,4.00,0
3.84,11.06,-0.02,0.00,7.85,5.02,0.00,1.00,2.00,-3.40,1.00,2.00,0.12,1.35,1.18,2.35,2.99,334.00,11.00,0
3.39,10.97,-0.03,0.00,6.52,4.99,0.00,1.00,2.00,-2.89,1.00,2.00,0.13,1.17,1.20,2.42,2.98,261.00,10.00,0
2.77,11.33,-0.34,9.00,2.34,4.99,0.00,1.00,1.00,-2.46,4.00,3.00,0.23,0.71,1.37,3.09,2.39,350.00,19.00,0
3.00,11.38,0.48,0.00,2.00,5.16,0.00,2.00,1.00,-3.05,5.00,2.00,0.14,0.43,1.31,3.38,2.33,300.00,27.00,0
2.48,10.80,-0.09,0.00,2.62,4.90,0.01,1.00,3.00,-1.89,1.00,2.00,0.15,0.40,1.24,2.92,3.07,143.00,9.00,0
2.72,10.91,-0.06,0.00,3.19,4.95,0.41,1.00,3.00,-2.21,1.00,2.00,0.14,0.36,1.22,3.10,3.09,192.00,9.00,0
1.39,10.54,-0.24,0.00,3.88,10.04,0.15,1.00,1.00,-1.29,1.00,3.00,0.21,0.61,1.36,2.85,2.00,174.00,14.00,0
1.16,10.55,-0.53,8.65,2.27,4.65,-0.99,1.00,2.00,-1.31,1.00,3.00,0.28,0.40,1.35,2.92,3.03,143.00,9.00,0
6.12,11.30,-0.01,0.00,14.90,5.12,0.00,1.00,2.00,-6.08,1.00,2.00,0.09,2.18,1.12,1.99,3.01,914.00,16.00,0
3.05,11.27,-0.14,0.00,2.92,5.05,0.00,1.00,1.00,-3.23,4.00,2.00,0.13,0.63,1.27,3.18,2.21,364.00,17.00,0
3.25,11.42,-0.17,0.00,3.18,5.29,0.00,1.00,1.00,-3.12,4.00,2.00,0.14,0.29,1.30,3.52,2.15,300.00,27.00,0
2.02,10.46,-0.09,0.00,3.13,4.79,0.00,1.00,2.00,-1.54,1.00,2.00,0.17,0.44,1.26,2.73,2.82,110.00,7.00,0
2.77,11.36,-0.46,9.34,2.23,4.95,0.00,1.00,1.00,-2.40,4.00,3.00,0.23,0.43,1.37,3.38,2.47,336.00,20.00,0
8.86,11.43,0.00,0.00,23.68,5.16,0.00,1.00,2.00,-9.39,1.00,2.00,0.07,2.92,1.08,1.67,3.01,2215.00,22.00,0
3.45,0.00,0.00,0.00,8.23,0.00,0.00,0.00,2.00,-3.64,0.00,1.00,0.15,1.73,1.09,1.44,2.52,120.00,6.00,0
5.28,11.26,-0.02,0.00,11.56,5.09,0.00,1.00,1.00,-5.31,2.00,2.00,0.09,1.53,1.15,2.56,3.03,766.00,15.00,0
2.93,10.85,-0.04,0.00,5.26,4.95,0.00,1.00,2.00,-2.40,1.00,2.00,0.14,0.98,1.22,2.48,2.95,200.00,9.00,0
0.94,9.40,0.00,0.00,1.68,0.00,0.00,0.00,1.00,-0.66,1.00,1.00,0.19,0.00,1.24,2.32,2.33,20.00,2.00,0
-0.56,9.60,-0.71,7.91,1.02,0.00,0.00,1.00,1.00,-0.46,1.00,2.00,0.37,0.00,1.42,2.58,2.69,32.00,3.00,0
0.28,10.02,-0.05,0.00,2.18,4.51,0.00,1.00,0.00,-0.05,1.00,2.00,0.31,0.67,1.46,1.92,2.22,26.00,7.00,0
4.74,0.00,3.28,0.00,3.96,0.00,3.55,2.00,4.00,-3.98,2.00,0.00,0.00,0.67,0.96,3.24,2.24,332.00,30.00,0
2.93,0.00,1.53,0.00,4.31,0.00,1.85,1.00,2.00,-2.44,1.00,0.00,0.00,0.60,0.96,2.72,2.34,98.00,25.00,0
2.60,10.61,1.29,0.00,2.66,4.97,0.63,2.00,4.00,-3.13,2.00,2.00,0.12,0.57,1.22,3.24,2.32,326.00,23.00,0
2.22,0.00,1.48,8.82,2.43,0.00,0.66,1.00,3.00,-2.30,1.00,1.00,0.11,0.43,1.12,3.03,2.60,147.00,20.00,0
2.08,11.57,0.51,0.00,3.25,0.00,0.68,1.00,3.00,-2.41,1.00,1.00,0.10,0.43,1.15,3.03,2.45,123.00,31.00,0
-1.91,38.07,-3.88,91.47,-0.86,5.30,-9.12,3.00,1.00,-0.83,9.00,13.00,0.55,1.36,1.55,3.76,1.91,3268.00,90.00,0
3.27,0.00,0.00,9.35,0.00,0.00,0.49,0.00,3.00,-2.59,3.00,1.00,0.12,0.73,1.18,2.73,3.02,152.00,17.00,0
3.84,0.00,0.00,0.00,0.74,5.53,0.57,0.00,4.00,-3.64,3.00,1.00,0.05,0.31,1.15,3.39,2.91,250.00,20.00,0
2.40,0.00,2.30,9.49,1.91,0.00,0.26,2.00,2.00,-1.88,2.00,1.00,0.12,0.36,1.15,3.10,2.59,152.00,17.00,0
2.55,0.00,1.43,10.02,2.85,0.00,0.38,1.00,3.00,-2.19,1.00,1.00,0.11,0.55,1.12,2.91,2.61,148.00,18.00,0
2.78,10.86,2.13,0.00,1.91,5.24,0.42,3.00,3.00,-2.65,3.00,2.00,0.12,0.77,1.25,3.04,2.60,307.00,21.00,0
3.45,11.23,2.24,0.00,2.37,5.38,0.43,3.00,3.00,-2.92,3.00,2.00,0.11,0.53,1.23,3.37,2.57,378.00,23.00,0
4.75,0.00,3.11,0.00,6.48,0.00,1.73,2.00,3.00,-4.46,2.00,0.00,0.00,0.72,0.96,3.19,2.12,337.00,30.00,0
3.81,11.64,-0.08,0.00,8.64,5.98,1.38,1.00,4.00,-5.13,1.00,2.00,0.09,0.88,1.17,3.37,1.92,594.00,46.00,0
2.28,0.00,0.00,0.00,5.15,6.11,0.70,0.00,3.00,-2.65,0.00,1.00,0.06,0.91,1.12,2.55,2.15,132.00,26.00,0
1.95,9.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.53,5.00,1.00,0.12,0.68,1.25,2.65,2.74,133.00,12.00,0
