-1.290472936,0.479717153,-0.004909718,0.024014665,0.077172935,-0.448625374,0.213449984,-2.575387178,0.03204205,2.408469297,0.490783502,0.702352001,0.291615157,0.218311966,0.209900322,-0.935195056,-0.504988633,1.851897659,-0.779133491,0.124894852,-0.133550634,0.025335643,-0.199253756,0.010519309,0.090405793,-0.115374507,0.433476643,0.748615379,1.727002807,0.156131058,-0.002038505,-0.625234675,-0.107593471,-0.082729764,0.246000363,-0.323494679,0,0.294089373,0.310826208,-165792,-5652,2
0.805562563,-3.50016218,0.084962547,2.569928923,0.085678341,0.078021517,0.11273383,-132.9244243,0.028916121,2.962995633,0.198550046,0.104708332,0.035338672,0.003499217,0.073122404,-0.022290829,-0.021804782,1.022290829,-0.051486537,0.09559823,-4.288679857,0.044299679,0.044299679,0.014950977,0.945977576,0.047804071,0.992236812,0.919498511,0.926692599,0.876630419,0.028674544,1.03418068,0.043333734,0.014950977,0.014467821,-0.017376515,0.233469007,0.285400897,0.310327326,1,-8489,2
7.371799612,1.26998769,0.452844634,1.081761411,0.435793758,0.442539006,0.484139127,6.187740479,0.202113831,2.156175641,0.597082888,0.415872857,0.192874852,0.001456861,0.266829512,0.348459958,0.534825085,0.651538789,-0.176039134,0.041024743,0.117731812,0.532103121,0.532103121,0.246780498,1.373356859,0.871564056,1.583212553,0.9665735,0.610514045,0.838453652,0.210021741,0.125964952,0.816685218,0.246780498,0.05941995,-0.081643996,0.0991977,0.059799108,0.44828143,-45120,-129543,1
0.211235299,0.247720029,0.209799618,0.234715146,0.117347328,0.115142855,0.395295049,2.722646767,0.092726742,1.265514634,0.59735912,0.12915792,0.102059359,0.007136596,0.214812301,0.464811546,0.868500698,0.535187178,0.07682729,0.118687694,0.255346448,0.164732824,0.164732824,0.130170309,1.270943945,0.395516532,1.579969873,0.658056636,0.416499484,0.529347497,0.165781661,0.682571476,0.307803397,0.130170309,0.101704979,0.060708193,0.162648797,0.253515047,0.519991329,0,6574,1
-1.312933065,3.309991274,-0.07731791,-0.506204399,-0.235142434,-0.246847902,0.294655177,-44.18859075,-0.071353991,3.295434949,0.106326258,0.264906373,0.08038586,0.003552025,0.305711133,-0.074576602,-0.070395823,1.059389591,-0.023166903,0.000382319,-0.005126527,0.007377943,-0.102762458,0.002238837,0.69697668,-0.097036593,0.881079669,0.933069777,1.059007272,0.738103373,-0.023462126,-0.440893014,-0.097001574,-0.031183276,0.059162571,-0.007029998,0.191066373,0.055808018,0.283140099,0,900,2
-0.749973637,0.024284423,0.029136238,-5.31,0.007771659,-0.002010256,0.385504537,-35.07429949,0.002676709,2.903437887,0.536405307,-0.027400335,-0.009437204,0.00336908,0.367492587,-0.08277964,-0.07645105,1.08277964,-0.049423361,0.030423201,-0.367520337,0.031136518,-0.120311066,0.010724017,0.64298851,-0.114325395,0.838714876,0.882627,1.052356439,0.676653099,0.010035082,-12.81096275,-0.111113159,-0.041437451,0.070941384,-0.017022359,0.179641891,0.105717987,0.30399376,-7604,0,2
-1.09270343,11.39680812,6.03273E-06,1.53237E-05,-0.045975417,-0.094777166,0.195523114,-266.1962278,-0.020768412,2.213718422,0.352868158,0.054001961,0.024394232,0.022043785,0.195863759,-0.008316115,-0.008287193,1.003489933,0.242361813,0.216912752,-26.08342401,0.020441897,-0.12919086,0.00923419,0.688936611,-0.164244353,1.143870077,0.899742101,0.786577181,0.541901817,2.72516E-06,-5.434903171,-0.128741561,-0.058359211,0.161646703,0.109481771,0.195438634,0.240037171,0.406439271,6613,2313,2
0.437797835,0.420705649,0.560764313,0.605231533,0.287019482,0.288949441,0.400249957,3.084308648,0.13549087,2.1183677,0.496952185,0.514968004,0.243096609,0.000908139,0.129037533,0.686820919,2.193061289,0.313179081,0.000831985,0.012288022,0.017891158,0.348224531,0.348224531,0.164383422,1.639800586,1.157310993,2.160086344,0.649950669,0.300891059,0.493401336,0.264715287,0.046855283,1.111902269,0.164383422,0.073900925,0.000392748,0,0.097433704,0.306816738,0,0,1
-0.246186781,-0.84256301,-0.021256261,-0.038657573,0.028625766,0.007676783,0.166506942,-235.2137025,0.01335729,2.143085397,0.295746887,-0.151389403,-0.070640978,0.177480429,0.159643041,-0.009111212,-0.009242535,0.98579302,0.202529599,0.119189854,-13.08164714,0.000711561,-0.133564806,0.000332027,0.158278765,-0.15412478,1.106488315,0.958886276,0.866603165,0.137164879,-0.009918548,35.58878292,-0.135489925,-0.062323705,0.383429143,0.094503899,0.017247286,0.283561501,0.447432602,0,-2174,2
4.076964575,0.867424645,-0.009370473,-0.040012284,-0.060245358,-0.125812981,0.152135195,-17.54060851,-0.023680193,2.544124446,-0.729399221,0.127318216,0.05004402,0.116236289,0.132368383,-0.145041972,-0.126669568,1.145041972,0.08718033,0.157869861,-1.088442603,0.002984783,-0.117023025,0.001173206,0.639518727,-0.118543691,0.969774715,0.957334553,0.987172111,0.631315051,-0.003683182,-2.543257476,-0.102199769,-0.045997367,0.128146051,0.034267321,0.208261312,0.178910957,0.376292344,1,58687,2
