-1.547,-0.507,4,0,4,5,8,3
2.124,-2.351,2,6,2,5,2,1
1.612,-2.287,5,6,1,4,3,2
4.098,-3.971,5,12,3,8,2,0
0.262,-0.847,2,5,2,4,4,1
0.323,-0.907,0,5,2,4,2,3
2.621,-5.014,4,12,3,6,1,1
3.211,-7.171,3,12,3,7,0,1
2.827,-5.742,4,12,3,6,1,1
2.969,-3.625,4,12,3,7,4,2
2.892,-5.114,3,12,2,8,4,1
-2.941,0.731,5,0,0,0,6,6
1.29,-3.84,7,12,2,8,4,2
1.451,1.429,3,6,4,3,6,0
-0.908,-1.242,0,0,1,3,2,2
3.529,-7.637,5,12,2,7,4,1
-1.767,-0.333,2,6,1,3,3,3
-1.719,-0.17,2,5,1,2,1,2
4.152,-4.941,6,12,2,6,1,0
1.381,-2.547,2,0,1,3,2,2
-0.232,-0.871,2,6,1,3,2,3
0.01,-1.361,2,6,1,3,1,2
0.763,-3.656,7,6,1,4,3,1
1.307,-1.888,3,6,1,3,2,2
1.65,-1.535,4,0,0,0,1,0
0.159,-0.101,2,0,0,1,2,1
-1.405,-1.597,4,0,0,1,2,1
-0.762,0.672,3,0,3,1,1,0
2.132,-2.585,2,0,2,4,3,2
1.264,-2.238,4,0,1,5,3,2
0.056,-0.849,3,0,0,1,4,2
-2.174,-0.559,1,0,1,1,2,1
3.995,-4.824,1,0,4,2,2,1
2.327,-6.994,6,12,3,7,2,2
3.723,-8.83,15,16,6,9,10,1
5.745,-7.542,3,12,2,6,0,0
2.761,-5.777,4,16,3,9,4,0
1.544,-5.16,4,12,4,8,2,2
1.932,-6.543,21,12,2,8,11,1
-1.817,-0.221,2,0,2,3,7,3
-0.071,-3.792,5,11,2,8,5,2
-0.445,-1.104,2,6,1,3,2,3
1.261,-4.404,4,11,2,5,1,2
0.647,-2.281,4,0,1,2,2,0
0.917,-1.296,0,5,2,2,3,0
1.685,-2.175,3,6,1,3,2,2
2.451,-4.857,17,12,2,10,3,10
-0.613,-2.91,4,0,1,1,0,4
0.975,-1.519,4,6,1,4,2,3
1.724,-1.205,4,0,0,1,3,0
-0.696,-5.529,7,0,0,0,0,0
-0.289,-1.276,7,0,0,4,6,0
0.401,-1.731,0,0,1,3,2,2
3.373,-6.008,4,12,3,7,3,2
5.137,-4.793,4,12,2,7,2,2
4.266,-5.123,6,6,2,6,6,0
-1.409,0.907,2,0,0,0,3,3
4.221,-10.518,17,12,2,8,4,0
-1.137,-1.593,6,0,0,2,3,1
5.768,-9.415,15,0,0,0,0,0
-1.043,0.36,0,0,0,1,1,2
1.822,-2.537,1,0,0,0,1,1
3.972,-6.671,10,16,9,12,12,3
2.299,-3.733,2,12,3,8,2,2
0.884,-4.214,4,6,2,4,2,1
2.297,-2.441,4,0,1,3,3,2
1.267,-1.98,8,0,0,2,4,2
-0.045,0.292,0,0,1,1,2,0
4.886,-4.309,0,6,4,3,2,2
0.847,-2.969,7,6,1,6,4,0
3.578,-5.2,6,18,4,12,3,0
1.555,-4.412,0,12,4,6,2,3
2.75,-3.905,2,12,2,6,4,2
3.764,-5.061,0,0,4,1,2,1
2.297,-4.554,2,12,3,8,3,1
0.923,-7.068,6,12,4,6,3,3
0.841,-6.626,4,12,3,6,1,2
3.365,-3.648,4,6,3,4,4,0
2.489,-4.525,6,6,1,6,4,0
1.824,-5.397,6,12,2,6,1,1
-0.28,-1.929,1,6,2,7,5,3
-1.037,-0.917,2,0,2,3,5,3
0.791,-1.739,3,6,1,4,2,0
2.206,-5.078,6,12,2,6,2,1
2.189,-3.86,3,17,3,10,5,1
-0.616,-1.478,3,6,1,3,2,3
0.214,-3.594,7,6,1,4,3,2
1.546,-3.15,4,11,2,6,3,2
-1.165,-1.046,1,6,1,4,3,0
0.223,-2.534,3,5,1,5,4,2
4.578,-5.173,8,12,2,6,2,0
1.546,-1.694,2,6,1,3,1,1
0.748,-0.474,2,0,0,0,1,0
-2.164,-0.848,5,0,0,1,2,1
0.953,-3.194,1,0,2,0,0,1
2.652,-3.22,2,6,2,5,2,0
-0.305,-0.918,0,0,1,2,1,1
1.606,-1.084,1,6,2,5,2,0
1.334,-7.229,2,12,4,6,1,2
1.273,-6.972,5,12,3,6,2,2
0.581,-7.02,5,12,3,7,2,2
0.825,-6.725,5,12,3,6,2,2
0.728,-1.832,2,6,2,7,4,1
0.594,-1.08,2,5,2,4,4,1
0.601,-1.184,1,6,1,3,3,2
1.496,-2.588,4,12,3,6,3,1
-0.818,-2.272,4,0,0,1,2,0
0.468,-4.181,2,6,5,5,3,3
1.033,-1.387,4,0,0,2,4,0
1.846,-3.339,7,6,3,5,6,0
-1.803,0.282,0,0,2,1,6,3
1.261,-2.175,2,6,1,5,2,1
1.504,-4.811,4,6,2,4,2,1
1.519,-2.268,8,0,0,2,4,2
0.772,-1.518,1,0,1,2,2,1
2.95,-3.562,5,6,1,6,3,1
1.271,-11.734,21,6,1,3,3,0
0.59,-1.107,1,6,1,4,2,2
1.364,-1.73,2,6,1,3,2,2
-0.015,-1.445,1,6,1,4,2,0
-2.432,-0.914,1,0,1,4,4,2
-0.375,-0.163,1,0,0,2,3,0
0.284,-1.957,5,0,1,3,3,2
1.382,-3.586,2,12,4,10,6,0
5.19,-6.977,2,0,5,2,2,1
5.372,-7.439,3,0,5,3,2,0
-0.544,1.099,3,0,4,4,5,0
1.906,-5.917,8,12,3,6,3,2
3.124,-4.776,1,0,4,3,3,1
2.875,-6.051,7,12,4,6,4,2
1.743,-8.597,3,6,2,3,0,0
-2.68,-1.865,1,0,2,5,4,4
1.48,-1.716,4,6,2,4,4,1
0.565,-7.926,6,18,5,13,4,4
3.005,-6.435,3,12,3,7,0,1
2.36,-5.698,4,12,3,6,1,1
2.167,-1.619,4,0,2,3,5,0
1.195,-0.522,0,0,0,0,0,0
1.368,-0.382,0,0,1,0,0,0
1.85,-2.411,1,0,0,0,1,1
-0.001,-2.178,1,0,0,1,2,0
2.754,-2.855,5,0,1,3,3,2
2.143,-2.648,2,0,0,0,1,0
2.423,-6.186,6,12,3,7,2,1
2.363,-2.926,5,0,1,4,3,2
2.297,-2.525,4,0,1,3,3,2
1.385,-1.802,2,0,1,3,3,2
2.899,-6.887,7,12,2,7,1,1
2.043,-6.952,6,12,3,7,1,2
1.45,-2.22,3,0,1,4,3,2
4.006,-4.739,2,18,4,10,4,2
2.974,-6.704,2,6,3,3,0,1
1.593,-10.348,10,12,3,6,2,0
1.706,-5.019,4,6,2,4,2,1
1.341,-4.679,4,6,2,4,2,1
2.226,-3.145,2,6,2,5,2,1
2.416,-5.595,8,6,2,4,2,1
2.285,-5.943,11,6,2,4,3,1
1.907,-2.477,4,0,1,4,3,2
2.873,-4.377,5,0,1,4,3,2
1.849,-2.394,1,6,2,5,2,0
2.056,-5.506,5,6,1,3,1,1
1.847,-3.316,3,0,0,3,3,2
0.737,-1.11,1,0,1,2,2,1
5.899,-10.482,12,12,2,6,1,0
-0.184,-4.737,12,0,0,4,12,0
1.789,-1.685,4,0,0,1,2,1
5.008,-9.602,10,18,3,9,2,2
0.841,-3.684,0,0,1,0,0,1
4.722,-6.408,1,0,4,2,2,1
7.546,-16.016,15,0,2,0,0,0
2.166,-3.101,2,6,1,3,2,2
0.002,-3.344,5,12,2,9,6,2
-0.131,-3.539,3,6,1,6,4,0
2.516,-3.487,4,11,2,7,5,1
1.559,-2.677,1,6,2,6,3,0
0.974,-1.469,0,6,2,6,3,0
2.124,-4.419,4,12,3,9,4,0
2.172,-2.98,2,10,3,6,4,0
4.369,-6.248,4,18,4,12,3,0
2.234,-5.643,1,12,4,7,0,1
2.576,-5.634,3,12,3,6,1,1
7.121,-8.527,6,18,4,9,2,0
2.964,-3.572,1,12,3,8,2,0
2.93,-4.867,0,11,2,5,2,1
0.98,-8.226,5,12,4,7,2,3
1.302,-7.838,8,12,4,7,4,2
1.24,-7.014,3,12,4,6,1,2
1.364,-2.783,0,12,3,8,4,0
4.692,-4.925,3,12,2,8,2,2
2.333,-3.397,2,6,2,7,3,0
1.29,-6.866,4,12,3,6,1,2
2.351,-6.236,10,11,2,6,3,2
5.9,-5.984,6,12,2,6,2,2
1.638,-5.443,4,11,3,5,1,1
2.816,-7.199,6,10,2,5,0,1
1.471,-5.372,5,12,2,6,1,1
2.219,-6.603,5,12,2,6,1,1
1.432,-1.953,1,6,2,5,2,0
1.637,-1.867,2,6,2,5,2,1
2.392,-6.972,6,17,3,8,2,3
1.07,-4.352,10,6,1,4,4,2
0.935,-1.87,1,11,2,5,4,2
3.448,-4.499,3,17,3,9,3,0
2.005,-5.764,9,11,2,5,3,2
2.55,-5.964,7,11,2,5,2,1
3.914,-6.279,2,12,2,7,2,1
3.166,-5.236,2,12,2,7,2,1
1.669,-2.993,2,12,2,7,2,1
0.319,-3.438,5,6,2,4,3,2
3.461,-6.503,0,5,1,2,0,1
2.641,-3.666,0,0,1,3,3,0
-1.003,-0.909,1,6,1,4,4,2
3.268,-2.584,1,6,1,3,1,1
0.983,-0.778,1,6,1,3,2,2
0.994,-3.986,6,11,2,5,3,2
0.802,-3.265,0,0,4,0,1,1
2.606,-3.992,0,16,3,7,2,1
1.76,-2.925,3,6,1,5,2,2
2.373,-6.284,6,12,3,7,2,2
1.197,-3.919,5,6,1,4,1,1
0.436,0.287,2,0,1,1,2,0
2.714,-3.949,5,12,3,7,3,1
0.839,-4.35,6,11,2,5,2,1
1.054,-4.372,6,11,2,5,2,1
1.542,-4.282,6,12,2,6,2,1
3.87,-7.879,5,12,3,7,0,1
1.525,-4.433,7,12,2,6,3,1
0.879,-3.934,7,12,2,6,4,1
2.366,-5.611,6,12,2,6,1,1
1.823,-5.014,9,6,1,4,3,2
3.714,-5.038,1,16,3,7,3,1
1.86,-3.857,0,16,3,7,3,2
3.668,-3.669,0,12,3,6,2,1
0.747,-1.269,5,6,1,3,4,2
6.668,-8.926,11,11,2,5,0,0
0.534,-1.303,2,6,1,4,3,0
0.777,-2.833,3,6,1,3,0,1
1.287,-1.841,3,6,1,4,3,1
3.038,-4.148,4,12,2,7,5,2
2.13,-2.52,4,6,1,4,3,1
2.672,-3.429,4,6,1,6,3,1
1.293,-4.277,9,6,1,4,3,1
1.4,-4.467,9,6,1,4,3,2
2.267,-2.689,5,6,1,4,3,1
2.772,-2.462,5,6,1,4,3,1
2.633,-3.186,2,12,2,7,5,2
1.144,-1.619,2,0,0,3,2,2
2.207,-4.988,7,10,2,4,3,1
0.273,-0.61,0,5,1,2,2,1
1.089,-4.883,9,12,2,12,8,2
1.42,-4.523,2,6,2,4,1,2
4.715,-5.926,2,12,2,6,3,0
4.649,-4.468,2,12,2,6,2,2
3.386,-4.511,2,12,2,6,3,0
3.147,-4.918,5,6,1,4,2,1
2.579,-2.354,3,6,1,4,2,1
0.974,-4.17,5,6,2,4,2,2
-0.319,-1.053,1,6,1,4,2,1
-0.903,-1.656,4,0,0,2,3,1
1.526,-4.85,11,6,1,4,4,2
-1.378,-1.218,3,6,1,4,3,2
1.275,-2.04,5,0,0,1,2,0
2.181,-4.597,10,12,2,8,2,4
1.589,-1.561,1,6,1,4,1,0
0.126,-1.498,2,0,1,2,3,1
