2.529,-5.964,9,12,3,8,4,3
4.516,-5.708,2,12,2,7,1,2
0.751,-1.613,2,6,1,4,2,0
3.362,-4.208,4,12,2,7,2,1
2.416,-5.392,7,12,2,7,3,1
1.926,-5.167,4,12,2,6,0,1
-0.271,-1.398,8,0,0,3,6,0
1.377,-1.375,2,6,1,4,2,2
-0.822,-0.769,2,6,1,3,2,3
1.427,-1.943,4,6,1,3,3,2
2.726,-3.179,5,6,1,4,2,1
1.144,-3.602,8,12,2,8,2,4
0.881,-0.741,4,0,1,2,3,0
0.405,-0.563,2,0,0,2,1,0
-0.111,-1.581,2,0,0,3,2,0
-2.026,-0.168,0,0,1,0,1,2
0.141,-0.799,4,0,0,2,2,0
2.247,-3.738,9,0,0,2,2,0
2.263,-1.494,2,0,0,1,1,1
5.56,-6.535,6,6,4,5,4,0
2.063,-3.631,4,10,4,6,3,3
0.949,-3.623,4,6,2,4,2,1
2.905,-7.136,3,12,3,7,1,1
3.563,-7.433,3,12,3,7,1,1
1.652,-4.065,9,6,2,8,8,1
0.511,-3.249,3,6,1,4,2,0
0.913,-1.245,6,6,1,5,1,5
0.946,-1.804,3,6,1,3,2,0
3.298,-6.416,6,18,4,12,5,1
1.907,-2.534,4,0,1,4,3,2
2.846,-4.783,3,12,3,6,2,2
1.537,-0.797,1,0,1,2,3,0
2.186,-11.566,15,12,2,8,2,2
2.324,-2.348,0,12,3,8,4,2
2.947,-3.725,2,12,3,8,3,0
2.572,-6.619,6,12,2,6,1,1
1.526,-4.808,11,6,1,4,4,2
4.227,-4.331,2,12,2,6,1,1
1.792,-1.63,3,6,1,4,3,1
1.831,-1.077,4,6,1,4,5,3
1.452,-4.219,4,12,2,9,0,4
0.834,-2.645,2,6,1,3,0,1
7.351,-11.776,17,6,1,3,0,0
-0.705,0.275,0,0,0,1,1,1
0.966,-1.776,4,0,0,0,0,1
1.269,-2.364,6,0,0,1,2,0
6.474,-9.844,17,0,0,0,0,1
2.211,-2.754,1,0,0,0,0,0
0.386,-3.891,1,6,5,3,3,2
0.38,-3.988,1,6,5,4,3,1
0.931,-2.306,2,6,2,5,2,2
1.841,-2.125,3,0,1,3,3,2
2.047,-2.503,3,0,1,4,3,2
-0.308,1.004,5,5,3,3,3,0
2.899,-6.887,7,12,2,7,1,1
1.473,-1.815,2,0,1,2,2,1
2.113,-5.953,1,6,4,3,1,1
2.113,-5.953,1,6,4,3,1,1
2.628,-3.266,8,0,0,2,5,0
3.286,-6.022,12,12,2,8,4,1
2.717,-1.466,2,0,1,1,2,1
1.051,-1.485,4,0,1,1,2,1
-1.197,0.301,0,0,0,1,2,3
2.428,-2.791,0,0,0,1,0,0
3.252,-7.18,3,12,4,6,1,2
1.013,-0.534,0,0,1,2,3,0
2.54,-5.732,4,0,4,1,4,2
4.875,-5.039,2,6,1,3,1,1
1.695,-4.669,5,6,2,4,1,1
6.165,-6.149,5,12,2,6,2,2
6.49,-6.929,10,12,2,9,4,0
2.139,-2.845,5,6,1,5,4,0
2.219,-6.603,5,12,2,6,1,1
2.135,-6.162,5,12,2,6,1,1
2.118,-4.617,2,17,3,9,3,0
0.878,-4.344,7,6,1,4,3,2
0.23,-2.381,1,6,2,3,1,1
-0.574,0.023,0,5,2,4,5,3
0.489,-3.341,6,12,3,6,5,3
1.62,-4.894,6,6,2,4,2,1
3.155,-3.692,5,0,0,2,4,0
1.065,-4.36,5,6,1,4,1,2
1.134,-5.477,10,12,2,7,5,2
5.527,-9.53,13,6,1,3,0,0
6.439,-10.652,15,6,1,3,0,0
0.818,-3.735,4,12,2,10,7,2
3.462,-6.942,8,6,3,4,3,1
0.574,-1.779,2,5,1,4,4,1
3.014,-3.675,9,6,2,3,4,0
-2.192,0.938,1,0,0,0,1,2
4.136,-6.958,12,0,1,0,2,2
0.466,-3.743,0,6,5,4,3,2
2.042,-6.713,7,12,3,7,3,2
-1.439,-2.615,4,0,2,1,0,4
2.437,-4.362,0,0,4,2,3,1
5.473,-8.818,11,11,2,5,0,1
3.457,-6.488,5,12,3,6,2,1
-1.452,-0.801,2,10,3,4,8,4
1.796,-5.971,4,12,3,6,1,1
4.135,-6.57,7,17,3,8,5,0
1.774,-2.028,0,11,2,5,2,1
1.928,-5.103,6,11,2,5,2,1
2.368,-3.18,1,15,3,6,2,1
2.236,-6.105,12,6,1,4,3,2
1.571,-1.084,1,6,1,3,2,1
2.509,-2.929,1,0,0,0,0,0
2.505,-6.062,2,6,4,4,1,2
2.452,-4.005,2,0,4,3,4,2
3.415,-5.612,1,0,4,4,2,0
2.018,-4.922,5,12,3,10,6,0
1.465,-2.74,1,6,2,4,3,1
2.699,-6.437,6,16,4,7,3,2
0.181,-4.28,8,10,2,5,3,2
0.327,-1.519,0,5,2,4,3,4
1.592,-2.374,1,6,2,4,0,2
4.56,-5.777,12,12,3,8,6,0
2.276,-2.044,5,0,0,2,3,1
0.188,-1.556,1,6,2,3,0,1
4.185,-4.628,5,12,2,6,1,0
5.524,-6.724,6,18,4,10,2,0
0.003,-2.22,3,6,1,3,1,2
-0.29,-3.263,6,6,2,4,3,2
-1.953,-0.65,7,0,0,4,8,2
3.202,-3.71,5,6,1,4,3,1
-1.271,-0.475,1,0,1,3,3,1
0.629,-2.029,2,6,1,3,0,1
3.515,-6.341,7,12,4,7,4,1
-0.294,1.078,5,0,2,2,3,0
6.595,-7.745,7,0,4,3,3,0
3.491,-6.536,4,12,3,6,1,1
2.766,-7.151,3,12,3,8,0,1
0.709,-7.127,4,12,3,7,0,2
2.425,-4.582,9,6,1,4,3,0
2.059,-3.464,5,6,1,4,1,1
-1.415,-4.542,8,0,0,0,1,0
3.043,-4.881,6,12,4,7,3,0
2.556,-6.989,5,0,4,1,2,2
6.589,-7.43,5,6,5,4,3,1
4.57,-5.907,4,11,3,5,1,2
5.072,-14.507,9,24,6,12,0,0
1.343,-2.893,6,6,2,5,2,2
-1.859,-0.308,2,0,2,3,8,4
4,-4.024,8,6,2,6,6,0
2.686,-3.928,0,11,3,5,1,2
2.065,-2.691,4,0,0,0,1,0
1.768,-4.106,4,0,4,5,6,2
1.718,-2.911,5,6,1,6,4,2
1.527,-3.046,7,12,2,8,6,0
-0.732,-1.353,3,10,3,4,8,3
-0.113,-3.656,8,6,1,4,3,1
4.769,-5.239,4,12,3,7,3,0
2.497,-6.468,5,12,4,8,2,2
3.038,-1.813,3,0,1,1,2,1
1.563,-7.121,5,12,3,7,2,2
0.467,-1.893,8,10,4,7,11,1
0.952,-2.709,8,6,1,5,5,1
-0.011,-3.905,6,6,1,4,3,4
1.196,-2.71,0,6,2,6,3,1
4.793,-6.406,3,12,2,7,1,2
-0.134,-1.476,4,0,0,0,1,2
4.357,-5.61,3,0,4,3,3,0
4.357,-5.61,3,0,4,3,3,0
4.478,-8.274,12,18,5,10,8,1
1.466,-5.107,11,6,1,4,5,0
1.771,-4.298,7,12,2,6,3,3
1.278,-2.517,1,17,3,8,7,3
-0.111,-2.311,5,5,1,5,5,2
1.328,-1.749,3,0,0,1,1,0
3.747,-6.547,3,0,4,5,4,0
1.128,-4.096,0,6,5,3,2,2
1.516,-4.534,3,6,2,3,1,2
5.062,-5.975,2,0,4,2,1,1
2.223,-3.751,2,0,4,3,4,2
4.104,-5.63,2,0,4,3,3,0
1.154,-2.921,2,6,1,3,0,1
3.301,-4.425,3,12,3,8,3,0
0.988,-1.004,8,0,3,4,6,0
2.278,-6.311,6,12,3,7,1,1
4.427,-5.443,0,0,4,0,1,1
2.81,-6.673,4,12,3,7,0,1
3.171,-4.657,1,12,3,8,2,0
2.467,-6.706,5,10,2,5,0,1
3.853,-4.15,7,12,3,6,4,1
2.088,-4.053,2,16,3,7,3,3
2.966,-7.273,4,16,4,7,1,1
-0.337,-1.293,3,5,1,3,4,1
-1.659,-0.303,1,0,1,1,4,1
4.051,-4.761,3,6,3,6,3,1
0.226,-2.087,3,6,2,3,2,1
1.184,-3.299,4,6,1,3,0,1
2.126,-4.642,5,6,1,3,0,1
-2.235,-0.057,5,0,0,4,2,6
-3.29,-1.481,4,0,0,1,3,1
1.499,-3.423,2,6,1,3,0,1
3.113,-5.6,1,0,6,3,4,1
3.183,-5.283,1,0,5,1,2,1
-0.107,-3.26,2,6,5,5,4,3
2.007,-2.688,3,0,0,1,1,1
2.84,-6.923,7,12,2,7,1,1
0.154,-3.317,0,6,5,4,3,2
-0.129,-3.274,1,6,5,4,3,2
7.724,-12.55,17,12,6,8,4,1
3.128,-4.618,3,0,2,5,3,1
3.264,-4.334,5,0,1,3,3,2
2.011,-5.061,3,12,3,6,1,2
4.147,-5.64,7,12,3,7,3,0
2.521,-6.582,7,12,2,7,1,1
3.793,-8.049,3,12,5,6,1,2
1.582,-4.976,5,6,2,4,2,1
0.642,-3.628,4,6,2,4,3,2
2.656,-6.113,13,6,1,4,3,1
1.307,-5.355,6,12,2,6,2,1
1.369,-4.655,3,6,2,4,2,1
0.835,-3.97,3,6,2,4,2,2
2.789,-6.959,7,12,3,7,2,1
0.711,-4.469,7,6,3,4,4,1
0.214,-4.351,9,6,2,4,4,2
0.881,-0.727,0,12,4,8,8,3
2.547,-3.368,2,12,5,8,3,0
1.075,-5.891,7,12,3,7,4,2
-0.626,-0.325,3,5,2,4,5,2
3.093,-6.807,6,12,3,7,3,2
6.689,-8.667,4,18,3,10,0,0
1.048,-6.326,5,0,1,6,11,9
2.842,-4.77,2,6,4,6,5,0
0.545,-5.748,3,12,3,6,2,2
-0.834,-1.462,0,6,2,5,6,4
4.653,-5.801,4,17,3,9,3,0
2.514,-6.596,4,12,3,7,1,1
1.659,-5.62,6,12,2,6,2,1
6,-7.866,10,12,2,6,3,0
0.296,-1.369,1,6,2,4,2,0
-0.028,-3.077,7,6,1,4,4,3
-0.242,-1.738,5,0,0,0,4,4
2.013,-2.701,1,11,2,5,3,2
1.158,-3.877,9,6,1,4,4,3
2.104,-6.515,9,11,2,5,3,2
-0.203,-1.496,2,6,1,3,1,2
-0.219,-0.972,1,6,2,4,3,0
2.598,-9.693,13,12,2,8,2,3
2.635,-6.36,9,12,2,7,2,1
1.666,-4.922,6,11,2,5,1,1
2.614,-5.692,6,12,3,6,1,1
2.482,-5.516,5,6,2,3,0,1
4.231,-5.201,5,11,2,5,1,0
3.885,-5.332,6,12,3,6,3,0
1.512,-3.982,7,6,1,4,2,1
2.641,-5.965,8,12,2,8,2,4
7.903,-9.619,18,6,1,6,4,1
1.07,-4.415,10,6,1,4,4,2
2.455,-2.595,2,12,2,6,5,2
2.204,-7.855,9,12,2,7,2,3
1.384,-1.815,6,6,1,5,2,5
1.738,-3.01,4,6,1,4,1,1
-3.613,-0.374,4,0,0,2,5,1
4.497,-7.145,13,0,0,4,2,0
0.366,-3.611,0,6,5,3,3,3
3.177,-7.639,9,12,2,7,2,1
1.949,-5.659,9,12,2,7,3,1
1.66,-4.977,4,6,2,4,2,1
2.588,-3.007,2,0,2,4,3,2
1.372,-5.326,6,12,4,7,3,2
1.171,-4.084,5,12,2,8,3,3
3.391,-7.679,8,12,2,6,1,1
0.53,-1.945,3,0,1,1,3,1
0.247,-2.469,8,0,0,1,4,0
3.472,-4.424,0,0,4,2,2,1
6.752,-8.468,5,16,4,10,2,0
1.623,-3.038,1,6,2,5,5,2
2.956,-5.642,5,11,2,6,3,0
1.466,-4.366,2,12,3,7,2,1
-0.998,-1.736,3,5,2,4,3,1
2.056,-6.026,4,17,4,10,3,0
3.506,-5.242,0,0,4,1,2,1
6.223,-6.766,4,12,3,6,2,1
2.339,-4.886,3,12,3,6,2,1
1.815,-3.349,8,12,2,9,8,0
-0.438,-4.825,1,10,5,5,3,3
2.505,-6.735,2,16,4,7,0,1
2.118,-6.219,4,10,2,5,0,1
1.807,-5.541,7,12,2,6,2,1
0.994,-3.955,6,11,2,5,3,2
0.724,-2.604,2,12,2,7,3,1
1.318,-0.814,2,0,1,3,3,0
-1.244,-5.283,9,17,3,11,12,3
0.769,-2.411,5,6,1,3,3,4
2.478,-4.797,4,12,2,7,3,1
2.293,-4.607,6,6,2,4,2,1
0.72,-3.706,2,0,2,1,1,1
2.933,-4.055,4,11,2,7,5,1
-0.822,-0.747,2,6,1,3,2,3
-0.163,-1.023,3,6,1,3,3,4
1.221,-3.443,5,12,2,9,3,5
1.791,-1.798,2,12,2,6,5,2
2.048,-2.628,6,6,1,5,2,5
0.835,-2.82,3,6,1,3,0,1
5.575,-9.424,15,6,1,3,1,0
-0.27,-2.743,2,5,1,2,0,0
-1.467,-1.298,2,0,1,0,2,0
5.431,-6.832,16,0,0,1,2,2
-1.661,2.515,3,0,3,1,1,0
2.798,-6.855,7,12,2,6,1,2
3.518,-4.76,7,12,3,7,4,1
2.548,-4.548,5,12,4,11,8,2
1.488,-5.489,6,12,4,9,2,2
5.862,-8.741,4,22,4,11,1,0
7.275,-8.496,10,22,4,13,4,0
0.768,-0.826,2,0,1,4,3,1
2.859,-6.846,4,17,4,8,2,4
0.202,-1.606,1,5,1,3,3,0
2.683,-6.112,8,12,2,7,1,1
4.225,-3.983,2,12,2,7,2,2
3.322,-3.332,5,6,1,3,1,0
0.701,-4.165,11,6,1,4,4,2
3.095,-1.627,3,6,1,3,1,0
2.315,-2.574,6,0,0,0,1,0
0.24,-4.872,4,6,5,6,5,1
3.438,-7.922,7,12,3,7,1,1
1.262,-4.594,4,6,2,4,2,1
2.113,-3.003,4,0,1,4,3,2
1.582,-3.052,4,0,1,5,3,2
3.58,-5.18,8,12,3,7,4,1
2.733,-3.854,3,6,2,6,4,2
5.614,-7.675,6,18,3,10,3,0
2.559,-5.049,2,12,3,10,2,3
6.207,-7.096,5,18,4,9,2,0
7.754,-9.338,17,6,2,6,4,1
-1.497,-0.96,2,5,3,4,5,6
2.601,-3.123,2,17,3,8,5,4
2.789,-3.225,4,6,1,4,2,2
-1.326,-1.934,11,0,0,0,6,6
1.083,-3.29,5,12,2,7,3,1
4.62,-5.113,4,12,3,9,5,2
2.109,-2.968,2,6,1,4,2,1
3.243,-3.256,6,0,1,1,3,0
3.039,-3.022,4,6,1,3,1,1
3.354,-3.846,6,6,1,5,4,0
-0.132,-1.687,4,6,1,3,3,4
2.493,-5.871,8,6,2,4,2,1
2.334,-3.713,4,12,2,7,2,0
2.611,-4.523,3,12,2,7,2,1
-1.028,-1.978,4,0,0,1,2,1
0.446,-4.377,7,6,4,8,11,5
2.67,-6.83,2,22,4,10,1,2
3.691,-6.455,7,18,3,11,5,0
2.844,-4.677,1,12,3,8,3,2
-1.364,-1.157,2,10,3,4,8,4
-1.348,-1.101,2,0,2,3,6,3
1.552,-4.889,5,6,1,4,1,2
-1.536,-1.701,3,6,1,4,3,2
0.708,-1.376,1,6,1,4,2,2
3.305,-4.154,2,16,3,7,1,1
5.539,-6.984,7,0,4,4,4,0
2.978,-2.898,3,6,2,6,4,0
0.436,-3.111,1,6,2,3,1,1
0.882,-1.689,4,6,2,4,5,0
3.329,-3.649,5,6,1,4,3,0
1.267,-7.132,6,18,7,12,7,1
0.67,-0.847,3,0,1,4,3,1
-0.76,-1.556,4,0,2,4,8,0
3.35,-5.381,3,12,2,7,3,1
1.891,0.392,3,6,1,3,5,1
-0.692,-0.588,3,0,0,1,4,1
1.661,-7.613,7,12,4,7,3,2
0.636,-2.814,2,6,2,5,3,1
-0.786,1.617,3,0,0,2,1,4
3.48,-4.103,3,6,2,6,3,1
1.515,-2.756,5,6,1,4,3,3
1.005,-2.576,2,6,1,7,4,2
0.519,-2.22,2,6,1,7,4,2
2.056,-2.383,2,0,0,0,1,0
0.337,0.044,6,0,0,2,1,5
0.897,-0.492,0,0,1,2,3,0
2.141,-1.424,2,0,1,2,3,0
-0.267,-1.883,4,6,1,3,2,3
1.408,-3.11,2,6,2,4,2,1
1.215,-3.255,2,6,2,5,2,1
1.032,-3.604,5,6,1,4,1,2
3.178,-3.387,6,6,1,5,2,0
2.387,-3.473,7,6,1,4,3,2
1.602,-7.396,4,12,3,6,0,2
1.8,-3.93,3,6,3,7,5,3
2.17,-5.036,13,0,1,3,5,2
1.503,-5.555,6,12,4,8,3,2
2.604,-7.204,7,12,3,7,2,2
-0.818,-2.026,2,5,3,4,7,5
3.92,-7.17,4,12,2,7,1,2
1.998,-5.913,5,12,2,6,1,2
1.835,-4.942,4,12,3,7,2,1
4.771,-4.182,1,0,4,2,2,1
1.279,-5.732,4,12,6,7,5,1
1.589,-1.508,1,0,0,0,0,0
-1.694,0.166,3,0,0,4,4,2
-1.004,-1.841,2,0,2,1,2,1
2.277,-3.057,4,0,1,3,2,1
0.533,-1.654,5,0,1,3,3,2
3.987,-2.952,4,0,2,3,3,0
