2.152,0,10260.2,0,2,0,2.719,234.317,234.083,-3.628,260.568,2,1,3,16,17,14,0,16,17,0,0,0,0,11,5,11,0,2,2,2,0,0,1,1,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,12,5,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,3,1,3,1,16,233.15,63.21,0.271,439.894,86.7852,0.197,391.294,0.55288,1.51654,172.829,226.477,960.319,2257.75,1.62947,48.8842,2.48345,0.62086,144.666,172.974,865.822,1953.97,11.2173,7.88134,6.37638,0.61237,0,5.24316,9.95852,6.10943,4.51916,0.37422,0,3.26816,1.73486,1.81204,531,76,12.4567,11.1061,6.66666,5.62772,4.07679,3.31184,3.90637,16,17,21,3,0,25
4.588,0,9512.82,0,2,1,3.029,249.367,249.189,-4.276,318.039,0,0,1,18,19,24,0,18,19,0,0,0,0,11,4,6,0,2,1,1,0,0,0,2,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,16,3,0,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,6,1,0,1,0,18,260.55,3.24,0.012,472.299,11.7765,0.024,405.706,0.86033,0.33333,214.699,296.423,1059.76,2964.23,1.24852,52.4382,3.83659,0.92006,168.967,199.421,1007.74,2607.96,13.121,8.63022,7.60179,1.17453,0,6.13088,11.7475,7.15103,5.60571,0.73771,0,4.01308,2.1127,2.16682,600,90,14.41,13.5395,6.43787,5.83352,3.32179,2.93858,4.38796,18,19,26,6,0,34
3.268,0,14912.5,0,2,1,0.568,363.835,363.124,-5.496,405.28,2,2,5,25,26,22,0,25,26,0,0,0,0,12,9,12,0,2,2,2,0,0,0,2,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,19,7,0,13,1,0,0,0,0,0,0,0,0,0,23,0,0,1,0,2,0,0,0,0,0,12,5,3,5,3,25,353.51,78.78,0.222,585.773,135.612,0.231,522.27,0.71831,1.02039,318.307,413.947,2580.35,6114.76,1.57973,74.2476,3.62346,0.78027,258.347,296.423,2438.55,5586.42,18.2338,11.9356,10.7853,1.79621,0,7.75079,14.7396,8.42026,6.34702,0.83106,0,3.95575,1.73727,1.80663,1896,120,21.3018,19.5632,10.9827,9.6528,8.04432,6.93712,7.5536,25,26,34,7,0,38
5.067,0,13938.5,0,2,1,3.507,318.455,318.21,-6.798,380.209,0,0,2,24,27,26,0,24,27,0,0,0,0,21,4,16,0,4,3,2,0,0,1,3,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,20,7,0,11,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,16,1,0,2,0,24,321.08,8.17,0.025,565.701,26.0021,0.045,492.165,0.73458,0.81706,351.62,474.842,2304.57,6747.81,1.19747,59.8739,3.76789,0.82179,258.546,310.764,1898.51,5129.24,16.5183,11.7372,10.5775,1.43448,0,8.72461,14.7035,9.02441,7.30065,0.94541,0,5.2652,1.82489,1.86049,1250,130,17.4156,15.4667,7.70914,6.44571,3.61836,2.9021,4.1539,24,27,38,8,0,53
4.566,0,14995.4,0,2,1,3.414,390.539,390.198,-5.429,439.519,1,4,5,27,30,30,0,27,30,0,0,0,0,22,5,6,0,4,1,3,0,0,1,3,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,26,4,0,23,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,0,6,5,4,5,4,27,361.14,106.89,0.295,622.588,173.225,0.278,543.572,0.67895,1.30071,402.749,536.955,3182.21,8563.48,1.51358,86.2745,3.45416,0.72644,299.071,354.413,2632.03,6716.58,18.8028,13.131,11.7839,1.63774,0,10.0821,16.5626,11.2102,9.25266,1.00036,0,7.52651,1.37889,1.42499,1933,144,20.28,19.1215,9.21201,8.43253,4.60941,4.13668,5.97193,27,30,42,9,0,57
2.306,0,16375.2,0,2,1,-0.622,434.595,434.235,-3.556,495.469,1,4,7,30,33,34,0,30,33,0,0,0,0,23,7,6,0,4,1,3,0,0,1,2,1,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,29,4,0,26,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,6,7,4,7,4,30,415.16,113.36,0.273,690.374,163.475,0.236,600.734,0.60935,1.73247,448.047,584.267,4329.37,10601.7,1.56506,100.164,3.17441,0.64693,340.417,398.93,3609.18,8518.96,20.9241,14.5974,12.9991,1.7807,0,10.8206,18.4236,12.1244,9.67153,1.04032,0,7.49697,1.1533,1.20715,3014,156,23.168,21.9237,11.2277,10.3472,6.2925,5.70335,7.56162,30,33,45,9,0,58
2.315,0,14371.8,0,2,1,1.058,346.401,346.099,-3.356,362.073,2,4,6,24,26,18,0,24,26,0,0,0,0,16,7,12,0,3,2,2,0,0,1,2,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,19,7,0,13,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,12,6,4,6,4,24,317.94,116.12,0.365,552.674,179.256,0.324,493.027,0.73125,0.89624,324.581,429.05,2472.81,6115.57,1.71266,71.9318,3.68872,0.80452,251.94,296.423,2147.52,5083.47,16.9409,11.6479,10.2421,1.37245,0,8.36268,13.6758,8.37887,6.25715,0.6478,0,4.50684,1.4401,1.51517,1592,122,18.7811,16.8148,9.08734,7.69337,5.01925,4.09725,5.39009,24,26,35,7,0,45
2.556,0,15486.8,0,2,1,1.34,373.469,373.146,-3.65,410.57,1,4,6,26,28,23,0,26,28,0,0,0,0,16,8,12,0,3,2,2,0,0,1,2,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,21,7,0,15,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,12,6,4,6,4,26,356.65,110.13,0.308,597.354,168.35,0.281,529.007,0.71011,1.05806,360.025,474.842,2946.98,7258.93,1.65017,80.8585,3.64237,0.7749,278.585,325.212,2584.86,6122.87,18.5183,12.5585,11.1134,1.57069,0,9.13959,15.4219,9.37312,7.2063,0.81241,0,5.26011,1.40679,1.47102,2015,132,20.727,18.5966,9.97229,8.46112,5.5177,4.51758,6.05185,26,28,38,8,0,49
3.641,0,18366.5,0,2,1,3.134,455.57,455.188,-5.552,496.729,2,5,7,32,35,29,0,32,35,0,0,0,0,22,8,12,0,4,2,3,0,0,1,3,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,27,8,0,21,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,12,6,5,7,5,32,422.46,135.99,0.321,698.731,215.152,0.307,616.465,0.72846,1.04718,485.59,632.156,4495.76,12230.3,1.60818,98.0995,3.95281,0.79056,368.406,429.05,3819.35,9963.42,22.5014,15.508,13.8943,1.97894,0,11.4543,18.6589,11.931,9.38559,1.00293,0,6.98667,1.40571,1.46167,3102,166,25.1037,22.666,12.1094,10.3976,6.7898,5.65209,7.36474,32,35,48,10,0,62
4.156,0,20236.4,0,2,0,2.596,496.661,496.24,-6.061,561.751,4,0,6,35,38,36,0,35,38,0,0,0,0,24,7,12,0,4,2,4,0,0,0,4,0,0,0,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,28,10,0,22,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,5,0,6,0,35,477.14,75.3,0.157,760.65,106.072,0.139,661.354,0.60123,1.77142,553.858,729.528,5959.68,14644.4,1.49167,105.909,3.35785,0.65464,410.98,474.842,5153.59,12138.4,25.0014,16.8281,15.1533,2.66496,0,13.5358,21.5967,14.0166,11.454,1.69469,0,9.34906,1.28372,1.33466,4578,184,28.0194,25.6081,12.6975,11.0612,6.71604,5.68328,8.09305,35,38,54,14,0,72
3.694,0,18242.5,0,2,0,2.133,440.598,440.213,-6.078,495.427,3,1,5,31,34,32,0,31,34,0,0,0,0,24,6,12,0,4,2,4,0,0,0,4,0,0,0,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,25,9,0,19,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,5,1,5,1,31,415.16,67.02,0.161,696.091,99.1949,0.142,605.425,0.61418,1.62144,477.218,632.156,4565.93,11360.8,1.48757,93.7173,3.33275,0.67271,354.371,413.947,3855.65,9193.29,21.8467,14.9855,13.491,2.26259,0,11.9205,19.0342,12.6028,10.4697,1.51834,0,8.5381,1.35128,1.40241,3148,164,24.1349,22.2128,10.9505,9.6529,5.74218,4.92799,6.91669,31,34,48,12,0,64
4.91,0,15405.2,0,2,0,5.185,360.495,360.231,-5.714,426.56,1,1,4,27,30,28,0,27,30,0,0,0,0,23,4,17,0,4,3,3,0,0,0,4,0,0,0,5,5,1,1,0,1,0,0,1,0,0,0,0,0,0,22,8,0,13,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,4,1,4,1,27,364.71,31.4,0.086,612.316,36.2146,0.059,532.889,0.76216,0.74074,402.749,536.955,3215.79,8551.9,1.29685,71.3269,4.01414,0.84421,299.071,354.413,2671.23,6705.09,18.8028,13.1522,11.6938,1.63674,0,10.1687,16.496,9.84232,7.38366,0.89268,0,5.55867,1.59052,1.63397,1954,144,20.28,17.8054,9.21201,7.56958,4.60941,3.62474,4.99184,27,30,42,9,0,57
4.344,0,14886,0,2,0,2.784,458.564,458.298,-5.65,540.392,3,2,7,32,33,37,0,32,33,0,0,0,0,12,9,6,0,2,1,2,0,0,0,2,0,0,0,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,29,4,0,26,1,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,6,5,2,7,2,32,478.29,73.39,0.153,703.233,92.3668,0.131,603.653,0.63797,1.67652,475.282,648.242,4311.39,10594.5,1.59951,110.366,3.32347,0.66469,353.151,398.93,4157.33,9886.19,24.1565,14.6488,15.8819,5.40751,0,9.52126,20.0652,11.1511,10.3494,3.12737,0,5.04537,1.74579,1.85879,3644,164,28.2388,26.1547,11.6202,10.2273,10.0346,8.75675,8.35911,32,33,49,18,0,51
5.716,0,15705.5,0,2,1,3.644,428.583,428.284,-6.376,509.194,2,0,4,31,34,37,0,31,34,0,0,1,0,22,8,6,0,4,1,2,0,0,1,3,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,29,5,0,26,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,6,3,0,4,0,31,423.74,40.62,0.095,692.944,60.58,0.087,595.59,0.74963,0.99209,477.218,632.156,4476.63,11379.5,1.39685,94.9863,3.9621,0.79974,354.371,413.947,3757.64,9216.01,21.8467,15.0108,13.4722,2.18637,0,11.3716,19.0049,12.3474,10.017,1.41846,0,7.82201,1.23408,1.27597,3079,164,24.1349,22.4442,10.9505,9.80681,5.74218,5.0234,7.10018,31,34,48,12,0,64
5.162,0,15918.5,0,2,0,5.437,374.522,374.247,-6.021,447.953,1,1,4,28,31,30,0,28,31,0,0,0,0,23,4,17,0,4,3,3,0,0,0,4,0,0,0,6,5,1,1,0,1,0,0,1,0,0,0,0,0,0,23,8,0,14,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,4,1,4,1,28,382.29,31.4,0.082,627.403,36.2146,0.057,544.938,0.7397,0.8841,424.467,568.43,3434.73,9227.2,1.28477,74.5171,3.92325,0.81609,312.765,369.16,2875.16,7298.5,19.673,13.5249,12.4431,1.94511,0,10.3377,17.3662,10.225,8.11993,1.16514,0,5.70308,1.61947,1.6622,2125,150,21.2404,18.7585,9.42768,7.80117,4.85492,3.85951,5.22636,28,31,44,10,0,59
5.856,0,26267.2,0,2,1,4.908,648.877,648.404,-10.499,766.427,3,2,7,48,53,52,0,48,53,0,0,0,0,35,12,18,0,6,3,6,0,0,1,5,0,0,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,41,12,0,32,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,18,4,2,7,2,48,632.23,81.75,0.129,996.854,117.594,0.117,862.513,0.58033,2.08999,819.502,1032.47,12068.4,31271.4,1.35548,135.548,3.49496,0.62578,620.205,713.16,9979.98,25016.2,33.1854,23.5248,20.4327,2.5274,0,17.3233,28.3252,18.2553,14.2191,1.52224,0,10.9473,1.04388,1.07449,9980,250,37.7472,33.9131,19.1844,16.4244,10.1201,8.37479,11.6042,48,53,72,15,0,97
3.708,0,14529.2,0,2,0,3.708,340.85,340.145,-3.891,368.403,1,0,4,24,27,21,0,24,27,0,0,0,0,22,3,16,0,4,3,3,0,0,1,3,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,20,7,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,3,0,4,0,24,322.07,23.78,0.073,547.845,24.3247,0.044,489.83,0.65416,1.22957,351.62,474.842,2616.72,6688.19,1.47075,66.1841,3.35538,0.73182,258.546,310.764,2113.71,5085.01,16.5183,11.7035,10.6098,1.50066,0,9.20873,14.5771,8.73471,6.81006,0.87914,0,5.02183,1.37573,1.43477,1498,130,17.4156,15.4855,7.70914,6.45762,3.90772,3.1512,4.16665,24,27,38,8,0,51
3.538,0,17203.7,0,2,1,3.191,396.911,396.037,-5.082,393.939,1,4,5,25,27,17,0,25,27,0,0,0,0,16,7,12,0,3,2,2,0,0,1,2,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,20,7,0,14,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,12,6,4,5,4,25,351.92,132.19,0.375,588.053,201.782,0.343,540.126,0.70629,1.05058,345.371,459.5,2714.1,6671.93,1.87496,78.7487,3.59326,0.77376,265.211,310.764,2376.71,5587.06,17.8112,12.0417,10.864,1.66112,0,8.77336,15.5488,9.8421,8.00278,0.97286,0,5.84299,1.42324,1.49118,1809,128,19.7531,18.3152,9.27392,8.26622,5.25848,4.57634,6.05591,25,27,37,8,0,47
3.479,0,14683.7,0,2,1,3.317,381.533,381.209,-4.1,457.187,1,4,6,26,27,31,0,26,27,0,0,0,0,10,12,6,0,2,1,1,0,0,1,1,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,23,4,0,20,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,6,6,4,6,4,26,387.32,110.13,0.284,642.131,168.35,0.262,559.311,0.74693,1,332.611,429.05,2675.45,6689.86,1.55568,88.6742,3.70043,0.78725,271.591,310.764,2551.63,6138.79,18.9409,12.5621,10.535,1.37245,0,8.31978,16.5706,10.3383,7.64439,0.73787,0,5.47666,1.75452,1.83901,1979,124,22.2908,21.0546,11.7551,10.7914,6.84297,6.15956,8.73883,26,27,35,7,0,44
5.371,0,16920.3,0,2,0,5.646,382.501,382.216,-6.386,430.098,1,1,4,29,33,26,0,29,33,0,0,0,0,28,4,22,0,5,4,3,0,0,0,5,0,0,0,3,3,1,1,0,1,0,0,1,0,0,0,0,0,0,23,10,0,11,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,22,4,1,4,1,29,366.78,31.4,0.085,628.956,36.2146,0.057,551.627,0.66245,1.24137,454.957,600.168,4006.37,10648.5,1.30303,71.6669,3.6166,0.74446,333.703,398.93,3169.45,7904.08,19.6312,14.314,12.5219,1.48316,0,11.2735,16.8054,10.4351,7.61428,0.76372,0,5.90897,1.42066,1.4568,2398,158,20.8779,17.9527,9.6465,7.72227,4.62109,3.51742,4.78054,29,33,46,9,0,64
2.996,0,14614.1,1,2,1,2.996,350.517,350.248,-7.758,435.596,0,1,2,26,29,32,0,26,29,1,0,0,2,21,5,12,9,4,2,3,0,0,1,3,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,23,6,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,2,0,0,12,1,1,2,1,26,356.36,20.23,0.056,581.172,41.4996,0.071,501.069,0.66512,1.28883,400.414,552.659,2674.9,7958.5,1.20213,69.7238,3.4116,0.7258,285.467,339.763,2215.63,6184.72,18.2005,12.5596,11.5907,2.21653,0,10.3671,16.1426,10.1133,9.0279,1.8703,0,7.48597,1.66778,1.69315,1518,144,19.3222,17.7579,7.78799,6.8274,3.56033,3.03079,4.66308,26,29,43,13,0,61
1.251,0,13480.5,0,2,1,0.186,359.463,359.221,-3.057,424.624,3,1,6,26,28,29,0,26,28,0,0,0,0,15,8,6,0,3,1,3,1,0,0,2,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,23,5,0,20,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,6,5,1,6,2,26,363.87,75.87,0.208,597.945,119.142,0.199,516.271,0.65998,1.37121,360.025,474.842,3096.74,7246.73,1.47536,81.145,3.32922,0.70828,278.585,325.212,2700.36,6106.4,18.5183,12.5417,11.1458,1.62648,0.28867,8.87317,15.5246,9.58169,7.32051,0.84392,0.28867,4.7592,1.27325,1.33357,2196,132,20.727,19.0142,9.97229,8.75244,6.54222,5.61891,6.40078,26,28,38,8,1,45
3.685,0,13865.5,0,2,0,4.098,318.415,318.184,-4.261,362.38,1,1,4,24,27,22,0,24,27,0,0,0,0,23,3,17,0,4,3,3,0,0,0,4,0,0,0,3,3,1,1,0,1,0,0,1,0,0,0,0,0,0,19,8,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,17,4,1,4,1,24,310.65,31.4,0.101,548.545,36.2146,0.066,480.553,0.65472,1.2133,345.371,459.5,2605.48,6693.45,1.33777,61.5378,3.37165,0.73537,258.546,310.764,2103.73,5088.41,16.3551,11.7928,10.4358,1.29554,0,8.97787,13.9436,8.43826,6.33785,0.70216,0,4.66377,1.49159,1.53713,1488,128,17.4156,14.9681,8.13148,6.49418,4.23323,3.22019,4.05023,24,27,37,7,0,49
3.169,0,18615.4,0,2,0,2.002,469.553,469.167,-4.073,481.928,5,0,8,33,37,27,0,33,37,0,0,0,0,26,6,12,0,5,2,3,0,0,2,3,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,27,10,0,21,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,12,6,0,8,0,33,419.93,95.61,0.227,679.201,128.036,0.188,596.536,0.72121,1.03832,552.273,745.95,5407.87,13780.5,1.66046,99.6278,4.00607,0.79416,390.118,459.5,4336.78,10613.9,23.1646,15.875,14.943,2.706,0,13.0658,19.3833,12.8084,10.6488,1.55338,0,8.59591,1.06119,1.1221,3721,184,24.6837,22.0626,10.166,8.55047,4.73372,3.83571,5.71652,33,37,55,15,0,78
4.454,0,14892,0,2,0,4.729,346.469,346.216,-5.268,405.166,1,1,4,26,29,26,0,26,29,0,0,0,0,23,3,17,0,4,3,3,0,0,0,4,0,0,0,5,5,1,1,0,1,0,0,1,0,0,0,0,0,0,21,8,0,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,17,4,1,4,1,26,348.86,31.4,0.09,587.536,36.2146,0.061,512.378,0.73712,0.84615,387.726,521.319,3002.92,7902.99,1.30969,68.1039,3.85428,0.81998,285.467,339.763,2472.29,6138.25,18.0956,12.6142,11.4808,1.69311,0,9.98935,15.7889,9.28166,7.17655,0.9293,0,5.38431,1.56615,1.61042,1785,140,19.3222,16.8558,8.56632,6.96284,4.3795,3.40602,4.51399,26,29,41,9,0,55
