Index,Name,Muscarinic acetylcholine receptor M3,ALogP98,ALogP98_Unknown,Apol,FormalCharge,CoordDimension,IsChiral,LogD,Molecular_Weight,Molecular_Mass,Molecular_Solubility,VSA_TotalArea,HBA_Count,HBD_Count,NPlusO_Count,Num_Atoms,Num_Bonds,Num_Hydrogens,Num_ExplicitHydrogens,Num_ExplicitAtoms,Num_ExplicitBonds,Num_PositiveAtoms,Num_NegativeAtoms,Num_SpiroAtoms,Num_BridgeHeadAtoms,Num_RingBonds,Num_RotatableBonds,Num_AromaticBonds,Num_BridgeBonds,Num_Rings,Num_AromaticRings,Num_RingAssemblies,Num_Rings3,Num_Rings4,Num_Rings5,Num_Rings6,Num_Rings7,Num_Rings8,Num_Rings9Plus,Num_Chains,Num_ChainAssemblies,Num_Fragments,Num_ComplexedFragments,Num_MetalAtoms,Num_SGroups,Num_Superatoms,Num_Isotopes,Num_CustomData,Num_PiBonds,Num_RepeatUnits,Num_V3000Templates,Num_RGroupFragments,Num_StereoAtoms,Num_StereoBonds,Num_SingleBonds,Num_DoubleBonds,Num_TripleBonds,Num_AliphaticSingleBonds,Num_AliphaticDoubleBonds,Num_UnknownStereoAtoms,Num_UnknownStereoBonds,Num_DativeBonds,Num_HydrogenBonds,Num_AlleneStereoCenters,Num_AtropisomerCenters,Num_AxialStereoCenters,Num_TrueAlleneStereoCenters,Num_TrueAtropisomerCenters,Num_AtomClasses,Num_Macro_Chains,Num_Macro_Residues,Num_TerminalRotomers,Num_TrueStereoAtoms,Num_UnknownTrueStereoAtoms,Num_PseudoStereoAtoms,Num_UnknownPseudoStereoAtoms,Num_MesoStereoAtoms,Num_EnhancedStereoAtoms,Num_QueryAtoms,Num_QueryBonds,Num_H_Acceptors,Num_H_Donors,Num_H_Acceptors_Lipinski,Num_H_Donors_Lipinski,Organic_Count,Molecular_SurfaceArea,Molecular_PolarSurfaceArea,Molecular_FractionalPolarSurfaceArea,Molecular_SASA,Molecular_PolarSASA,Molecular_FractionalPolarSASA,Molecular_SAVol,BIC,CIC,E_ADJ_equ,E_ADJ_mag,E_DIST_equ,E_DIST_mag,IAC_Mean,IAC_Total,IC,SIC,V_ADJ_equ,V_ADJ_mag,V_DIST_equ,V_DIST_mag,CHI_0,CHI_1,CHI_2,CHI_3_C,CHI_3_CH,CHI_3_P,CHI_V_0,CHI_V_1,CHI_V_2,CHI_V_3_C,CHI_V_3_CH,CHI_V_3_P,JX,JY,Wiener,Zagreb,Kappa_1,Kappa_1_AM,Kappa_2,Kappa_2_AM,Kappa_3,Kappa_3_AM,PHI,SC_0,SC_1,SC_2,SC_3_C,SC_3_CH,SC_3_P
206,371448,9.02,4.72,0,"18,394",0,2,1,3.182,425.565,425.247,-6.541,490.186,1,1,4,32,36,31,0,32,36,0,0,0,0,30,5,18,0,5,3,5,0,0,1,3,1,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,26,10,0,17,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,18,2,1,4,1,32,407.54,35.58,0.087,684.834,48.8281,0.071,597.611,0.58816,1.75122,508.154,664.386,"4,805.30","13,018.90",1.32742,83.6277,3.24877,0.64975,375.899,444.235,"3,854.80","9,939.89",21.8049,15.7439,13.8265,1.75975,0,12.015,18.49,11.7065,9.0419,1.03632,0,7.00189,1.32227,1.35893,"2,980",172,23.7284,20.7738,11.16,9.17211,5.48204,4.31195,5.95437,32,36,50,11,0,69
207,371449,8.49,4.626,0,"18,394",0,2,0,3.303,425.565,425.247,-6.628,490.186,1,1,4,32,36,31,0,32,36,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,26,10,0,17,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,32,410.99,35.58,0.086,679.55,48.8281,0.071,593.012,0.63839,1.47378,515.283,680.587,"4,844.69","13,003.40",1.32742,83.6277,3.52621,0.70524,375.899,444.235,"3,902.79","9,927.21",21.9681,15.6378,14.1067,2.04842,0,12.0937,18.7056,11.6172,9.1918,1.20299,0,7.00841,1.28979,1.32568,"3,070",174,23.7284,20.7738,10.7266,8.79306,5.32653,4.18399,5.7083,32,36,51,12,0,70
208,371450,8.1,3.393,0,"18,314",0,2,0,1.831,426.553,426.242,-5.845,484.707,1,2,5,32,36,30,0,32,36,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,26,10,0,17,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,3,2,5,3,32,409.9,61.6,0.15,674.814,101.36,0.15,589.249,0.63839,1.47378,515.283,680.587,"4,844.69","13,003.40",1.38018,85.5715,3.52621,0.70524,375.899,444.235,"3,902.79","9,927.21",21.9681,15.6378,14.1067,2.04842,0,12.0937,18.2829,11.4058,8.94779,1.13255,0,6.87697,1.28812,1.32616,"3,070",174,23.7284,20.5848,10.7266,8.67292,5.32653,4.11471,5.57907,32,36,51,12,0,70
209,371454,7.49,4.078,0,"17,367.50",0,2,1,2.618,397.512,397.215,-5.659,447.4,1,1,4,30,34,27,0,30,34,0,0,0,0,28,5,18,0,5,3,5,0,0,2,3,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,24,10,0,15,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,18,2,1,4,1,30,375.61,35.58,0.094,635.274,48.8281,0.076,556.588,0.59327,1.66796,477.218,632.156,"4,172.63","11,428.20",1.35309,77.1264,3.23892,0.66007,347.69,413.947,"3,308.09","8,571.52",20.3907,14.7439,13.1313,1.75975,0,11.4638,17.0758,10.7065,8.35864,1.03632,0,6.45915,1.35225,1.39223,"2,473",164,21.8253,18.8894,9.86805,7.95944,4.71552,3.62576,5.01164,30,34,48,11,0,67
210,371456,5.69,6.26,0,"18,931.40",0,2,0,4.714,495.536,495.213,-7.484,517.015,2,1,5,36,40,28,0,36,40,0,0,0,0,29,7,18,0,5,3,5,0,0,1,4,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,30,10,0,21,1,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,18,3,1,5,1,36,443.23,44.81,0.101,717.76,54.8588,0.076,630.345,0.64082,1.55322,600.295,795.526,"6,270.90","16,522.90",1.61372,103.278,3.61669,0.69956,433.211,505.754,"5,187.49","12,991.80",25.1751,17.3222,16.6324,3.52453,0,12.8412,19.7477,12.0924,9.39796,1.21884,0,7.05795,1.22006,1.27457,"4,431",196,27.5625,24.3395,12.0273,9.9493,6.78186,5.42181,6.7267,36,40,58,16,0,75
211,371457,6.38,4.019,0,"17,810.30",0,2,0,2.695,436.548,436.226,-6.477,488.834,1,1,5,33,37,28,0,33,37,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,26,10,1,17,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,3,1,5,1,33,421.17,59.37,0.14,683.151,89.2646,0.13,601.652,0.62902,1.51261,530.912,696.846,"5,188.75","13,840.40",1.38628,84.5631,3.53178,0.70014,390.118,459.5,"4,212.21","10,650.80",22.6751,16.1758,14.2758,1.96387,0,12.5175,18.6528,11.5908,9.01493,1.11966,0,6.98201,1.27873,1.31559,"3,384",178,24.6837,21.2375,11.3728,9.08965,5.55555,4.2238,5.84975,33,37,52,12,0,72
212,371460,8.55,4.551,0,"18,009.20",0,2,0,2.999,447.52,447.212,-6.509,478.967,1,1,4,33,37,27,0,33,37,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,27,10,0,18,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,33,408.47,35.58,0.087,678.253,48.8281,0.071,595.534,0.61369,1.63558,538.091,713.16,"5,151.30","13,852.70",1.51491,90.8946,3.40881,0.67576,390.118,459.5,"4,180.50","10,661.90",22.8383,16.0316,14.7167,2.3371,0,12.5948,18.3842,11.4058,8.97009,1.16231,0,6.90962,1.31587,1.36481,"3,308",180,24.6837,21.5881,10.9477,8.94494,5.55555,4.35251,5.85165,33,37,53,13,0,72
213,371461,6.94,4.107,0,"19,596.80",0,2,0,2.555,471.591,471.252,-6.304,534.715,3,1,6,35,39,33,0,35,39,0,0,0,0,29,7,18,0,5,3,5,0,0,1,4,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,29,10,0,20,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,18,4,1,6,1,35,456.67,54.04,0.118,732.426,60.8895,0.083,638.736,0.61469,1.67797,569.653,745.95,"5,822.06","15,627.80",1.42781,97.0912,3.4513,0.67286,418.776,490.261,"4,790.49","12,206.40",24.2525,17.1077,15.0549,2.168,0,13.4113,20.4447,12.2526,9.41331,1.1724,0,7.40121,1.32262,1.3743,"3,916",188,26.6009,23.5471,12.24,10.1997,6.0277,4.82387,6.86212,35,39,55,13,0,76
214,371463,7.27,5.082,0,"18,586.60",0,2,0,3.759,479.537,479.218,-7.364,505.447,1,1,4,35,39,28,0,35,39,0,0,0,0,29,6,18,0,5,3,5,0,0,1,4,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,29,10,0,20,1,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,18,2,1,4,1,35,431.77,35.58,0.082,701.07,48.8281,0.069,615.44,0.63534,1.56202,584.266,778.949,"5,853.74","15,601.90",1.55312,97.847,3.56725,0.69546,418.776,490.261,"4,814.17","12,185.70",24.4681,16.8491,16.0645,3.27011,0,13.0562,19.3395,11.9341,9.40089,1.2538,0,7.18024,1.24944,1.29844,"4,018",192,26.6009,23.4232,11.3961,9.37903,6.0277,4.77731,6.27677,35,39,57,16,0,76
215,371483,8.36,4.345,0,"17,944.90",0,2,0,2.794,429.529,429.222,-6.282,473.88,1,1,4,32,36,28,0,32,36,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,26,10,0,17,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,32,400.02,35.58,0.088,669.153,48.8281,0.072,586.317,0.63839,1.47378,515.283,680.587,"4,844.69","13,003.40",1.44451,86.6706,3.52621,0.70524,375.899,444.235,"3,902.79","9,927.21",21.9681,15.6378,14.1067,2.04842,0,12.0937,18.0835,11.3062,8.83267,1.09932,0,6.81496,1.28558,1.32722,"3,070",174,23.7284,20.7077,10.7266,8.75095,5.32653,4.15968,5.66287,32,36,51,12,0,70
216,371484,8.17,5.215,0,"19,500.80",0,2,0,3.663,481.965,481.173,-7.299,498.398,1,1,4,34,38,26,0,34,38,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,28,10,0,19,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,34,431.54,35.58,0.082,699.658,48.8281,0.069,624.379,0.6227,1.60967,561.087,745.95,"5,481.16","14,719.30",1.61775,97.0652,3.47778,0.68359,404.411,474.842,"4,484.15","11,414.70",23.7085,16.4255,15.3505,2.62577,0,12.9151,19.4407,11.8835,9.55084,1.35129,0,7.19092,1.30099,1.35183,"3,622",186,25.6413,22.8136,11.1709,9.35445,5.79693,4.6856,6.27672,34,38,55,14,0,74
217,371488,8.57,3.592,0,"18,568.40",0,2,0,2.495,423.594,423.144,-6.225,445.728,1,1,4,29,33,25,0,29,33,0,0,0,0,27,5,16,0,5,3,5,0,0,3,2,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,25,8,0,16,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,2,1,4,1,29,386.89,92.06,0.237,649.039,134.458,0.207,583.583,0.59932,1.62625,461.799,616.131,"4,005.52","10,645.70",1.55316,83.8707,3.23173,0.66524,333.703,398.93,"3,124.93","7,909.06",19.6836,14.2439,12.7659,1.75975,0,11.2734,17.923,11.9348,9.80629,1.22321,0,8.18258,1.25151,1.30074,"2,342",160,20.8779,18.8519,9.24038,7.93575,4.34527,3.60674,5.15876,29,33,47,11,0,66
218,371489,6.82,4.782,0,"18,907.20",0,2,0,3.23,439.592,439.262,-6.917,511.579,1,1,4,33,37,33,0,33,37,0,0,0,0,29,7,18,0,5,3,5,0,0,1,4,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,27,10,0,18,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,33,426,35.58,0.083,709.614,48.8281,0.068,618.123,0.56145,1.92572,523.672,680.587,"5,217.40","13,860.80",1.31558,86.8287,3.11867,0.61824,390.118,459.5,"4,212.60","10,665.80",22.512,16.1902,14.4863,2.06205,0,11.9358,19.1971,12.1207,9.65605,1.32947,0,7.12352,1.24962,1.28378,"3,412",176,24.6837,21.7209,11.8231,9.79839,6.61157,5.2816,6.44939,33,37,51,11,0,66
219,371491,8.32,4.756,0,"18,073.40",0,2,0,3.205,465.51,465.203,-6.694,484.054,1,1,4,34,38,26,0,34,38,0,0,0,0,29,5,18,0,5,3,5,0,0,1,4,0,0,0,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,28,10,0,19,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,34,416.91,35.58,0.085,687.352,48.8281,0.071,604.751,0.6227,1.60967,561.087,745.95,"5,481.16","14,719.30",1.57183,94.3103,3.47778,0.68359,404.411,474.842,"4,484.15","11,414.70",23.7085,16.4255,15.3505,2.62577,0,12.9151,18.6848,11.5055,9.11441,1.2253,0,6.95582,1.30055,1.35347,"3,622",186,25.6413,22.4711,11.1709,9.14065,5.79693,4.55754,6.0412,34,38,55,14,0,74
220,371497,6.03,2.556,0,"13,998",0,2,0,0.997,335.443,335.2,-3.948,387.051,1,1,4,25,28,25,0,25,28,0,0,0,0,23,3,12,0,4,2,4,0,0,1,3,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,7,0,15,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,2,1,4,1,25,325.8,35.58,0.109,556.151,48.8281,0.087,484.333,0.64404,1.34039,372.738,505.754,"2,514.18","7,337.54",1.38205,69.1029,3.30346,0.71136,271.958,325.212,"2,071.45","5,641.74",17.2778,12.1883,10.9724,1.64017,0,9.55112,14.6891,9.07324,7.22988,0.98396,0,5.65073,1.65907,1.71169,"1,384",136,18.3673,16.1554,7.93499,6.52452,3.70408,2.91074,4.21624,25,28,40,10,0,56
221,371504,7,4.229,0,"17,367.50",0,2,0,4.175,397.512,397.215,-5.674,447.4,1,1,4,30,34,27,0,30,34,0,0,0,0,29,4,18,0,5,3,5,0,0,1,4,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,24,10,0,15,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,2,1,4,1,30,373.63,35.58,0.095,635.274,48.8281,0.076,556.588,0.56884,1.8013,477.218,632.156,"4,168.40","11,424.50",1.35309,77.1264,3.10558,0.6329,347.69,413.947,"3,306.59","8,569.31",20.3907,14.7608,13.0254,1.68483,0,11.6236,17.0758,10.7603,8.2492,0.9467,0,6.54847,1.35609,1.39528,"2,462",164,21.8253,18.7393,9.86805,7.86484,4.57785,3.46365,4.91272,30,34,48,11,0,68
222,371515,8.76,4.078,0,"19,081.70",0,2,0,3.209,437.621,437.16,-6.761,467.122,1,1,4,30,34,27,0,30,34,0,0,0,0,27,5,16,0,5,3,5,0,0,3,2,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,26,8,0,17,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,16,2,1,4,1,30,406.31,92.06,0.226,668.534,134.458,0.201,599.496,0.66397,1.30398,484.115,648.242,"4,290.16","11,398.20",1.53155,87.2988,3.60291,0.73425,347.69,413.947,"3,379.50","8,550.34",20.5538,14.6378,13.3996,2.04842,0,11.5937,18.8457,12.3455,10.3097,1.38988,0,8.42224,1.24223,1.28968,"2,594",166,21.8253,19.7922,9.46938,8.17421,4.57785,3.82944,5.39286,30,34,49,12,0,68
223,376865,4.74,-1.072,0,"5,794.40",1,2,1,-1.072,174.261,174.149,-1.981,241.763,2,0,3,12,12,20,0,12,12,1,0,0,0,6,2,0,0,1,0,1,0,0,0,1,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,0,0,0,2,0,3,0,12,207.08,18.46,0.089,362.918,18.0595,0.049,308.321,0.84298,0.5629,113.546,172.974,359.152,986.969,1.34475,43.0321,3.02205,0.84298,93.6032,110.039,391.271,986.588,9.19023,5.47214,5.90258,2.05345,0,2.94604,8.53973,4.50871,4.57906,1.68041,0,1.83241,2.17551,2.36611,202,58,10.0833,9.96417,3.80622,3.72733,4,3.9149,3.09498,12,12,17,6,0,15
224,382415,5,3.344,0,"8,513.68",0,2,0,3.436,260.262,260.022,-5.278,246.675,1,0,2,18,19,6,0,18,19,0,0,0,0,11,3,11,0,2,2,2,0,0,1,1,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,12,5,2,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,18,239.43,64.91,0.271,442.344,114.128,0.258,405.797,0.67021,0.93082,209.491,282.193,"1,164.87","2,948.91",1.76765,42.4236,3.23909,0.77677,168.967,199.421,"1,087.25","2,595.18",12.9578,8.70703,7.48328,1.10517,0,5.92576,9.8916,5.82082,4.29315,0.48785,0,2.84143,2.21754,2.30555,683,88,14.41,12.2231,6.9632,5.39484,4.26666,3.13508,3.66342,18,19,25,5,0,30
225,389011,5,1.127,0,"14,046.80",0,2,1,-0.434,369.479,369.172,-2.884,418.206,4,2,7,25,26,27,0,25,26,0,0,0,0,11,7,6,0,2,1,2,0,0,1,1,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,20,6,0,17,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,6,6,2,7,3,25,366.49,110.11,0.3,596.747,178.566,0.299,517.262,0.80469,0.62039,336.856,459.5,"2,283.03","6,152.94",1.64998,85.7991,4.02346,0.8664,258.347,296.423,"2,179.44","5,627.54",18.6125,11.8341,10.6434,2.27581,0,8.99697,15.857,10.2132,8.37508,1.30038,0,6.47889,2.12341,2.25927,"1,539",126,21.3018,19.6817,9.27392,8.15924,5.04166,4.31261,6.42349,25,26,37,11,0,48
226,391418,6.67,8.056,0,"24,418.70",0,2,0,2.709,634.978,634.519,-12.576,831.792,2,2,6,46,49,66,0,46,49,0,0,0,0,24,23,12,0,4,2,4,0,0,0,4,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,43,6,0,37,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,6,2,6,2,46,668.11,49,0.073,"1,083.31",49.1377,0.045,920.697,0.48899,2.6965,687.427,828.827,"11,720.70","26,053.70",1.2555,140.617,2.82705,0.51181,572.435,648.242,"10,407.40","22,577.50",32.0747,22.7458,18.1739,1.48316,0,14.9721,29.455,18.8476,13.9531,1.04645,0,10.5692,0.8883,0.91448,"13,079",218,38.7963,37.0259,24.2,22.7124,15.6217,14.4731,18.2815,46,49,60,8,0,73
227,394145,8.89,4.488,0,"11,038",0,2,0,4.487,300.442,300.231,-3.717,361.532,2,0,4,22,25,28,0,22,25,0,0,0,0,21,3,6,0,4,1,4,1,0,1,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,22,298.94,32.26,0.107,537.699,35.3529,0.065,461.25,0.55155,1.80792,316.2,429.05,"1,956.84","5,644.42",1.29056,64.5282,2.6515,0.59458,232.024,282.193,"1,521.96","4,192.56",14.9409,10.8265,9.55192,1.13128,0.28867,8.01117,13.8515,9.21172,7.2237,0.65067,0.28867,5.07674,1.65782,1.72533,982,120,15.5232,14.2836,6.85714,6.05389,3.59168,3.09036,3.93051,22,25,35,7,1,46
228,394148,7.1,4.944,0,"11,551.30",0,2,0,4.944,314.468,314.247,-4.216,382.925,2,0,4,23,26,30,0,23,26,0,0,0,0,22,3,6,0,4,1,4,1,0,0,2,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,23,3,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,23,314.91,32.26,0.102,562.479,35.3529,0.062,481.762,0.53811,1.90939,330.763,444.235,"2,142.27","6,183.09",1.27664,67.6624,2.61416,0.57789,245.233,296.423,"1,700.56","4,649.87",15.6481,11.3265,9.90547,1.13128,0.28867,8.26117,14.5586,9.71172,7.57726,0.65067,0.28867,5.32674,1.64249,1.70752,"1,117",124,16.4674,15.2219,7.48611,6.65951,3.9837,3.45821,4.40742,23,26,36,7,1,47
229,394150,7.4,5.4,0,"12,064.60",0,2,0,5.4,328.495,328.263,-4.716,404.318,2,0,4,24,27,32,0,24,27,0,0,0,0,23,3,6,0,4,1,4,1,0,0,1,2,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,24,3,0,21,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,24,330.87,32.26,0.097,587.258,35.3529,0.06,502.273,0.52455,2.01102,345.371,459.5,"2,358.49","6,745.48",1.2638,70.7733,2.57393,0.56138,258.546,310.764,"1,874.22","5,134.59",16.3551,11.8265,10.259,1.13128,0.28867,8.51117,15.2657,10.2117,7.93081,0.65067,0.28867,5.57674,1.63746,1.70039,"1,255",128,17.4156,16.1648,8.13148,7.283,4.41145,3.86246,4.90536,24,27,37,7,1,48
230,394157,7.7,4.356,0,"11,038",0,2,0,4.356,300.442,300.231,-3.427,361.532,2,0,4,22,25,28,0,22,25,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,22,300.63,32.26,0.107,528.006,35.3529,0.066,452.787,0.67465,1.21613,322.128,444.235,"1,957.50","5,643.56",1.29056,64.5282,3.24329,0.72728,232.024,282.193,"1,548","4,189.66",15.1041,10.7203,9.84404,1.41995,0.28867,8.02158,14.0146,9.10557,7.53971,0.93935,0.28867,5.03479,1.63356,1.70008,"1,000",122,15.5232,14.2836,6.48148,5.70979,3.44047,2.95654,3.7071,22,25,36,8,1,47
231,394158,7.49,4.759,0,"11,551.30",0,2,0,4.759,314.468,314.247,-4.099,383.12,2,0,4,23,26,30,0,23,26,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,23,3,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,23,325.31,32.26,0.099,540.848,35.3529,0.065,462.74,0.64915,1.36998,348.78,490.261,"2,145.18","6,179.12",1.27664,67.6624,3.15357,0.69714,245.233,296.423,"1,718.59","4,646.58",16.0267,11.0336,10.8399,2.33838,0.28867,8.24089,14.9373,9.41883,8.54982,1.85778,0.28867,5.20846,1.62777,1.69198,"1,133",130,16.4674,15.2219,6.37869,5.64129,3.66513,3.17418,3.73354,23,26,39,11,1,49
232,394159,6.8,3.334,0,"10,869.60",0,2,0,3.334,302.415,302.211,-2.528,350.837,2,1,5,22,25,26,0,22,25,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,5,1,5,1,22,295.97,52.49,0.177,518.146,70.8544,0.136,446.007,0.67465,1.21613,322.128,444.235,"1,957.50","5,643.56",1.42458,68.3799,3.2433,0.72729,232.024,282.193,"1,548","4,189.66",15.1041,10.7203,9.84403,1.41995,0.28867,8.02158,13.4618,8.78641,7.08836,0.77977,0.28867,4.83295,1.62804,1.70188,"1,000",122,15.5232,14.2462,6.48148,5.68692,3.44047,2.94238,3.68258,22,25,36,8,1,47
233,394161,6.7,4.684,0,"10,454.40",0,2,0,4.683,365.311,364.126,-4.198,369.778,2,0,4,22,25,25,0,22,25,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,22,314.44,32.26,0.102,540.901,35.3529,0.065,485.303,0.67465,1.21613,322.128,444.235,"1,957.50","5,643.56",1.43579,67.4824,3.2433,0.72729,232.024,282.193,"1,548","4,189.66",15.1041,10.7203,9.84403,1.41995,0.28867,8.02158,14.9786,9.66211,8.32678,1.21762,0.28867,5.38678,1.62889,1.69447,"1,000",122,15.5232,14.7334,6.48148,5.98664,3.44047,3.12878,4.00925,22,25,36,8,1,47
234,394166,6.1,3.735,0,"10,454.40",0,2,0,3.735,311.425,311.211,-3.37,360.18,2,0,5,23,26,25,0,23,26,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,1,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,23,311.25,56.05,0.18,531.607,75.7894,0.142,461.427,0.64979,1.30434,336.856,459.5,"2,174.05","6,177.18",1.36069,65.3135,3.21921,0.71165,245.233,296.423,"1,747.64","4,643.62",15.8112,11.2583,10.0131,1.3354,0.28867,8.46086,13.9618,9.0405,7.26056,0.79501,0.28867,5.03479,1.61376,1.68125,"1,153",126,16.4674,14.7428,7.08692,5.99246,3.66513,2.99284,3.84111,23,26,37,8,1,49
235,394167,6.75,4.274,0,"10,589",0,2,0,4.274,304.406,304.206,-3.336,345.225,2,0,4,22,25,25,0,22,25,0,0,0,0,20,3,6,0,4,1,4,1,1,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,22,290.22,32.26,0.111,517.61,35.3529,0.068,446.092,0.67465,1.21613,322.128,444.235,"1,957.50","5,643.56",1.43579,67.4824,3.2433,0.72729,232.024,282.193,"1,548","4,189.66",15.1041,10.7203,9.84403,1.41995,0.28867,8.02158,13.3926,8.74643,7.03182,0.75978,0.28867,4.80766,1.62594,1.70287,"1,000",122,15.5232,14.2181,6.48148,5.66979,3.44047,2.93178,3.66425,22,25,36,8,1,47
