Index,Name,Muscarinic acetylcholine receptor M3,ALogP98,ALogP98_Unknown,Apol,FormalCharge,CoordDimension,IsChiral,LogD,Molecular_Weight,Molecular_Mass,Molecular_Solubility,VSA_TotalArea,HBA_Count,HBD_Count,NPlusO_Count,Num_Atoms,Num_Bonds,Num_Hydrogens,Num_ExplicitHydrogens,Num_ExplicitAtoms,Num_ExplicitBonds,Num_PositiveAtoms,Num_NegativeAtoms,Num_SpiroAtoms,Num_BridgeHeadAtoms,Num_RingBonds,Num_RotatableBonds,Num_AromaticBonds,Num_BridgeBonds,Num_Rings,Num_AromaticRings,Num_RingAssemblies,Num_Rings3,Num_Rings4,Num_Rings5,Num_Rings6,Num_Rings7,Num_Rings8,Num_Rings9Plus,Num_Chains,Num_ChainAssemblies,Num_Fragments,Num_ComplexedFragments,Num_MetalAtoms,Num_SGroups,Num_Superatoms,Num_Isotopes,Num_CustomData,Num_PiBonds,Num_RepeatUnits,Num_V3000Templates,Num_RGroupFragments,Num_StereoAtoms,Num_StereoBonds,Num_SingleBonds,Num_DoubleBonds,Num_TripleBonds,Num_AliphaticSingleBonds,Num_AliphaticDoubleBonds,Num_UnknownStereoAtoms,Num_UnknownStereoBonds,Num_DativeBonds,Num_HydrogenBonds,Num_AlleneStereoCenters,Num_AtropisomerCenters,Num_AxialStereoCenters,Num_TrueAlleneStereoCenters,Num_TrueAtropisomerCenters,Num_AtomClasses,Num_Macro_Chains,Num_Macro_Residues,Num_TerminalRotomers,Num_TrueStereoAtoms,Num_UnknownTrueStereoAtoms,Num_PseudoStereoAtoms,Num_UnknownPseudoStereoAtoms,Num_MesoStereoAtoms,Num_EnhancedStereoAtoms,Num_QueryAtoms,Num_QueryBonds,Num_H_Acceptors,Num_H_Donors,Num_H_Acceptors_Lipinski,Num_H_Donors_Lipinski,Organic_Count,Molecular_SurfaceArea,Molecular_PolarSurfaceArea,Molecular_FractionalPolarSurfaceArea,Molecular_SASA,Molecular_PolarSASA,Molecular_FractionalPolarSASA,Molecular_SAVol,BIC,CIC,E_ADJ_equ,E_ADJ_mag,E_DIST_equ,E_DIST_mag,IAC_Mean,IAC_Total,IC,SIC,V_ADJ_equ,V_ADJ_mag,V_DIST_equ,V_DIST_mag,CHI_0,CHI_1,CHI_2,CHI_3_C,CHI_3_CH,CHI_3_P,CHI_V_0,CHI_V_1,CHI_V_2,CHI_V_3_C,CHI_V_3_CH,CHI_V_3_P,JX,JY,Wiener,Zagreb,Kappa_1,Kappa_1_AM,Kappa_2,Kappa_2_AM,Kappa_3,Kappa_3_AM,PHI,SC_0,SC_1,SC_2,SC_3_C,SC_3_CH,SC_3_P
78,335528,8.1,2.356,0,"12,751.50",0,2,1,2.324,349.426,349.179,-4.764,389.72,3,0,5,26,29,23,0,26,29,0,0,0,2,21,5,12,9,4,2,3,0,0,0,4,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,6,1,16,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,12,5,1,5,1,26,336.87,58.48,0.173,563.378,81.76,0.145,491.694,0.64012,1.36576,394.108,536.955,"2,698.91","7,956.48",1.47112,72.0853,3.33467,0.70943,285.467,339.763,"2,226.61","6,183.58",18.0373,12.6616,11.3134,1.93969,0,10.3493,14.9288,9.04121,7.07937,0.99702,0,5.65933,1.73685,1.80082,"1,551",142,19.3222,17.1687,8.16326,6.8054,3.8058,3.04473,4.49385,26,29,42,12,0,59
79,335529,9,1.767,0,"12,751.50",0,2,1,1.69,349.426,349.179,-4.747,389.958,3,0,5,26,29,23,0,26,29,0,0,0,2,21,5,12,9,4,2,3,0,0,0,4,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,6,1,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,12,5,1,5,1,26,340.56,58.48,0.171,563.378,81.76,0.145,491.694,0.64012,1.36576,394.108,536.955,"2,698.91","7,956.48",1.47112,72.0853,3.33467,0.70943,285.467,339.763,"2,226.61","6,183.58",18.0373,12.6616,11.3134,1.93969,0,10.3493,14.9288,9.01421,7.09762,1.01581,0,5.69469,1.73762,1.8005,"1,551",142,19.3222,17.1687,8.16326,6.8054,3.8058,3.04473,4.49385,26,29,42,12,0,59
80,341194,5.62,1.632,0,"10,312.30",1,2,0,1.632,281.758,281.106,-5.426,333.91,2,1,4,19,19,18,0,19,19,1,0,0,0,6,6,6,0,1,1,1,0,0,0,1,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,14,4,1,11,1,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,6,2,1,4,1,19,298.15,38.33,0.128,492.646,53.9553,0.109,438.567,0.6654,1.15789,209.491,282.193,"1,279.20","2,932.48",1.63211,60.3882,3.09003,0.72742,175.251,199.421,"1,314.79","2,936.43",14.3031,8.86599,8.62676,2.34213,0,4.99483,12.1212,6.20021,5.44645,1.70987,0,2.29642,2.19042,2.33321,912,88,17.0526,15.5173,8.3232,7.14813,8.71077,7.4732,5.83787,19,19,25,7,0,23
81,342893,6.3,2.8,0,"10,869.60",0,2,0,2.8,302.415,302.211,-2.878,350.155,2,2,5,22,25,26,0,22,25,0,0,0,0,18,5,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,5,2,5,2,22,292.72,61.28,0.209,518.828,90.8166,0.175,446.638,0.64397,1.36363,322.128,444.235,"2,024.78","5,634.25",1.42458,68.3799,3.09579,0.69421,232.024,282.193,"1,607.21","4,181.10",15.1041,10.7415,9.72009,1.40344,0.57735,7.71791,13.3849,8.7518,7.1849,0.89323,0.57735,4.59302,1.55084,1.61516,"1,045",122,15.5232,14.2462,6.48148,5.68692,3.92561,3.37097,3.68258,22,25,36,8,2,44
82,342894,7,4.314,0,"10,717.40",0,2,0,4.314,340.387,340.187,-4.238,354.717,2,1,4,24,27,23,0,24,27,0,0,0,0,18,5,6,0,4,1,4,2,0,0,2,0,0,0,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,24,3,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,6,4,1,4,1,24,301.77,41.05,0.136,525.429,55.3151,0.105,455.333,0.6053,1.61478,369.865,521.319,"2,437.53","6,727.31",1.5911,74.782,2.97017,0.6478,258.546,310.764,"1,973.01","5,117.42",16.897,11.4148,11.5088,2.70968,0.57735,8.24574,13.8644,8.88295,7.37483,0.98416,0.57735,4.67816,1.50038,1.58146,"1,341",136,17.4156,15.9665,6.62224,5.77475,4.41145,3.77795,3.84177,24,27,41,12,2,48
83,342895,7.3,3.611,0,"10,140",0,2,0,3.611,308.369,308.181,-3.223,328.237,2,1,4,22,25,22,0,22,25,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,22,278.84,41.05,0.147,495.958,55.3151,0.111,429.468,0.67928,1.19384,333.714,474.842,"1,995.61","5,636.08",1.54789,68.1075,3.26558,0.73228,232.024,282.193,"1,581.26","4,183.74",15.3196,10.5168,10.5327,2.40643,0.57735,7.63296,12.9091,8.2959,6.9149,0.97911,0.57735,4.21525,1.56735,1.64757,"1,026",126,15.5232,14.1526,5.81717,5.03045,3.92561,3.3316,3.23609,22,25,38,11,2,44
84,343351,6.3,2.222,0,"10,356.30",0,2,0,2.222,288.388,288.195,-2.495,328.762,2,2,5,21,24,24,0,21,24,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,5,2,5,2,21,276.1,61.28,0.221,494.048,90.8166,0.183,426.126,0.64333,1.33333,307.432,429.05,"1,810.09","5,128.89",1.44653,65.0943,3.05898,0.69643,218.92,268.078,"1,415.07","3,754.12",14.397,10.2035,9.55099,1.48799,0.57735,7.30967,12.6778,8.28552,6.79012,0.81821,0.57735,4.18477,1.592,1.66106,900,118,14.5833,13.3131,5.89387,5.12543,3.67346,3.12496,3.24931,21,24,35,8,2,42
85,343358,5.49,2.554,0,"10,465.70",0,2,0,2.554,286.372,286.179,-2.567,319.526,3,1,5,21,24,22,0,21,24,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,20,4,0,17,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,5,1,5,1,21,272.56,58.12,0.213,489.416,82.1543,0.167,424.344,0.7006,1.02427,307.432,429.05,"1,810.09","5,128.89",1.47027,63.2219,3.36804,0.7668,218.92,268.078,"1,415.07","3,754.12",14.397,10.2035,9.55099,1.48799,0.57735,7.30967,12.5614,8.12206,6.59762,0.79117,0.57735,4.04141,1.60573,1.67567,900,118,14.5833,13.0436,5.89387,4.96641,3.67346,3.01289,3.08476,21,24,35,8,2,42
86,343359,7.89,3.707,0,"10,011.50",0,2,0,3.706,272.389,272.2,-3.406,318.063,2,1,4,20,23,24,0,20,23,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,20,263.1,41.05,0.156,488.821,55.3151,0.113,420.857,0.66136,1.21323,287.194,398.93,"1,620.29","4,648.41",1.32217,58.1759,3.10869,0.71928,205.926,254.084,"1,241.20","3,351.40",13.5267,9.80966,8.92913,1.19932,0.57735,6.89898,12.3603,8.21083,6.61961,0.68911,0.57735,4.07635,1.62928,1.69461,776,112,13.6484,12.4229,5.65289,4.90121,3.4425,2.91585,3.04436,20,23,33,7,2,40
87,343422,7.1,3.222,0,"11,183.30",0,2,0,3.222,290.427,290.157,-3.332,320.672,2,1,4,20,23,22,0,20,23,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,5,1,4,1,20,272.07,66.34,0.243,494.705,83.8718,0.169,433.506,0.66136,1.21323,287.194,398.93,"1,620.29","4,648.41",1.47063,61.7665,3.10869,0.71928,205.926,254.084,"1,241.20","3,351.40",13.5267,9.80966,8.92913,1.19932,0.57735,6.89898,12.8779,8.94288,7.39606,0.68911,0.57735,4.67387,1.6189,1.69197,776,112,13.6484,12.7468,5.65289,5.09695,3.4425,3.05186,3.24849,20,23,33,7,2,40
88,343460,7.8,3.958,0,"10,524.80",0,2,0,3.958,286.415,286.216,-3.571,339.457,2,1,4,21,24,26,0,21,24,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,21,280.76,41.05,0.146,503.909,55.3151,0.109,432.906,0.64333,1.33333,307.432,429.05,"1,810.09","5,128.89",1.30568,61.3674,3.05898,0.69643,218.92,268.078,"1,415.07","3,754.12",14.397,10.2035,9.55099,1.48799,0.57735,7.30967,13.2305,8.60468,7.24147,0.97779,0.57735,4.50392,1.59752,1.65926,900,118,14.5833,13.3504,5.89387,5.14751,3.67346,3.14055,3.27243,21,24,35,8,2,42
89,343637,7.3,4.415,0,"11,038",0,2,0,4.414,300.442,300.231,-4.079,360.85,2,1,4,22,25,28,0,22,25,0,0,0,0,18,5,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,22,296.69,41.05,0.138,528.689,55.3151,0.104,453.418,0.64397,1.36363,322.128,444.235,"2,024.78","5,634.25",1.29056,64.5282,3.09579,0.69421,232.024,282.193,"1,607.21","4,181.10",15.1041,10.7415,9.72009,1.40344,0.57735,7.71792,13.9377,9.14268,7.41057,0.89323,0.57735,4.91217,1.55566,1.61359,"1,045",122,15.5232,14.2836,6.48148,5.70979,3.92561,3.38678,3.7071,22,25,36,8,2,44
90,343642,7.49,3.397,0,"10,326.20",0,2,0,3.397,270.373,270.184,-3.307,309.72,2,1,4,20,23,22,0,20,23,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,19,4,0,16,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,20,259.35,41.05,0.158,482.361,55.3151,0.114,418.571,0.68275,1.07548,287.194,398.93,"1,620.29","4,648.41",1.34213,56.3698,3.24643,0.75115,205.926,254.084,"1,241.20","3,351.40",13.5267,9.80966,8.92913,1.19932,0.57735,6.89898,12.1008,7.86066,6.27799,0.68911,0.57735,3.77844,1.64918,1.71515,776,112,13.6484,12.1828,5.65289,4.75753,3.4425,2.81654,2.898,20,23,33,7,2,40
91,343643,7.6,4.165,0,"11,038",0,2,0,4.164,300.442,300.231,-4.253,361.045,2,1,4,22,25,28,0,22,25,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,22,305.44,41.05,0.134,516.75,55.3151,0.107,442.859,0.67928,1.19384,333.714,474.842,"1,995.61","5,636.08",1.29056,64.5282,3.26558,0.73228,232.024,282.193,"1,581.26","4,183.74",15.3196,10.5168,10.5327,2.40643,0.57735,7.63296,14.1532,8.91794,8.22316,1.89622,0.57735,4.83729,1.58302,1.64184,"1,026",126,15.5232,14.2836,5.81717,5.10411,3.92561,3.38678,3.31386,22,25,38,11,2,44
92,343644,6.8,4.705,0,"11,923.80",0,2,0,4.705,326.479,326.247,-5.225,382.243,2,1,4,24,28,30,0,24,28,0,0,1,0,23,4,6,0,5,1,4,2,0,1,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,25,3,0,22,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,24,315.31,41.05,0.13,552.203,55.3151,0.1,473.127,0.67728,1.22957,385.13,536.955,"2,657.12","7,315.58",1.27997,69.1186,3.35538,0.73182,265.034,325.212,"1,960.16","5,118.04",16.1481,11.7239,11.0756,1.90643,0.57735,9.00429,14.9816,10.125,8.76605,1.39622,0.57735,6.20861,1.36722,1.413,"1,321",140,16.1939,14.9758,6.31065,5.60271,3.61836,3.15123,3.49604,24,28,42,11,2,53
93,343652,6.1,5.447,0,"14,407.50",0,2,0,5.447,362.511,362.247,-5.889,421.199,2,1,4,27,31,30,0,27,31,0,0,0,0,24,6,12,0,5,2,5,2,0,0,3,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,25,6,0,19,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,4,1,4,1,27,347.16,41.05,0.118,607.811,55.3151,0.091,525.673,0.63721,1.43536,424.467,568.43,"3,512.42","9,228.05",1.28466,73.2261,3.31952,0.69812,305.977,369.16,"2,689.69","6,707.70",18.217,13.2591,12.0516,1.60757,0.57735,9.53198,16.3244,10.6998,8.69204,1.01109,0.57735,5.70202,1.27147,1.30941,"1,986",150,18.9927,17.0294,8.39359,7.13905,5.1358,4.2555,4.50273,27,31,44,9,2,54
94,343813,6.6,4.373,0,"12,495.20",0,2,0,4.373,308.421,308.2,-4.512,357.214,2,1,4,23,26,24,0,23,26,0,0,0,0,18,6,12,0,4,2,4,2,0,0,2,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,20,6,0,14,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,4,1,4,1,23,303.18,41.05,0.135,532.492,55.3151,0.103,462.844,0.74162,0.81542,336.856,459.5,"2,253.03","6,167.32",1.32587,62.316,3.70813,0.81973,245.233,296.423,"1,781.64","4,639.67",15.8112,11.2035,10.2481,1.47248,0.57735,7.80442,13.9186,8.60605,6.91356,0.85327,0.57735,4.0449,1.58817,1.64508,"1,198",126,16.4674,14.4896,7.08692,5.83614,4.54545,3.63187,3.67666,23,26,37,8,2,44
95,343814,7.2,3.677,0,"10,011.50",0,2,0,3.676,272.389,272.2,-3.427,318.063,2,1,4,20,23,24,0,20,23,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,20,259.72,41.05,0.158,494.106,55.3151,0.111,425.456,0.57626,1.61323,281.523,384,"1,673.51","4,643.22",1.32217,58.1759,2.70869,0.62673,205.926,254.084,"1,267.60","3,347.24",13.3636,9.88214,8.86144,1.07491,0.57735,6.51907,12.1448,8.28818,6.56372,0.58049,0.57735,3.95448,1.54659,1.60932,804,110,13.6484,12.4229,6.01171,5.22593,4.02337,3.42679,3.24605,20,23,32,6,2,37
96,343815,6.6,3.882,0,"10,075.70",0,2,0,3.882,290.379,290.191,-3.55,323.15,2,1,4,21,24,23,0,21,24,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,21,268.1,41.05,0.153,503.205,55.3151,0.109,434.673,0.64824,1.30998,301.678,413.947,"1,808.82","5,130.69",1.45847,64.1731,3.08232,0.70175,218.92,268.078,"1,387.61","3,758.14",14.2338,10.3097,9.28268,1.19932,0.57735,7.14898,12.4454,8.39981,6.66214,0.61136,0.57735,4.03996,1.60524,1.68572,886,116,14.5833,13.2852,6.24567,5.42704,3.85484,3.27247,3.43331,21,24,34,7,2,41
97,343822,6.5,4.425,0,"9,941.14",0,2,0,4.425,351.285,350.111,-4.709,347.703,2,1,4,21,24,23,0,21,24,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,21,293.08,41.05,0.14,526.496,55.3151,0.105,473.885,0.64824,1.30998,301.678,413.947,"1,808.82","5,130.69",1.45847,64.1731,3.08232,0.70175,218.92,268.078,"1,387.61","3,758.14",14.2338,10.3097,9.28268,1.19932,0.57735,7.14898,14.0314,9.19281,7.45514,0.80961,0.57735,4.77017,1.61028,1.67137,886,116,14.5833,13.7976,6.24567,5.74643,3.85484,3.49818,3.77557,21,24,34,7,2,41
98,343832,8.1,4.619,0,"11,038",0,2,0,4.619,300.442,300.231,-4.413,360.85,2,1,4,22,25,28,0,22,25,0,0,0,0,20,4,6,0,4,1,4,1,1,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,22,295.04,41.05,0.139,538.381,55.3151,0.102,461.881,0.63338,1.41451,316.2,429.05,"1,989.27","5,641.52",1.29056,64.5282,3.04491,0.6828,232.024,282.193,"1,560.99","4,188.66",14.9409,10.8097,9.63624,1.19932,0.28867,7.96548,13.7745,9.21083,7.32671,0.68911,0.28867,5.14285,1.59832,1.65832,"1,017",120,15.5232,14.2836,6.85714,6.05389,3.75308,3.23348,3.93051,22,25,35,7,1,45
99,343844,7.1,3.762,0,"10,839.40",0,2,0,3.762,284.399,284.2,-3.268,331.113,2,1,4,21,24,24,0,21,24,0,0,0,0,18,4,6,0,4,1,4,2,0,0,2,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,20,4,0,17,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,21,277.02,41.05,0.148,498.637,55.3151,0.11,430.597,0.7006,1.02427,307.432,429.05,"1,810.09","5,128.89",1.3246,59.6074,3.36804,0.7668,218.92,268.078,"1,415.07","3,754.12",14.397,10.2035,9.55099,1.48799,0.57735,7.30967,12.8603,8.27149,6.80895,0.86589,0.57735,4.19084,1.61152,1.67378,900,118,14.5833,13.1086,5.89387,5.00464,3.67346,3.03978,3.124,21,24,35,8,2,42
100,343845,7,3.25,0,"9,498.26",0,2,0,3.25,258.362,258.184,-2.906,296.67,2,1,4,19,22,22,0,19,22,0,0,0,0,17,4,6,0,4,1,4,2,0,1,1,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,19,3,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,19,247.14,41.05,0.166,464.041,55.3151,0.119,400.345,0.67095,1.13209,272.747,384,"1,461.72","4,189.33",1.34021,54.9488,3.11583,0.73349,193.045,240.215,"1,089.65","2,971.29",12.8196,9.30966,8.57557,1.19932,0.57735,6.64898,11.6532,7.71083,6.26605,0.68911,0.57735,3.82635,1.65481,1.72335,669,108,12.719,11.502,5.08007,4.35689,3.02958,2.53178,2.63752,19,22,32,7,2,39
101,343850,8.49,4.163,0,"10,524.80",0,2,0,4.163,286.415,286.216,-3.906,339.457,2,1,4,21,24,26,0,21,24,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,21,279.07,41.05,0.147,513.601,55.3151,0.107,441.369,0.64824,1.30998,301.678,413.947,"1,808.82","5,130.69",1.30568,61.3674,3.08232,0.70175,218.92,268.078,"1,387.61","3,758.14",14.2338,10.3097,9.28268,1.19932,0.57735,7.14898,13.0674,8.71083,6.97316,0.68911,0.57735,4.32635,1.61826,1.68096,886,116,14.5833,13.3504,6.24567,5.46735,3.85484,3.30084,3.47576,21,24,34,7,2,41
102,343851,8.8,4.619,0,"11,038",0,2,0,4.619,300.442,300.231,-4.425,360.85,2,1,4,22,25,28,0,22,25,0,0,0,0,20,4,6,0,4,1,4,2,0,0,1,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,1,4,1,22,295.04,41.05,0.139,538.381,55.3151,0.102,461.881,0.63338,1.41451,316.2,429.05,"1,993.11","5,641.99",1.29056,64.5282,3.04491,0.6828,232.024,282.193,"1,562.73","4,188.94",14.9409,10.8097,9.63624,1.19932,0.57735,7.39898,13.7745,9.21083,7.32671,0.68911,0.57735,4.57635,1.58991,1.64947,"1,017",120,15.5232,14.2836,6.85714,6.05389,4.30839,3.72798,3.93051,22,25,35,7,2,42
103,343852,6.5,4.294,0,"10,524.80",0,2,0,4.294,286.415,286.216,-4.62,338.775,2,2,4,21,24,26,0,21,24,0,0,0,0,18,5,6,0,4,1,4,2,0,0,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,21,275.17,49.84,0.181,514.284,75.2773,0.146,441.999,0.64068,1.34593,301.678,413.947,"1,849.75","5,125.56",1.30568,61.3674,3.04638,0.69357,218.92,268.078,"1,433.70","3,752.15",14.2338,10.2928,9.367,1.26736,0.57735,7.10329,12.9904,8.70994,7.07617,0.72755,0.57735,4.39247,1.53768,1.59134,928,116,14.5833,13.3504,6.24567,5.46735,4.05,3.47372,3.47576,21,24,34,7,2,40
104,343860,7.49,4.415,0,"11,038",0,2,1,4.414,300.442,300.231,-4.1,360.85,2,1,4,22,25,28,0,22,25,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,6,4,1,4,1,22,296.69,41.05,0.138,528.689,55.3151,0.104,453.418,0.75743,0.81818,322.128,444.235,"1,974.08","5,642.92",1.29056,64.5282,3.64124,0.81652,232.024,282.193,"1,540.15","4,190.99",15.1041,10.7203,9.82209,1.40444,0.52437,7.6905,13.9377,9.12151,7.51837,0.89833,0.52437,4.87795,1.62251,1.68316,"1,008",122,15.5232,14.2836,6.48148,5.70979,3.92561,3.38678,3.7071,22,25,36,8,2,44
105,343866,6.4,3.928,0,"10,524.80",0,2,1,3.928,286.415,286.216,-3.619,339.457,2,1,4,21,24,26,0,21,24,0,0,0,0,19,4,6,0,4,1,4,2,0,0,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,6,4,1,4,1,21,277.34,41.05,0.148,509.193,55.3151,0.108,437.505,0.69586,1.08356,301.678,413.947,"1,831.35","5,128.76",1.30568,61.3674,3.30875,0.7533,218.92,268.078,"1,411.89","3,754.29",14.2338,10.2928,9.40085,1.28003,0.52437,7.06059,13.015,8.69886,7.10893,0.78971,0.52437,4.50607,1.55299,1.6136,919,116,14.5833,13.3504,6.24567,5.46735,4.05,3.47372,3.47576,21,24,34,7,2,40
106,343871,7,3.678,0,"11,696.50",0,2,0,3.678,304.454,304.172,-3.755,342.066,2,1,4,21,24,24,0,21,24,0,0,0,0,18,5,6,0,4,1,4,2,0,0,2,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,5,1,4,1,21,287.92,66.34,0.23,519.485,83.8718,0.161,454.018,0.68074,1.15546,301.678,413.947,"1,755.88","5,138.48",1.44653,65.0943,3.23685,0.73693,218.92,268.078,"1,363.02","3,762.45",14.2338,10.3477,9.14211,1.14295,0.57735,7.10691,13.585,9.50354,7.60317,0.6525,0.57735,4.89258,1.65232,1.72393,872,116,14.5833,13.6764,6.24567,5.67039,3.67346,3.27842,3.69287,21,24,34,7,2,42
107,343900,5.6,0.39,0,"11,090.60",-1,2,0,3.571,318.394,318.193,-3.264,351.717,2,1,7,23,26,24,0,23,26,1,2,0,0,19,5,6,0,4,1,4,2,0,0,1,1,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,23,3,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,6,2,7,2,23,293.98,82.59,0.28,518.596,108.993,0.21,450.451,0.66705,1.28303,336.856,459.5,"2,102.90","6,189.92",1.56206,73.4169,3.24052,0.71636,245.233,296.423,"1,650.37","4,658.28",15.8112,11.2203,10.2449,1.45131,0.57735,7.53859,13.3839,8.86908,7.01062,0.66828,0.57735,4.30027,1.66611,1.76343,"1,094",126,16.4674,15.1091,7.08692,6.22067,4.34567,3.73252,4.08646,23,26,37,8,2,45
