28,635.95,4,2,635.95,2,4,6.52,3.53,10675.4,3.54,634.95,634.77,-7.64,390.88,1,1,4,22,23,10,22,23,12,5,12,2,2,2,7,6,16,7,10,19,4,1,4,1,22,374.84,69.59,0.19,587.23,120.52,0.21,605.35
30,169.18,4,4,169.18,0,2,-1.16,-1.77,6521.88,-1.28,169.18,169.07,-0.33,193.93,0,2,4,12,12,11,12,12,6,2,6,1,1,1,4,3,9,3,6,12,3,3,4,5,12,180.44,91.16,0.51,309.37,123.16,0.4,272.97
31,111.15,3,2,111.15,0,2,-0.73,-1.72,4319.9,-1.2,112.15,112.09,-0.17,141.84,1,1,3,8,8,10,8,8,5,2,5,1,1,1,1,1,6,2,3,8,1,2,3,4,8,128.66,56.32,0.44,262.09,52.2,0.2,229.17
32,259.78,1,0,259.78,0,6,4.2,4.15,11884.1,4.15,259.77,259.11,-4.94,307.35,0,0,1,18,19,18,18,19,12,6,12,2,2,2,2,1,13,6,7,9,1,0,1,0,18,257.94,3.24,0.01,483.89,11.78,0.02,431.91
33,170.24,3,2,170.24,0,2,0.98,1.38,7000.1,1.61,170.23,170.05,-2.55,192.6,1,2,3,11,11,10,11,11,6,2,0,1,0,1,3,3,8,3,8,11,2,2,3,2,11,168.43,73.22,0.43,343.81,135.63,0.39,312.06
34,153.18,3,3,153.18,0,2,0.38,-0.23,6225.06,-0.38,154.19,154.09,-0.87,187.49,0,2,3,11,11,12,11,11,6,2,6,1,1,1,3,3,8,3,5,11,2,3,3,5,11,163.79,68.1,0.42,304.14,87.65,0.29,267.7
35,137.18,2,2,137.18,0,2,0.86,0.01,5880.26,0.01,138.19,138.09,-1.36,176.79,0,1,2,10,10,12,10,10,6,2,6,1,1,1,2,2,7,3,4,8,1,2,2,4,10,150.51,47.87,0.32,294.51,52.15,0.18,258.57
36,257.72,4,0,257.72,0,7,1.96,0.76,10223.9,1.44,258.72,258.09,-3.66,298.53,3,0,4,17,17,17,17,17,6,7,6,1,1,1,4,2,13,4,10,14,3,1,4,1,17,262.37,39.97,0.15,453.48,55.55,0.12,404.38
37,136.2,2,2,136.2,0,3,0.97,1.31,5916.56,0.87,136.19,136.1,-1.89,178.41,0,2,2,10,10,12,10,10,6,3,6,1,1,1,1,1,7,3,4,8,2,2,2,3,10,148.67,38.04,0.26,334.16,84.27,0.25,290.52
38,156.06,1,0,156.06,0,4,1.53,1.65,6123.58,1.61,156.05,155.03,-1.54,184.69,0,0,1,8,7,11,8,7,0,4,0,0,0,0,2,1,7,0,7,5,1,0,1,0,8,161.38,3.24,0.02,327.55,11.78,0.04,300.33
40,89.09,3,1,89.09,0,2,-0.02,0.16,2912.76,0.16,89.09,89.05,-0.1,114.71,2,1,3,6,5,7,6,5,0,2,0,0,0,0,2,1,4,1,4,6,2,1,3,2,6,106.27,52.32,0.49,250.13,102.05,0.41,217.7
41,182.65,4,1,147.2,0,4,-1.78,-1.41,4938,-1.41,147.2,147.11,-1.6,204.98,2,1,4,10,9,15,10,9,0,4,0,0,0,0,4,1,8,1,8,8,2,1,4,2,10,186.33,52.32,0.28,326.02,91.4,0.28,279.8
42,189.22,3,0,189.22,0,3,0.61,-0.76,7326.26,-0.76,189.22,189.05,0.67,178.9,0,0,3,11,13,12,11,13,9,3,0,3,0,3,3,1,12,1,12,4,1,0,3,0,11,164.12,50.93,0.31,322.5,63.79,0.2,289.8
43,236.27,5,2,236.27,0,2,2.3,2.13,8561.98,1.79,236.27,236.12,-2.59,264.56,3,2,5,17,18,16,17,18,12,2,0,2,0,2,5,4,14,4,14,14,3,2,5,2,17,228.62,75.27,0.33,418.13,127.34,0.3,365.24
44,208.22,5,2,208.22,0,4,1.31,1.26,7990.86,0.91,208.21,208.09,-2.24,235.02,3,2,5,15,15,12,15,15,6,4,0,1,0,1,5,4,10,5,10,9,3,2,5,2,15,208.2,75.27,0.36,381.82,127.34,0.33,338.15
45,199.99,5,2,199.99,0,2,-0.64,0.06,3326.68,0.06,199.99,198.95,-0.85,165.8,0,2,5,9,8,6,9,8,0,3,0,0,0,0,4,1,7,1,7,7,4,2,5,2,9,167.24,86.28,0.52,290.85,160.64,0.55,276.02
46,129.16,3,2,129.16,0,0,-1.67,-2.17,4315.98,-2.17,129.16,129.08,-0.56,156.24,0,0,3,9,9,11,9,9,5,1,0,1,0,1,3,1,8,1,8,7,2,1,3,3,9,142.52,67.77,0.48,259.87,78.99,0.3,226.16
50,302.46,2,1,302.46,0,1,3.76,4,10956.5,4,302.45,302.23,-4.82,367.11,1,0,2,22,25,30,22,25,20,1,0,4,0,1,4,3,23,2,23,22,2,1,2,1,22,296.97,37.29,0.13,497.12,78.99,0.16,423.8
51,375.87,3,1,375.87,0,5,4.2,2.33,15225,3.37,376.87,376.15,-6.99,415.52,1,0,3,26,28,24,26,28,18,6,12,3,2,3,6,4,21,7,15,20,2,2,3,2,26,353.63,41.74,0.12,586.62,78.99,0.13,522.04
53,707.86,12,0,707.86,2,14,4.55,3.72,26189.7,3.66,708.86,708.39,-8.83,807.44,9,0,12,51,56,54,51,56,31,15,16,6,3,2,11,8,47,9,38,45,10,1,12,1,51,701.74,111.36,0.16,1014.22,121.9,0.12,875.34
54,320.05,0,0,320.05,1,3,5.87,5.75,14899.2,5.75,320.04,317.95,-7.54,305.58,0,0,0,18,19,10,18,19,12,3,12,2,2,2,5,3,13,6,7,15,0,0,0,0,18,274.26,0,0,472.63,0,0,455.23
58,357.79,5,1,357.79,0,2,4.23,2.76,15147.7,3.65,356.78,356.07,-5.78,360.71,2,0,5,25,27,15,25,27,16,4,16,3,3,2,7,5,18,9,9,23,4,0,5,0,25,340.5,71.36,0.21,552.27,126.09,0.23,499.84
59,347.46,4,1,347.46,0,3,2.93,1.54,14878.1,1.16,348.46,348.21,-5.16,405.42,1,1,4,26,29,26,26,29,23,4,12,4,2,4,5,5,21,8,15,20,2,2,4,2,26,334.7,36.78,0.11,576.27,53.7,0.09,502.14
60,592.68,12,0,592.68,2,19,2.71,1.93,21730.3,2.2,593.69,593.31,-6.54,705.71,10,0,12,42,43,45,42,43,12,21,12,2,2,2,11,7,35,8,29,34,11,1,12,1,42,626.07,115.66,0.18,914.18,113.7,0.12,789.63
62,245.19,9,4,245.19,0,2,-2.26,-1.82,7569.2,-2.34,244.18,244.06,-0.22,233.24,4,3,9,17,18,10,17,18,11,2,0,2,0,2,6,6,15,3,15,17,7,3,9,3,17,224.49,133.76,0.6,377.62,187.18,0.5,336.82
64,330.75,7,3,330.75,0,4,2.32,-0.07,13464.9,-0.07,329.74,329,-3.79,302.59,3,2,7,21,22,10,21,22,11,5,11,2,2,2,7,4,14,8,8,20,5,2,7,3,21,296.67,133.83,0.45,492.9,229.65,0.47,448.82
68,167.21,3,3,167.21,0,2,-0.26,-0.45,6738.32,-0.42,168.21,168.1,-1.1,208.88,0,2,3,12,12,14,12,12,6,2,6,1,1,1,4,2,9,3,6,12,2,3,3,5,12,180.42,68.1,0.38,314.82,87.65,0.28,275.89
69,229.32,2,2,229.32,0,4,2.35,1.26,9961.6,1.3,230.33,230.15,-4.4,287.98,0,1,2,17,18,20,17,18,11,4,11,2,2,1,3,1,13,5,7,16,1,2,2,3,17,241.75,36.84,0.15,417.43,52.15,0.12,363.72
71,356.06,4,0,356.06,0,4,0.25,0.65,6766.68,0.65,356.05,353.96,-2.28,310.69,2,0,4,16,16,16,16,16,6,4,0,1,0,1,4,2,14,2,14,7,2,0,4,0,16,278.54,40.62,0.15,472.32,60.58,0.13,448.14
73,138.17,4,0,138.17,0,0,0.87,0.92,4618.1,0.57,138.17,138.09,-1.3,153.33,3,0,4,10,11,10,10,11,11,0,5,2,1,1,0,0,9,2,6,10,3,0,4,0,10,135.22,43.6,0.32,323.98,73.55,0.23,283.15
74,150.22,2,2,150.22,0,3,1.39,1.69,6429.82,1.28,150.22,150.12,-2.18,199.8,0,2,2,11,11,14,11,11,6,3,6,1,1,1,2,1,8,3,5,9,2,2,2,3,11,165.7,38.04,0.23,349.24,84.27,0.24,302.57
75,505.46,10,10,505.46,2,17,-13.14,2.45,20877.3,4.31,508.47,507.23,-4.86,576.92,0,4,10,34,35,33,34,35,12,17,12,2,2,2,7,3,25,10,19,30,3,10,10,13,34,510.93,178.48,0.35,744.42,223.7,0.3,672.77
77,198.31,4,3,198.31,0,4,-3.62,-0.61,7075.22,-0.38,200.32,200.2,-2.91,280.14,0,2,4,14,14,24,14,14,8,4,0,1,0,1,2,1,13,1,13,11,0,4,4,6,14,227.09,68.08,0.3,417.2,84.27,0.2,356.57
79,177.25,3,2,177.25,0,4,-2.94,0.98,7533.68,1.11,178.25,178.13,-1.52,233.66,0,2,3,13,13,16,13,13,6,4,6,1,1,1,2,1,9,4,6,11,2,3,3,3,13,198.43,38.03,0.19,400.59,95.73,0.24,348.29
80,184.15,3,0,184.15,0,4,1.13,1.72,5884.72,1.35,184.15,184.07,-1.21,207.34,2,0,3,11,10,14,11,10,0,4,0,0,0,0,5,1,9,1,9,6,3,0,3,0,11,181.21,45.34,0.25,343.34,55.35,0.16,296.1
81,362.19,2,0,202.38,0,7,1.86,-0.7,7270.8,-0.7,202.38,202.24,-5.53,330.48,0,0,2,14,13,30,14,13,0,7,0,0,0,0,5,1,13,0,13,5,0,0,2,0,14,276.77,0,0,438.92,0,0,368.29
82,246.3,6,0,246.3,0,5,-0.68,-0.29,8748.72,-0.29,246.3,246.02,-1.28,250.38,2,0,6,14,13,14,14,13,0,7,0,0,0,0,5,1,9,4,9,6,6,0,6,0,14,226.11,103.5,0.46,420.78,161.31,0.38,367.71
83,142.18,3,2,142.18,0,0,-0.01,0.4,5973.58,0.63,142.18,142.02,-1.73,149.81,1,2,3,9,9,6,9,9,6,0,0,1,0,1,3,3,6,3,6,9,2,2,3,2,9,136.61,73.22,0.54,294.25,135.63,0.46,271.04
86,385.68,4,2,385.68,0,4,1.92,3.37,16472.1,3.37,385.67,384.02,-6.01,377.24,1,2,4,24,26,15,24,26,17,4,12,3,2,3,7,3,19,7,13,14,3,2,4,2,24,340.56,52.57,0.15,532.69,89.2,0.17,498.22
91,268.35,2,2,268.35,1,2,5.64,5.14,11990,5.14,268.35,268.15,-4.79,326.49,0,2,2,20,21,20,20,21,12,4,12,2,2,2,5,3,14,7,8,8,2,2,2,2,20,278.45,40.46,0.15,492.69,87.65,0.18,430.65
92,362.77,5,0,362.77,0,6,4.47,4.27,14856.8,3.89,362.77,362.01,-5.12,354.11,5,0,5,22,23,16,22,23,11,6,6,2,1,1,6,4,17,6,14,19,6,0,5,0,22,328.94,95.89,0.29,530.69,129.37,0.24,485.63
93,92.09,3,3,92.09,0,2,-1.65,-1.41,2714.94,-1.41,92.09,92.05,0.91,117.86,0,3,3,6,5,8,6,5,0,2,0,0,0,0,2,1,5,0,5,4,3,3,3,3,6,105.73,60.69,0.57,247.87,123.16,0.5,215.29
96,716.6,8,0,556.79,2,17,6.69,4.22,21606.8,4.22,556.78,556.4,-10.52,725.73,4,0,8,40,41,52,40,41,12,17,12,2,2,2,11,3,33,8,27,18,4,0,8,0,40,621.98,59.08,0.09,892.58,51.33,0.06,765.23
98,173.21,4,2,173.21,0,5,0.52,-1.14,5885.22,-1.11,172.2,172.1,-1.59,218.7,1,1,4,12,11,14,12,11,0,6,0,0,0,0,3,1,9,2,9,12,3,1,4,1,12,196.17,69.22,0.35,375,120.92,0.32,324.78
99,364.45,1,0,284.55,1,15,5.18,5.77,10378.2,5.77,284.54,284.33,-9.42,454.15,0,0,1,20,19,42,20,19,0,15,0,0,0,0,3,1,19,0,19,18,0,0,1,0,20,356.37,0,0,610.83,6,0.01,511.31
101,60.06,3,2,60.06,0,0,-1.56,-1.04,1974.72,-1.04,60.06,60.03,0.36,76.27,1,2,3,4,3,4,4,3,0,0,0,0,0,0,2,1,2,1,2,3,1,2,3,4,4,77.29,69.11,0.89,203.93,148.55,0.73,178.52
102,177.46,1,1,177.46,0,1,2.09,1.82,7013.46,1.82,177.46,175.96,-2.54,178.61,0,0,1,8,7,7,8,7,0,1,0,0,0,0,5,1,7,0,7,5,1,1,1,1,8,169.31,20.23,0.12,289.31,52.15,0.18,279.09
103,824.97,14,3,824.97,2,10,3.11,3.97,30619.5,3.94,824.96,824.4,-6.67,885.34,8,1,14,60,68,56,60,68,45,10,16,9,3,2,13,7,56,12,47,60,12,3,14,3,60,782.02,171.17,0.22,1058.52,225.83,0.21,919.6
104,252.27,4,2,252.27,0,2,2.16,2.3,11080.1,2.12,252.27,252.09,-3.73,263.78,2,2,4,19,21,12,19,21,17,2,12,3,2,3,4,3,13,8,7,11,2,2,4,2,19,230.3,58.2,0.25,430.43,100.5,0.23,383.2
105,247.34,3,0,247.34,0,4,3.03,0.88,9786.46,1.44,248.34,248.17,-4.21,310.32,2,0,3,18,19,22,18,19,12,4,6,2,1,2,4,2,15,4,12,14,2,1,3,1,18,258.73,30.74,0.12,453.99,49.52,0.11,392.39
106,226.27,5,2,226.27,0,4,2,2.3,7874.84,1.93,226.27,226.13,-2.44,273.1,3,2,5,16,16,18,16,16,6,4,0,1,0,1,6,4,13,3,13,12,3,2,5,2,16,236.89,75.27,0.32,411.77,127.34,0.31,356.79
107,218.25,6,2,218.25,0,8,0.98,1.27,7224.54,1.27,218.25,218.13,-1.98,272.21,4,2,6,15,14,18,15,14,0,8,0,0,0,0,5,1,12,2,12,10,4,2,6,4,15,249.38,104.64,0.42,414.51,187.45,0.45,356.89
109,72.06,2,0,72.06,0,0,-0.8,-0.05,2338.72,-0.05,72.06,72.02,0.29,77.21,2,0,2,5,5,4,5,5,4,0,0,1,0,1,1,1,4,1,4,5,2,0,2,0,5,69.9,26.3,0.38,215.98,49.52,0.23,190.2
111,296.41,2,2,296.41,0,1,4.12,4.89,10449.9,4.89,296.4,296.18,-4.31,343.95,0,1,2,22,25,24,22,25,20,0,6,4,1,1,4,3,21,3,18,22,2,2,2,2,22,282.63,40.46,0.14,486.19,87.65,0.18,422.77
112,285.36,5,1,285.36,0,5,2.89,0.85,11219.9,0.85,284.35,284.1,-2.97,316.84,2,0,5,19,19,18,19,19,6,7,6,1,1,1,6,2,13,6,10,13,4,0,5,0,19,285.57,85.89,0.3,488,140.42,0.29,426.75
115,404.49,5,0,404.49,,5,,3.58,18198.8,3.57,403.47,403.11,-5.2,417.42,3,0,5,29,32,19,29,32,23,6,18,4,3,4,6,5,20,12,11,16,3,0,5,0,29,364.78,84.43,0.23,609.68,120.06,0.2,545.56
116,267.33,3,2,267.33,0,0,2.78,1.56,11366,2.52,268.33,268.13,-4.41,293.07,0,2,3,20,23,18,20,23,20,0,12,4,2,1,3,3,17,6,11,20,2,3,3,3,20,249.83,44.9,0.18,442.73,87.65,0.2,388.99
118,248.72,4,2,248.72,0,1,2.41,2.75,10675.5,2.69,248.71,248.08,-3.91,268.02,2,2,4,17,18,13,17,18,12,2,12,2,2,2,5,5,12,6,6,15,4,2,4,4,17,250.09,77.81,0.31,434.13,150.17,0.35,391.22
120,304.47,2,1,304.47,0,0,3.48,3.76,10641.9,3.76,304.47,304.24,-5.06,375.65,1,1,2,22,25,32,22,25,20,0,0,4,0,1,5,5,24,1,24,22,2,1,2,1,22,304.58,37.29,0.12,491.73,78.99,0.16,416.63
121,299.76,4,1,299.76,0,1,2.42,2.3,13151,2.3,299.76,299.08,-4.55,310.99,1,1,4,21,23,14,21,23,18,2,12,3,2,2,4,4,15,8,9,19,3,1,4,1,21,286.66,53.14,0.19,491.95,87.07,0.18,444.87
126,403.98,4,1,403.98,0,6,3.82,0.92,17169.6,1.95,405.99,405.16,-7.07,451.48,0,1,4,27,30,28,27,30,22,6,12,4,2,2,3,3,24,6,18,25,3,3,4,3,27,376.82,57.65,0.15,623.41,75.83,0.12,556.81
127,284.43,2,0,284.43,0,4,4.56,0.84,12987.7,1.63,286.44,286.15,-6.63,340.08,0,0,2,20,22,22,20,22,16,4,12,3,2,1,2,1,16,6,10,13,1,2,2,2,20,279.41,34.18,0.12,490.26,45.21,0.09,433.08
128,317.43,4,0,317.43,0,4,2.66,3.37,11991.4,3.26,317.42,317.2,-3.65,380.14,3,0,4,23,25,27,23,25,16,4,6,3,1,1,5,4,21,4,18,22,4,0,4,0,23,323.83,38.76,0.12,537.15,50.68,0.09,462.91
129,303.14,4,1,303.14,0,3,3.69,2.49,12464.1,2.49,302.13,301,-4.53,304.54,2,0,4,19,19,11,19,19,6,6,6,1,1,1,7,4,13,6,10,19,4,0,4,0,19,290.86,66.43,0.23,471.19,111.86,0.24,435.3
131,255.36,2,0,255.36,0,6,3.11,1.82,11302.8,2.1,256.36,256.17,-5.4,326.42,1,0,2,19,20,22,19,20,12,6,12,2,2,2,3,1,14,6,8,10,1,1,2,1,19,270.58,13.67,0.05,484.22,22.68,0.05,420.94
133,297.74,7,3,297.74,0,1,-0.1,-0.28,12026.2,-0.28,297.74,296.96,-1.93,248.82,4,3,7,17,18,8,17,18,11,1,6,2,1,1,6,3,11,7,8,15,5,3,7,4,17,237.58,135.11,0.57,428.55,231.96,0.54,391.65
136,307.1,7,3,307.1,0,2,-0.8,-1.04,7532.08,-1.23,307.1,305.99,-0.92,262.01,3,3,7,17,18,11,17,18,11,2,0,2,0,2,6,6,15,3,15,17,5,3,7,3,17,243.63,99.1,0.41,409.58,157.58,0.38,380.15
137,178.23,3,0,178.23,0,2,0.52,0.79,7169.52,0.79,178.23,178.11,-1.74,223.49,2,0,3,13,13,14,13,13,6,3,6,1,1,1,3,1,9,4,6,11,2,0,3,0,13,198.54,33.2,0.17,375,52.84,0.14,327.25
138,289.81,3,0,289.81,0,6,3.37,2.21,12575.2,2.21,290.81,290.14,-5.08,346.01,1,0,3,20,21,21,20,21,12,6,12,2,2,2,4,2,15,6,9,17,2,1,3,1,20,298.4,20.57,0.07,506.77,26,0.05,450.75
140,300.34,6,2,300.34,0,2,0.84,2.19,13048,1.59,299.33,299.06,-3.86,287.32,4,1,6,21,23,11,21,23,17,3,17,3,3,2,4,2,13,10,4,18,5,1,6,2,21,271.63,108.42,0.4,473.04,163.94,0.35,425.36
141,167.21,3,3,167.21,0,3,-0.21,-0.62,6738.32,-0.54,168.21,168.1,-1.48,209.57,0,2,3,12,12,14,12,12,6,3,6,1,1,1,3,2,9,3,6,12,2,3,3,4,12,181.23,57.07,0.31,331.57,87.65,0.26,289.73
143,236.31,4,1,236.31,0,6,1.99,0.21,9333.98,0.21,237.32,237.16,-3.59,304.84,2,1,4,17,17,21,17,17,6,7,6,1,1,1,4,2,13,4,10,13,3,2,4,3,17,259.37,56.76,0.22,454.92,102.05,0.22,393.29
149,231.25,5,2,231.25,0,3,1.32,1.55,9462.64,1.16,231.25,231.1,-3.15,254.14,3,2,5,17,18,13,17,18,11,4,11,2,2,2,3,2,12,6,6,15,3,2,5,2,17,226.76,67.16,0.3,434.98,104.63,0.24,384.21
151,123.11,3,1,123.11,0,0,0.69,-1.17,4980.02,-1.15,122.1,122.02,-1.05,127.08,1,0,3,9,9,4,9,9,6,1,6,1,1,1,2,1,5,4,2,9,3,0,3,0,9,128.11,53.02,0.41,278.99,93.22,0.33,249.07
152,198.14,8,2,198.14,0,1,0.23,0.22,6921.48,0.22,198.14,198.04,-2.53,191.56,3,2,8,14,14,6,14,14,5,3,5,1,1,1,4,2,9,5,6,14,4,2,8,3,14,195.65,126.44,0.65,359.85,210.02,0.58,323.2
153,303.83,2,0,303.83,0,8,4.64,4.58,13255.5,4.55,303.83,303.14,-5.17,361.71,1,0,2,21,22,22,21,22,12,8,12,2,2,2,3,1,16,6,10,17,2,0,2,0,21,303.48,12.47,0.04,540.45,17.81,0.03,479.38
156,122.17,1,1,122.17,0,2,1.57,1.55,5394.8,1.55,122.16,122.07,-1.69,156.82,0,1,1,9,9,10,9,9,6,2,6,1,1,1,1,1,6,3,3,7,1,1,1,1,9,131.22,20.23,0.15,306.85,52.15,0.17,268.55
159,74.12,1,0,74.12,0,2,1.05,0.75,2538.6,0.75,74.12,74.07,-0.47,118.73,1,0,1,5,4,10,5,4,0,2,0,0,0,0,1,1,4,0,4,3,1,0,1,0,5,99.34,9.23,0.09,254.27,22.68,0.09,217.98
161,131.17,3,2,131.17,0,4,-2.62,-2.16,4456.74,-2.14,131.17,131.1,-0.85,177.83,0,0,3,9,8,13,9,8,0,5,0,0,0,0,2,1,7,1,7,9,2,1,3,3,9,157.82,67.77,0.43,295.6,78.99,0.27,255.94
162,167.29,1,1,167.29,0,1,3.31,0.95,5990.56,0.95,168.3,168.18,-3.19,234.59,0,0,1,12,13,22,12,13,8,1,0,2,0,1,4,2,13,0,13,11,0,1,1,2,12,192.43,16.61,0.09,320.18,0,0,270.17
164,217.27,3,1,217.27,0,2,2.15,2.65,8746.72,2.1,216.26,216.1,-3.22,247.15,2,0,3,16,17,14,16,17,11,2,6,2,1,2,5,4,12,5,9,14,2,0,3,0,16,220.02,48.24,0.22,385.17,70.33,0.18,340.2
166,114.17,2,1,114.17,0,0,-0.49,-0.31,5006.18,0.41,114.17,114.03,-0.92,127.64,0,1,2,7,7,6,7,7,5,0,0,1,0,1,2,2,5,2,5,7,1,1,2,1,7,115.33,47.36,0.41,266.03,88.83,0.33,245.42
167,188.23,3,0,188.23,0,1,0.59,1.61,8084.36,1.22,188.23,188.1,-1.08,216.17,1,0,3,14,15,12,14,15,11,1,6,2,1,2,4,4,10,5,7,12,2,0,3,0,14,187.56,23.55,0.13,362.38,33.74,0.09,319.04
169,310.46,2,0,310.46,1,2,5.36,1.33,13873.4,1.38,312.47,312.17,-7.23,361.28,0,0,2,22,25,24,22,25,22,2,12,4,2,2,2,2,19,6,13,16,1,2,2,2,22,291.48,34.18,0.12,516.02,45.21,0.09,454.88
171,328.48,3,0,328.48,1,5,5.06,1.27,14359,1.4,330.49,330.18,-6.97,394.44,1,0,3,23,25,26,23,25,16,5,12,3,2,1,4,2,19,6,13,22,2,2,3,2,23,329.61,43.41,0.13,541.54,51.24,0.09,475.95
172,326.46,3,0,326.46,0,4,4.24,0.58,14468.3,1.79,328.47,328.16,-7.02,384.33,1,0,3,23,25,24,23,25,16,5,12,3,2,1,4,2,18,7,12,22,2,2,3,2,23,323.87,51.25,0.16,535.13,72.05,0.13,472.99
173,314.45,3,0,314.45,0,5,4.64,0.83,13845.7,1.32,316.46,316.16,-6.73,373.04,1,0,3,22,24,24,22,24,16,5,12,3,2,1,3,2,18,6,12,21,2,2,3,2,22,311.96,43.41,0.14,526.45,51.24,0.1,463.9
175,290.36,6,1,290.36,0,2,0.98,0.73,11570.7,0.11,289.35,289.03,-1.83,273.59,4,0,6,18,19,13,18,19,12,2,6,2,1,2,6,3,12,7,9,14,4,1,6,1,18,247.61,112.08,0.45,440.7,144.38,0.33,392.86
176,214.2,7,1,214.2,0,1,1.17,0.59,7806.28,0.05,214.2,214.02,-1.08,192.04,2,1,7,14,15,6,14,15,10,2,5,2,1,2,4,3,11,4,8,14,4,1,7,1,14,195.14,119.29,0.61,354.89,183.72,0.52,325.06
177,153.18,3,2,153.18,0,1,0.5,0.6,5945.18,0.6,153.18,153.08,-1.18,183.36,1,2,3,11,11,11,11,11,6,1,6,1,1,1,4,4,8,3,5,11,3,2,3,2,11,168.76,53.35,0.32,327.02,101.88,0.31,286.54
181,270.33,4,1,270.33,0,4,2.14,1.5,11426.8,1.21,271.33,271.15,-2.59,309.23,2,0,4,20,22,19,20,22,17,4,12,3,2,2,2,1,16,6,10,18,3,1,4,3,20,261.67,49.34,0.19,454.44,23.84,0.05,399.08
189,195.69,3,0,160.24,0,4,-1.03,-0.82,5531.24,-0.82,160.23,160.13,-2.27,231.85,2,0,3,11,10,18,11,10,0,4,0,0,0,0,5,1,9,1,9,9,2,0,3,0,11,203.89,26.3,0.13,345.84,38.87,0.11,295.61
