4.8324,8.3389
-14.011,-0.52616
-13.067,12.055
11.087,4.989
-16.785,-0.027545
-17.68,-1.4386
12.482,0.32814
11.561,0.51444
12.107,0.46329
14.006,2.7639
11.557,11.507
7.7484,17.186
17.481,10.202
-8.7714,2.0845
0.61074,12.387
12.144,10.803
-11.391,12.704
-17.551,12.58
22.146,11.027
0.57415,12.372
-11.666,12.796
-14.875,13.225
-9.1471,9.4094
-15.3,13.203
4.9315,20.173
6.1509,18.798
3.5716,18.398
0.45589,12.184
2.8635,9.6601
2.7013,13.361
5.5463,17.884
0.51108,12.361
-15.709,-9.8908
7.8345,0.13553
2.9725,-11.357
22.758,8.9873
4.2564,-22.216
5.2179,-7.4069
-1.2796,-6.113
5.4803,10.588
11.716,8.4187
-11.621,12.769
20.236,11.164
0.80408,12.426
-11.169,0.0047131
-15.059,13.162
5.7963,6.2355
0.018124,12.846
-12.3,13.037
3.2066,18.707
2.4752,20.512
2.8785,18.215
0.5625,12.373
8.3273,0.53937
14.927,11.872
-17.72,3.254
6.9947,18.457
0.55801,-2.5688
4.0398,18.578
-1.749,10.717
6.7322,18.67
3.9403,20.572
-6.6611,-17.068
14.249,2.9759
-12.588,2.2945
2.9534,13.393
1.8896,17.025
6.3214,19.164
-5.7884,-0.79846
-11.042,8.0796
2.6237,-19.619
11.409,-2.8242
14.139,14.225
-13.458,-9.6151
13.15,3.2147
7.8907,-6.7768
11.571,0.52354
-6.0619,2.527
-8.6415,9.9019
21.29,10.087
-5.4701,6.234
5.5047,10.404
-16.457,10.396
20.465,9.5857
6.8437,-24.101
-11.692,12.791
-8.8632,11.934
17.304,11.025
-17.278,12.506
-8.3137,8.5104
21.325,10.137
-16.167,13
6.0757,19.335
5.8626,18.804
0.42494,12.15
-13.176,-0.07006
0.50644,12.365
-13.441,-1.2109
11.313,-5.6166
9.6713,1.0336
9.6993,1.0444
9.8727,1.1471
-17.386,1.1039
-14.461,-1.6106
-12.581,12.933
15.499,0.69988
3.1373,18.87
-5.3348,-2.2165
3.0836,18.537
-2.1763,3.0117
3.1486,9.9562
-15.341,10.435
-13.134,4.1249
1.8452,16.978
0.69138,12.432
-8.9756,9.3824
-0.079324,-1.7976
-14.143,13.214
-15.131,13.204
-16.725,12.873
0.68212,12.435
5.9791,19.018
1.9955,12.941
4.8276,-3.589
-11.671,-6.105
-11.656,-5.9146
2.9491,9.1901
8.492,0.5486
-14.103,-8.4066
5.8109,-6.5525
-11.786,5.4158
4.809,11.564
-11.535,-0.21517
2.7458,-15.337
11.774,0.49628
12.125,0.46118
2.7985,9.4368
6.1048,19.477
6.4742,19.723
4.1771,20.944
4.4376,20.431
3.1675,13.443
4.077,20.47
9.8753,0.24455
3.1223,13.424
3.0107,13.411
2.6509,13.349
21.431,7.4329
9.8906,1.106
2.8241,13.401
-0.64591,-21.784
-7.607,-1.2144
0.17046,-0.66588
-12.898,3.6131
-12.86,2.6465
-11.726,0.23614
-13.391,2.6961
-13.998,2.791
2.9429,13.387
3.7799,13.032
-13.273,-0.45298
-11.518,9.647
1.9535,17.061
0.65889,12.41
0.14836,-0.73539
5.6541,15.374
3.5572,18.53
0.69972,-18.756
0.52208,12.281
-12.61,-8.4563
-0.59918,-2.1027
-12.495,10.448
15.446,10.648
-11.13,8.1909
10.435,12.784
-16.108,0.17212
-11.349,-0.068423
12.331,5.1545
12.144,5.8623
1.9783,-20.196
11.933,-4.7618
11.702,1.2158
0.74845,-18.798
13.682,4.254
11.425,12.68
7.3529,-6.9609
5.9619,-7.0635
11.595,-5.4916
16.235,1.7953
14.933,11.865
-13.232,0.17577
11.407,0.544
20.213,6.1386
14.832,11.306
12.408,0.50477
22.466,9.1589
21.315,10.25
21.437,8.9309
-13.249,-0.73052
-13.754,-0.87439
-0.84006,-21.961
-5.9644,12.138
17.671,12.171
4.8972,-25.115
20.068,6.5478
20.245,9.6286
11.41,12.007
11.637,12.606
18.273,12.773
-12.123,1.1166
-13.474,8.1345
1.7452,13.223
-12.057,12.85
-13.577,9.9526
-15.057,13.234
17.681,10.218
-17.033,-10.247
5.0011,-25.293
-12.964,12
8.6621,0.56055
-14.593,11.401
0.61907,12.367
14.095,-0.0034183
20.201,11.088
20.21,11.081
20.17,11.086
11.308,0.51351
19.129,10.391
18.008,10.5
21.149,9.7127
-6.1475,12.872
2.774,-24.635
5.0127,-25.289
13.383,-0.25134
-13.304,12.267
23.038,8.3824
-17.438,11.561
-15.658,12.548
-15.454,10.238
14.458,14.352
-14.972,10.272
-9.0439,9.3112
-7.089,11.078
-7.6602,12.362
-14.979,10.384
-15.056,10.343
17.167,11.687
3.8697,17.9
19.441,10.13
-17.464,12.607
10.897,7.766
-11.042,4.4233
11.69,11.394
12.336,13.166
11.639,12.691
-7.8514,13.472
-14.097,10.115
-10.412,2.9587
-17.557,12.334
3.916,18.555
-5.8803,12.217
-12.359,12.619
4.4902,20.19
14.073,8.4879
-17.166,12.575
0.50646,12.347
8.189,-0.56349
11.77,12.468
-15.726,9.6878
19.371,12.017
8.7518,13.246
21.922,10.804
1.5373,17.184
-14.427,13.207
-11.781,12.833
-13.701,12.81
-15.261,11.397
14.329,8.6021
0.58544,12.405
6.0817,19.338
5.151,19.989
7.0612,19.916
5.9526,19.256
3.4524,20.55
4.9566,19.852
-3.2648,-0.27651
9.9469,-2.9122
-11.727,1.4191
11.558,0.51449
11.371,0.52643
-3.811,-6.4307
-11.156,8.2099
-10.955,12.635
-17.363,11.94
4.437,-15.506
2.9659,13.4
12.513,0.32171
0.83271,12.557
0.44837,-1.8097
14.267,3.1852
13.063,4.7093
21.433,8.7974
-5.9015,12.208
21.082,12.288
-15.503,10.223
-10.185,10.976
15.28,8.4812
-15.577,12.567
-2.9858,9.2835
6.3332,18.965
5.0085,19.932
4.4776,20.276
-1.7852,10.635
4.1783,20.722
-5.034,-2.0379
-4.5315,-1.7928
-15.853,-1.0563
2.8514,13.362
2.947,13.388
-18.97,0.29284
21.431,7.4329
1.4282,12.743
-6.3931,-0.90718
-6.3931,-0.90718
0.81657,17.363
8.7744,9.5622
0.5835,12.364
0.61908,12.394
6.9879,18.438
4.3408,20.736
9.0998,-6.2828
0.79527,12.54
-11.43,-8.0687
-8.4118,13.899
-12.429,2.496
11.741,11.839
8.72,9.9025
-11.106,8.1277
21.437,8.9309
21.296,9.1673
3.1624,-24.883
-7.4748,12.822
-10.957,0.12031
-17.437,-1.0441
8.2644,2.9951
-12.922,2.5439
3.1176,20.619
-8.1943,13.346
9.5539,8.2558
-3.0322,9.3196
-2.9987,9.3028
11.519,8.3442
-4.0272,0.79373
-15.351,9.5563
-14.033,1.9851
6.8141,18.737
-0.014179,6.4569
-4.9655,-2.0896
8.4262,0.086502
0.053109,12.748
-13.058,-9.5086
22.794,7.7743
10.326,0.38711
5.7988,5.9917
11.614,0.57698
6.0212,-19.881
18.015,12.721
20.464,9.6102
5.0857,-25.274
-5.8543,12.561
-16.948,12.756
4.1219,20.764
-6.4544,-1.0385
-11.996,-9.2386
