-10.081,8.5347
-12.095,-6.7222
-17.45,-0.018455
7.8972,1.1604
-12.008,0.31301
-16.712,6.7677
2.331,-19.601
2.7098,-19.834
2.3955,-19.671
12.061,-2.5942
1.7107,-8.6217
-14.454,10.371
0.44701,-9.9663
-12.196,-10.414
-11.938,12.857
6.4316,-11.421
-17.135,5.0808
-19.319,3.0449
10.706,-18.117
-11.009,14.814
-18.559,3.2723
-20.262,1.217
-17.944,-7.2452
-19.665,0.67971
-10.727,22.053
-14.711,13.948
-13.712,16.967
-7.2,20.553
-7.6312,15.706
-9.549,16.266
-14.966,11.821
-12.209,13.002
0.23754,16.72
8.7587,-1.2331
13.389,3.5851
8.1386,-19.057
22.359,-0.57117
9.0213,-3.167
2.9368,-0.70015
-10.872,9.1008
-0.017117,-5.4685
-18.69,3.0583
0.57451,-14.185
-8.2941,20.739
-19.787,0.909
-19.655,0.42931
6.0796,-5.0336
-8.9532,19.92
-19.609,0.1931
-12.122,19.498
-8.7901,22.257
-14.12,14.696
-11.633,13.552
11.938,-2.4919
6.0879,-15.574
-10.436,-3.2791
-14.644,11.625
11.691,-6.9095
-14.138,15.546
-4.013,3.6723
-15.644,10.576
-11.036,21.797
9.2844,6.4653
3.2749,-11.318
-8.6146,-11.183
-8.871,16.408
-13.652,14.477
-12.061,16.893
-2.8398,-2.5668
-15.555,-0.74681
19.996,5.4525
1.3854,-15.853
0.32869,-8.5236
0.34421,15.098
5.3507,-11.64
14.84,-6.8259
0.065788,-16.79
-3.1082,-3.1106
-20.351,-2.2253
11.597,-17.066
-14.953,5.8355
-9.0467,9.9796
-21.726,-5.1982
11.739,-16.955
22.518,-0.56489
-19.594,2.12
-17.7,-3.1252
0.14689,-9.9815
-18.269,3.4021
-16.431,6.6873
10.195,-17.678
-21.817,-5.2271
-10.721,22.007
-14.25,16.011
-6.8639,22.436
-11.997,-6.9947
-11.551,14.226
-9.893,-12.604
17.773,-10.663
-0.088262,-16.533
-0.19738,-16.419
-0.044585,-16.447
-11.391,1.0668
-15.997,6.4196
-17.974,0.47401
12.943,-16.882
-9.6037,21.157
-5.5246,-1.1632
-12.316,18.965
-8.679,-2.9718
-11.902,9.7575
-17.461,2.5808
-7.2716,-9.6445
-13.523,14.521
-9.769,17.762
-17.488,-0.93217
-6.1205,-5.0002
-17.077,3.8595
-19.645,0.69217
-18.98,2.2136
-14.484,10.519
-14.709,14.175
-9.1112,17.82
2.5741,-6.1195
-0.67075,12.121
-0.66666,12.117
-8.0489,6.1149
9.3726,-0.87973
-2.7698,14.527
14.792,-5.9973
-6.3092,-11.075
-10.572,11.062
-12.215,-6.5781
18.521,5.1502
2.4845,-19.712
2.1994,-19.551
-6.395,16.314
-10.757,22.078
-10.756,22.097
-10.88,21.888
-13.223,17.97
-8.6358,16.415
-10.812,22.009
16.183,-10.888
-8.7723,16.45
-8.8627,16.403
-9.5862,16.11
10.317,-16.023
11.842,-2.5163
-9.3992,16.258
22.296,-0.43792
-6.1087,-11.698
10.619,-2.4583
-7.7027,-10.366
-7.8394,-10.925
-11.995,-6.9972
-6.0016,-10.697
-5.6615,-10.512
-9.0482,16.43
-8.6531,15.762
