8.531e+11,0.29063,0.15955,0.20391,0.16457,0,22
5.2619e+11,0.2898,0.097775,0.20247,0.16066,0,22
4.479e+11,0.28774,0.1006,0.19856,0.16457,0,0
5.2639e+11,0.28177,0.17577,0.19835,0.15942,0,0
3.605e+11,0.27827,0.1708,0.19876,0.16066,0,21
3.1046e+11,0.27642,0.21678,0.1897,0.15407,0,21
3.7314e+11,0.2758,0.2001,0.18599,0.15036,0,0
8.6649e+10,0.27415,0.10687,0.19897,0.15984,0,27
5.2401e+11,0.27003,0.099799,0.19876,0.16251,0,20
1.5224e+11,0.26653,0.10326,0.18991,0.14809,0,22
5.2638e+11,0.26323,0.098684,0.18558,0.15036,0,20
5.2418e+11,0.26056,0.1579,0.18414,0.1516,0,18
5.2615e+11,0.25644,0.097144,0.18702,0.15036,0,19
3.126e+11,0.25252,0.094958,0.17734,0.13862,0,16
4.6148e+11,0.24511,0.19925,0.16292,0.13265,0,19
3.8199e+11,0.24367,0.16877,0.16231,0.13553,0,16
4.0854e+11,0.24346,0.10502,0.16334,0.12647,0,20
3.2024e+11,0.24243,0.099096,0.16375,0.12667,0,16
4.2708e+11,0.23934,0.083723,0.15757,0.12523,0,17
3.5617e+11,0.22451,0.20217,0.14109,0.10855,0,13
