-8.6482,17.819
-3.0753,-8.0299
-14.839,-5.9754
9.4705,-3.4264
-9.9688,0.98378
-16.898,2.751
-0.67506,-20.169
0.9225,-20.068
0.3034,-19.659
1.096,-2.5285
-5.4393,0.25997
-12.565,19.84
-6.4674,2.2318
-5.5108,-10.72
-17.175,1.6102
8.8071,-7.2628
-12.703,0.037934
-18.732,0.37032
9.4988,-10.226
-14.948,-2.0841
-12.67,-0.12904
-17.914,-4.5542
-12.349,-13.315
-16.733,-6.5385
-13.304,-19.848
-17.781,0.31759
-19.214,-0.73249
-5.1742,-11.235
-7.7048,1.3995
-8.5147,-0.46255
-17.615,0.81273
-18.988,0.39598
22.614,-5.5287
6.3954,3.2693
6.4705,17.635
9.6139,-9.9148
4.5541,-6.3606
5.8155,3.8284
7.2281,16.372
-10.99,18.193
-12.921,5.9167
-12.676,-0.16494
-6.7864,-19.079
-12.495,-13.357
-17.442,-10.441
-16.825,-6.5364
-5.9188,15.128
-12.543,-0.24917
-16.736,-6.4226
-13.256,-13.395
-8.3046,-21.379
-14.879,1.0746
-16.901,1.882
3.7613,-1.4812
12.329,-6.801
-0.4661,-0.6372
-18.543,1.2056
11.822,11.881
-19.079,-0.70566
18.506,1.3598
-19.865,2.4225
-13.47,-18.771
4.9781,18.805
0.53849,-2.3579
9.6226,-16.528
-7.8788,-0.61061
-11.634,-2.4395
-17.787,-0.28061
23.593,-7.4307
-10.104,-10.12
6.9229,-2.0699
-6.0715,-17.437
-6.9695,3.9803
21.678,-6.8965
-0.77878,-6.3924
1.7187,4.4347
3.2743,-17.169
17.839,-6.9478
-9.0306,-10.268
11.612,-13.43
-13.401,6.9682
-10.401,16.826
-12.7,-13.461
11.296,-13.748
-10.588,5.7212
-12.699,-0.28624
-11.955,-5.6697
-6.7829,1.6662
-17.831,-0.40895
-15.792,3.8683
9.5622,-10.148
-13.084,-14.868
-13.443,-20.361
-19.103,0.25931
-9.2858,-20.045
3.7182,-7.6993
-17.575,-0.79788
-3.2644,-10.072
3.6238,-15.594
2.9855,-16.873
3.005,-16.855
3.0278,-16.889
-12.173,4.735
-15.839,3.7046
-16.201,-6.8298
-3.284,-13.604
-12.689,-13.489
-9.7302,-6.4818
-13.449,-13.121
0.19321,0.26974
-18.998,3.3795
-13.943,-2.1821
9.0786,-16.369
-11.544,-2.4703
-15.522,-10.915
-9.7983,-3.1531
11.861,12.113
-15.037,-0.45092
-16.737,-6.543
-18.094,-1.085
-19.321,3.231
-17.984,-0.08203
-9.4747,0.086802
-4.5958,-2.5635
16.205,-1.2575
16.449,-1.0387
-5.4533,-10.855
6.1235,3.4062
19.102,-6.6345
2.2307,-13.644
1.8344,-21.059
-12.186,18.22
-3.8769,-8.0921
0.030178,12.54
0.31302,-20.274
0.22476,-19.489
-3.3358,-4.0693
-13.449,-20.295
-13.45,-20.468
-13.563,-18.873
-18.724,-0.85425
-7.5684,-0.5961
-13.414,-19.492
8.8861,-13.732
-7.7589,-0.631
-7.8685,-0.60947
-8.4678,-0.46249
10.068,-12.236
5.2428,2.793
-8.3765,-0.49931
3.2116,-1.5552
13.809,-12.698
3.8049,0.3634
9.2791,-16.039
9.7619,-16.116
-2.2658,-7.9286
9.0069,-14.315
8.4999,-14.33
-8.0748,-0.58132
-7.0903,-0.33434
-3.2842,-9.9273
-1.1469,-19.843
-14.053,-6.761
-15.715,-10.783
18.024,3.2131
-15.823,7.0724
-14.381,-13.3
13.468,6.7667
-9.6187,-20.508
21.166,-5.3869
20.521,4.4454
-11.108,-15.015
-12.956,5.8822
-12.738,1.4578
-11.017,5.8153
-3.23,-6.9835
-18.38,-8.1497
2.9904,-6.2153
-6.4067,-3.4942
9.8845,-2.4707
12.235,-12.882
14.246,-12.639
16.333,6.1715
4.1696,-7.9574
-11.308,-16.302
1.4425,4.6635
2.4137,3.6273
3.6813,-15.679
-9.9917,-9.5913
12.279,-6.8208
-9.4137,-10.197
3.2365,-17.158
1.9996,-0.41777
12.5,-6.7102
15.029,-13.358
5.9459,-13.559
11.644,-13.478
11.025,-13.315
-3.3722,-9.9325
-3.6071,-8.3528
1.2089,-13.41
-8.4607,-5.1675
-14.362,-0.78994
3.308,-10.016
-3.772,-17.948
-0.09187,-17.405
8.5883,-7.7841
-0.16936,-6.699
-1.9818,-7.577
-12.434,-5.1606
-11.141,-16.503
-12.265,-3.6564
-16.808,2.1522
-12.813,-16.345
-16.39,-6.7985
-11.749,-5.5137
-7.4717,-20.727
-12.054,-14.518
-14.716,-5.9404
6.2214,3.3014
-9.487,-20.192
-12.61,-13.418
15.732,-13.679
-3.5064,-13.617
-3.5187,-13.605
11.65,-13.593
13.832,-11.185
10.047,-15.975
9.564,-16.89
11.356,-13.528
-3.8953,-17.708
-0.32421,-13.026
-14.415,-4.7796
-11.841,-14.543
-15.767,-6.8119
18.37,1.4631
-17.351,-10.563
-9.4235,-19.611
-15.323,-10.496
-7.0864,4.124
-13.872,-10.594
-9.8254,-3.1389
-12.288,-13.35
-5.2071,-18.416
-13.798,-10.577
-13.546,-10.684
-8.3936,3.99
-13.924,-0.62998
-8.3649,-12.767
